Node1	Node2	Frequency	Direction
ACSM5_HUMAN	chebi:30772	0.6296296296296297	U
chebi:15345	chebi:15741	0.6481481481481481	U
chebi:15517	chebi:30772	0.6666666666666666	U
chebi:15517	chebi:36926	0.6666666666666666	U
DCE1_HUMAN	chebi:16015	0.46296296296296297	U
chebi:16015	chebi:29888	0.46296296296296297	U
L2HDH_HUMAN	chebi:16238	0.6296296296296297	U
chebi:15741	chebi:16238	0.5740740740740741	U
chebi:16238	chebi:36926	0.6666666666666666	U
chebi:15517	chebi:29888	0.46296296296296297	U
DCE1_HUMAN	chebi:16865	0.05555555555555555	U
chebi:16015	chebi:16543	0.05555555555555555	U
chebi:16015	chebi:16865	0.05555555555555555	U
chebi:15366	chebi:16543	0.05555555555555555	U
chebi:15366	chebi:30772	0.05555555555555555	U
