algorithm	labels
propanoate_5106-omicsintegrator2-params-NIXQON6	3
propanoate_5106-omicsintegrator2-params-I5EKII6	3
propanoate_5106-omicsintegrator2-params-ON3OUHY	3
propanoate_5106-omicsintegrator2-params-RCXKAY7	3
propanoate_5106-omicsintegrator2-params-KMHTT5N	3
propanoate_5106-omicsintegrator2-params-JHH34ZE	3
propanoate_5106-omicsintegrator2-params-Z2C4Y5G	3
propanoate_5106-omicsintegrator2-params-R2T74G3	3
propanoate_5106-omicsintegrator2-params-O3SYN4K	3
propanoate_5106-omicsintegrator2-params-K2CK6DC	2
propanoate_5106-omicsintegrator2-params-ISZN2DE	4
propanoate_5106-omicsintegrator2-params-J5QF4A3	1
propanoate_5106-omicsintegrator2-params-ROZICUS	3
propanoate_5106-omicsintegrator2-params-B6FPMEP	3
propanoate_5106-omicsintegrator2-params-G6QWKUF	3
propanoate_5106-omicsintegrator2-params-RNOITRI	3
propanoate_5106-omicsintegrator2-params-24QHVS5	3
propanoate_5106-omicsintegrator2-params-H5EGTCE	3
propanoate_5106-omicsintegrator2-params-SX6MWZF	6
propanoate_5106-omicsintegrator2-params-YYQQGSW	6
propanoate_5106-omicsintegrator2-params-VKYXWNI	1
propanoate_5106-omicsintegrator2-params-JMDFQGQ	6
propanoate_5106-omicsintegrator2-params-2WECIOD	6
propanoate_5106-omicsintegrator2-params-XLW3AU2	3
propanoate_5106-omicsintegrator2-params-TK757XH	3
propanoate_5106-omicsintegrator2-params-G3MKBIH	3
propanoate_5106-omicsintegrator2-params-62LFP5D	3
propanoate_5106-omicsintegrator2-params-QGDDCNR	6
propanoate_5106-omicsintegrator2-params-BERGTKM	6
propanoate_5106-omicsintegrator2-params-QUD5DGU	5
propanoate_5106-omicsintegrator2-params-VUTDEKI	6
propanoate_5106-omicsintegrator2-params-G5PCTWW	6
propanoate_5106-omicsintegrator2-params-BLZ4Z5H	6
propanoate_5106-omicsintegrator2-params-QA7UVT2	6
propanoate_5106-omicsintegrator2-params-EUXS342	6
propanoate_5106-omicsintegrator2-params-2ETE5TC	6
propanoate_5106-omicsintegrator2-params-XQYZBRY	6
propanoate_5106-omicsintegrator2-params-K44Y7SY	6
propanoate_5106-omicsintegrator2-params-RIX5P6Y	5
propanoate_5106-omicsintegrator2-params-KSSGLIJ	6
propanoate_5106-omicsintegrator2-params-VOU2GLP	6
propanoate_5106-omicsintegrator2-params-3XS3BUE	6
propanoate_5106-omicsintegrator2-params-GWFZFC3	6
propanoate_5106-omicsintegrator2-params-BBDIWEE	6
propanoate_5106-omicsintegrator2-params-WSTZQ5T	6
propanoate_5106-omicsintegrator2-params-FCBNYQN	6
propanoate_5106-omicsintegrator2-params-ZK2ZPTQ	6
propanoate_5106-omicsintegrator2-params-E7S3CYK	5
propanoate_5106-omicsintegrator2-params-JDGM2QR	6
propanoate_5106-omicsintegrator2-params-2VM5MQL	6
propanoate_5106-omicsintegrator2-params-O2NMIFG	6
propanoate_5106-omicsintegrator2-params-GIILIYF	6
propanoate_5106-omicsintegrator2-params-DGG4UVF	6
propanoate_5106-omicsintegrator2-params-CIOIRMT	6
