Node1	Node2	Frequency	Direction
chebi:16084	chebi:16761	0.5555555555555556	U
CHIA_HUMAN	NAGK_HUMAN	0.6296296296296297	U
CHIA_HUMAN	chebi:28401	0.6296296296296297	U
GALT_HUMAN	chebi:29042	0.5740740740740741	U
GLCNE_HUMAN	NPL_HUMAN	0.5185185185185185	U
NPL_HUMAN	RENBP_HUMAN	0.5925925925925926	U
PGM1_HUMAN	chebi:29042	0.5185185185185185	U
CHIA_HUMAN	RENBP_HUMAN	0.5925925925925926	U
NAGK_HUMAN	chebi:15784	0.5370370370370371	U
chebi:15784	chebi:16761	0.5370370370370371	U
chebi:16761	chebi:17665	0.5185185185185185	U
chebi:17665	chebi:29042	0.5185185185185185	U
