algorithm	labels
inositol_p_5151-omicsintegrator2-params-NIXQON6	2
inositol_p_5151-omicsintegrator2-params-I5EKII6	2
inositol_p_5151-omicsintegrator2-params-ON3OUHY	2
inositol_p_5151-omicsintegrator2-params-RCXKAY7	2
inositol_p_5151-omicsintegrator2-params-KMHTT5N	2
inositol_p_5151-omicsintegrator2-params-JHH34ZE	2
inositol_p_5151-omicsintegrator2-params-Z2C4Y5G	2
inositol_p_5151-omicsintegrator2-params-R2T74G3	2
inositol_p_5151-omicsintegrator2-params-O3SYN4K	2
inositol_p_5151-omicsintegrator2-params-K2CK6DC	5
inositol_p_5151-omicsintegrator2-params-ISZN2DE	4
inositol_p_5151-omicsintegrator2-params-J5QF4A3	6
inositol_p_5151-omicsintegrator2-params-ROZICUS	2
inositol_p_5151-omicsintegrator2-params-B6FPMEP	2
inositol_p_5151-omicsintegrator2-params-G6QWKUF	2
inositol_p_5151-omicsintegrator2-params-RNOITRI	2
inositol_p_5151-omicsintegrator2-params-24QHVS5	2
inositol_p_5151-omicsintegrator2-params-H5EGTCE	2
inositol_p_5151-omicsintegrator2-params-SX6MWZF	3
inositol_p_5151-omicsintegrator2-params-YYQQGSW	4
inositol_p_5151-omicsintegrator2-params-VKYXWNI	1
inositol_p_5151-omicsintegrator2-params-JMDFQGQ	3
inositol_p_5151-omicsintegrator2-params-2WECIOD	4
inositol_p_5151-omicsintegrator2-params-XLW3AU2	1
inositol_p_5151-omicsintegrator2-params-TK757XH	3
inositol_p_5151-omicsintegrator2-params-G3MKBIH	4
inositol_p_5151-omicsintegrator2-params-62LFP5D	1
inositol_p_5151-omicsintegrator2-params-QGDDCNR	3
inositol_p_5151-omicsintegrator2-params-BERGTKM	4
inositol_p_5151-omicsintegrator2-params-QUD5DGU	0
inositol_p_5151-omicsintegrator2-params-VUTDEKI	3
inositol_p_5151-omicsintegrator2-params-G5PCTWW	4
inositol_p_5151-omicsintegrator2-params-BLZ4Z5H	0
inositol_p_5151-omicsintegrator2-params-QA7UVT2	3
inositol_p_5151-omicsintegrator2-params-EUXS342	4
inositol_p_5151-omicsintegrator2-params-2ETE5TC	0
inositol_p_5151-omicsintegrator2-params-XQYZBRY	3
inositol_p_5151-omicsintegrator2-params-K44Y7SY	4
inositol_p_5151-omicsintegrator2-params-RIX5P6Y	0
inositol_p_5151-omicsintegrator2-params-KSSGLIJ	3
inositol_p_5151-omicsintegrator2-params-VOU2GLP	4
inositol_p_5151-omicsintegrator2-params-3XS3BUE	0
inositol_p_5151-omicsintegrator2-params-GWFZFC3	3
inositol_p_5151-omicsintegrator2-params-BBDIWEE	4
inositol_p_5151-omicsintegrator2-params-WSTZQ5T	0
inositol_p_5151-omicsintegrator2-params-FCBNYQN	3
inositol_p_5151-omicsintegrator2-params-ZK2ZPTQ	4
inositol_p_5151-omicsintegrator2-params-E7S3CYK	0
inositol_p_5151-omicsintegrator2-params-JDGM2QR	3
inositol_p_5151-omicsintegrator2-params-2VM5MQL	4
inositol_p_5151-omicsintegrator2-params-O2NMIFG	0
inositol_p_5151-omicsintegrator2-params-GIILIYF	3
inositol_p_5151-omicsintegrator2-params-DGG4UVF	4
inositol_p_5151-omicsintegrator2-params-CIOIRMT	0
