algorithm	labels
pyruvate_m_3867-omicsintegrator2-params-NIXQON6	2
pyruvate_m_3867-omicsintegrator2-params-I5EKII6	2
pyruvate_m_3867-omicsintegrator2-params-ON3OUHY	2
pyruvate_m_3867-omicsintegrator2-params-RCXKAY7	2
pyruvate_m_3867-omicsintegrator2-params-KMHTT5N	2
pyruvate_m_3867-omicsintegrator2-params-JHH34ZE	2
pyruvate_m_3867-omicsintegrator2-params-Z2C4Y5G	2
pyruvate_m_3867-omicsintegrator2-params-R2T74G3	2
pyruvate_m_3867-omicsintegrator2-params-O3SYN4K	2
pyruvate_m_3867-omicsintegrator2-params-K2CK6DC	3
pyruvate_m_3867-omicsintegrator2-params-ISZN2DE	3
pyruvate_m_3867-omicsintegrator2-params-J5QF4A3	5
pyruvate_m_3867-omicsintegrator2-params-ROZICUS	3
pyruvate_m_3867-omicsintegrator2-params-B6FPMEP	3
pyruvate_m_3867-omicsintegrator2-params-G6QWKUF	2
pyruvate_m_3867-omicsintegrator2-params-RNOITRI	2
pyruvate_m_3867-omicsintegrator2-params-24QHVS5	2
pyruvate_m_3867-omicsintegrator2-params-H5EGTCE	2
pyruvate_m_3867-omicsintegrator2-params-SX6MWZF	4
pyruvate_m_3867-omicsintegrator2-params-YYQQGSW	4
pyruvate_m_3867-omicsintegrator2-params-VKYXWNI	5
pyruvate_m_3867-omicsintegrator2-params-JMDFQGQ	4
pyruvate_m_3867-omicsintegrator2-params-2WECIOD	4
pyruvate_m_3867-omicsintegrator2-params-XLW3AU2	2
pyruvate_m_3867-omicsintegrator2-params-TK757XH	4
pyruvate_m_3867-omicsintegrator2-params-G3MKBIH	4
pyruvate_m_3867-omicsintegrator2-params-62LFP5D	2
pyruvate_m_3867-omicsintegrator2-params-QGDDCNR	4
pyruvate_m_3867-omicsintegrator2-params-BERGTKM	4
pyruvate_m_3867-omicsintegrator2-params-QUD5DGU	1
pyruvate_m_3867-omicsintegrator2-params-VUTDEKI	4
pyruvate_m_3867-omicsintegrator2-params-G5PCTWW	4
pyruvate_m_3867-omicsintegrator2-params-BLZ4Z5H	7
pyruvate_m_3867-omicsintegrator2-params-QA7UVT2	4
pyruvate_m_3867-omicsintegrator2-params-EUXS342	4
pyruvate_m_3867-omicsintegrator2-params-2ETE5TC	2
pyruvate_m_3867-omicsintegrator2-params-XQYZBRY	4
pyruvate_m_3867-omicsintegrator2-params-K44Y7SY	4
pyruvate_m_3867-omicsintegrator2-params-RIX5P6Y	1
pyruvate_m_3867-omicsintegrator2-params-KSSGLIJ	4
pyruvate_m_3867-omicsintegrator2-params-VOU2GLP	4
pyruvate_m_3867-omicsintegrator2-params-3XS3BUE	8
pyruvate_m_3867-omicsintegrator2-params-GWFZFC3	4
pyruvate_m_3867-omicsintegrator2-params-BBDIWEE	4
pyruvate_m_3867-omicsintegrator2-params-WSTZQ5T	6
pyruvate_m_3867-omicsintegrator2-params-FCBNYQN	4
pyruvate_m_3867-omicsintegrator2-params-ZK2ZPTQ	4
pyruvate_m_3867-omicsintegrator2-params-E7S3CYK	1
pyruvate_m_3867-omicsintegrator2-params-JDGM2QR	4
pyruvate_m_3867-omicsintegrator2-params-2VM5MQL	4
pyruvate_m_3867-omicsintegrator2-params-O2NMIFG	0
pyruvate_m_3867-omicsintegrator2-params-GIILIYF	4
pyruvate_m_3867-omicsintegrator2-params-DGG4UVF	4
pyruvate_m_3867-omicsintegrator2-params-CIOIRMT	0
