algorithm	PC1	PC2
lysine_deg_8293-omicsintegrator2-params-NIXQON6	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-I5EKII6	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-ON3OUHY	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-RCXKAY7	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-KMHTT5N	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-JHH34ZE	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-Z2C4Y5G	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-R2T74G3	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-O3SYN4K	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-K2CK6DC	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-ISZN2DE	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-J5QF4A3	-0.631642240855368	1.1360606176212031
lysine_deg_8293-omicsintegrator2-params-ROZICUS	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-B6FPMEP	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-G6QWKUF	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-RNOITRI	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-24QHVS5	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-H5EGTCE	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-SX6MWZF	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-YYQQGSW	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-VKYXWNI	-0.631642240855368	1.1360606176212031
lysine_deg_8293-omicsintegrator2-params-JMDFQGQ	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-2WECIOD	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-XLW3AU2	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-TK757XH	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-G3MKBIH	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-62LFP5D	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-QGDDCNR	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-BERGTKM	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-QUD5DGU	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-VUTDEKI	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-G5PCTWW	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-BLZ4Z5H	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-QA7UVT2	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-EUXS342	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-2ETE5TC	-2.2621219032855926	-0.6468485833957458
lysine_deg_8293-omicsintegrator2-params-XQYZBRY	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-K44Y7SY	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-RIX5P6Y	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-KSSGLIJ	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-VOU2GLP	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-3XS3BUE	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-GWFZFC3	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-BBDIWEE	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-WSTZQ5T	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-FCBNYQN	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-ZK2ZPTQ	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-E7S3CYK	0.1857154423970736	1.8685351304853035
lysine_deg_8293-omicsintegrator2-params-JDGM2QR	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-2VM5MQL	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-O2NMIFG	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-GIILIYF	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-DGG4UVF	2.8597450354606946	-0.7254358292261739
lysine_deg_8293-omicsintegrator2-params-CIOIRMT	2.8597450354606946	-0.7254358292261739
