algorithm	labels
butanoate_1491-omicsintegrator2-params-NIXQON6	2
butanoate_1491-omicsintegrator2-params-I5EKII6	2
butanoate_1491-omicsintegrator2-params-ON3OUHY	2
butanoate_1491-omicsintegrator2-params-RCXKAY7	2
butanoate_1491-omicsintegrator2-params-KMHTT5N	2
butanoate_1491-omicsintegrator2-params-JHH34ZE	2
butanoate_1491-omicsintegrator2-params-Z2C4Y5G	2
butanoate_1491-omicsintegrator2-params-R2T74G3	2
butanoate_1491-omicsintegrator2-params-O3SYN4K	2
butanoate_1491-omicsintegrator2-params-K2CK6DC	4
butanoate_1491-omicsintegrator2-params-ISZN2DE	4
butanoate_1491-omicsintegrator2-params-J5QF4A3	6
butanoate_1491-omicsintegrator2-params-ROZICUS	2
butanoate_1491-omicsintegrator2-params-B6FPMEP	2
butanoate_1491-omicsintegrator2-params-G6QWKUF	2
butanoate_1491-omicsintegrator2-params-RNOITRI	2
butanoate_1491-omicsintegrator2-params-24QHVS5	2
butanoate_1491-omicsintegrator2-params-H5EGTCE	2
butanoate_1491-omicsintegrator2-params-SX6MWZF	4
butanoate_1491-omicsintegrator2-params-YYQQGSW	4
butanoate_1491-omicsintegrator2-params-VKYXWNI	5
butanoate_1491-omicsintegrator2-params-JMDFQGQ	4
butanoate_1491-omicsintegrator2-params-2WECIOD	4
butanoate_1491-omicsintegrator2-params-XLW3AU2	2
butanoate_1491-omicsintegrator2-params-TK757XH	4
butanoate_1491-omicsintegrator2-params-G3MKBIH	4
butanoate_1491-omicsintegrator2-params-62LFP5D	2
butanoate_1491-omicsintegrator2-params-QGDDCNR	4
butanoate_1491-omicsintegrator2-params-BERGTKM	4
butanoate_1491-omicsintegrator2-params-QUD5DGU	3
butanoate_1491-omicsintegrator2-params-VUTDEKI	4
butanoate_1491-omicsintegrator2-params-G5PCTWW	4
butanoate_1491-omicsintegrator2-params-BLZ4Z5H	2
butanoate_1491-omicsintegrator2-params-QA7UVT2	4
butanoate_1491-omicsintegrator2-params-EUXS342	4
butanoate_1491-omicsintegrator2-params-2ETE5TC	2
butanoate_1491-omicsintegrator2-params-XQYZBRY	4
butanoate_1491-omicsintegrator2-params-K44Y7SY	4
butanoate_1491-omicsintegrator2-params-RIX5P6Y	3
butanoate_1491-omicsintegrator2-params-KSSGLIJ	4
butanoate_1491-omicsintegrator2-params-VOU2GLP	4
butanoate_1491-omicsintegrator2-params-3XS3BUE	1
butanoate_1491-omicsintegrator2-params-GWFZFC3	4
butanoate_1491-omicsintegrator2-params-BBDIWEE	4
butanoate_1491-omicsintegrator2-params-WSTZQ5T	1
butanoate_1491-omicsintegrator2-params-FCBNYQN	4
butanoate_1491-omicsintegrator2-params-ZK2ZPTQ	4
butanoate_1491-omicsintegrator2-params-E7S3CYK	3
butanoate_1491-omicsintegrator2-params-JDGM2QR	4
butanoate_1491-omicsintegrator2-params-2VM5MQL	4
butanoate_1491-omicsintegrator2-params-O2NMIFG	0
butanoate_1491-omicsintegrator2-params-GIILIYF	4
butanoate_1491-omicsintegrator2-params-DGG4UVF	4
butanoate_1491-omicsintegrator2-params-CIOIRMT	0
