algorithm	labels
pyrimidine_1615-omicsintegrator2-params-NIXQON6	5
pyrimidine_1615-omicsintegrator2-params-I5EKII6	5
pyrimidine_1615-omicsintegrator2-params-ON3OUHY	5
pyrimidine_1615-omicsintegrator2-params-RCXKAY7	5
pyrimidine_1615-omicsintegrator2-params-KMHTT5N	5
pyrimidine_1615-omicsintegrator2-params-JHH34ZE	5
pyrimidine_1615-omicsintegrator2-params-Z2C4Y5G	5
pyrimidine_1615-omicsintegrator2-params-R2T74G3	5
pyrimidine_1615-omicsintegrator2-params-O3SYN4K	5
pyrimidine_1615-omicsintegrator2-params-K2CK6DC	6
pyrimidine_1615-omicsintegrator2-params-ISZN2DE	4
pyrimidine_1615-omicsintegrator2-params-J5QF4A3	9
pyrimidine_1615-omicsintegrator2-params-ROZICUS	6
pyrimidine_1615-omicsintegrator2-params-B6FPMEP	4
pyrimidine_1615-omicsintegrator2-params-G6QWKUF	5
pyrimidine_1615-omicsintegrator2-params-RNOITRI	5
pyrimidine_1615-omicsintegrator2-params-24QHVS5	5
pyrimidine_1615-omicsintegrator2-params-H5EGTCE	5
pyrimidine_1615-omicsintegrator2-params-SX6MWZF	3
pyrimidine_1615-omicsintegrator2-params-YYQQGSW	4
pyrimidine_1615-omicsintegrator2-params-VKYXWNI	1
pyrimidine_1615-omicsintegrator2-params-JMDFQGQ	3
pyrimidine_1615-omicsintegrator2-params-2WECIOD	4
pyrimidine_1615-omicsintegrator2-params-XLW3AU2	10
pyrimidine_1615-omicsintegrator2-params-TK757XH	3
pyrimidine_1615-omicsintegrator2-params-G3MKBIH	4
pyrimidine_1615-omicsintegrator2-params-62LFP5D	1
pyrimidine_1615-omicsintegrator2-params-QGDDCNR	3
pyrimidine_1615-omicsintegrator2-params-BERGTKM	4
pyrimidine_1615-omicsintegrator2-params-QUD5DGU	2
pyrimidine_1615-omicsintegrator2-params-VUTDEKI	3
pyrimidine_1615-omicsintegrator2-params-G5PCTWW	4
pyrimidine_1615-omicsintegrator2-params-BLZ4Z5H	7
pyrimidine_1615-omicsintegrator2-params-QA7UVT2	3
pyrimidine_1615-omicsintegrator2-params-EUXS342	4
pyrimidine_1615-omicsintegrator2-params-2ETE5TC	2
pyrimidine_1615-omicsintegrator2-params-XQYZBRY	3
pyrimidine_1615-omicsintegrator2-params-K44Y7SY	4
pyrimidine_1615-omicsintegrator2-params-RIX5P6Y	2
pyrimidine_1615-omicsintegrator2-params-KSSGLIJ	3
pyrimidine_1615-omicsintegrator2-params-VOU2GLP	4
pyrimidine_1615-omicsintegrator2-params-3XS3BUE	0
pyrimidine_1615-omicsintegrator2-params-GWFZFC3	3
pyrimidine_1615-omicsintegrator2-params-BBDIWEE	4
pyrimidine_1615-omicsintegrator2-params-WSTZQ5T	8
pyrimidine_1615-omicsintegrator2-params-FCBNYQN	3
pyrimidine_1615-omicsintegrator2-params-ZK2ZPTQ	4
pyrimidine_1615-omicsintegrator2-params-E7S3CYK	2
pyrimidine_1615-omicsintegrator2-params-JDGM2QR	3
pyrimidine_1615-omicsintegrator2-params-2VM5MQL	4
pyrimidine_1615-omicsintegrator2-params-O2NMIFG	0
pyrimidine_1615-omicsintegrator2-params-GIILIYF	3
pyrimidine_1615-omicsintegrator2-params-DGG4UVF	4
pyrimidine_1615-omicsintegrator2-params-CIOIRMT	0
