algorithm	labels
glycosylph_2059-omicsintegrator2-params-NIXQON6	4
glycosylph_2059-omicsintegrator2-params-I5EKII6	4
glycosylph_2059-omicsintegrator2-params-ON3OUHY	4
glycosylph_2059-omicsintegrator2-params-RCXKAY7	4
glycosylph_2059-omicsintegrator2-params-KMHTT5N	4
glycosylph_2059-omicsintegrator2-params-JHH34ZE	4
glycosylph_2059-omicsintegrator2-params-Z2C4Y5G	4
glycosylph_2059-omicsintegrator2-params-R2T74G3	4
glycosylph_2059-omicsintegrator2-params-O3SYN4K	4
glycosylph_2059-omicsintegrator2-params-K2CK6DC	5
glycosylph_2059-omicsintegrator2-params-ISZN2DE	1
glycosylph_2059-omicsintegrator2-params-J5QF4A3	3
glycosylph_2059-omicsintegrator2-params-ROZICUS	4
glycosylph_2059-omicsintegrator2-params-B6FPMEP	4
glycosylph_2059-omicsintegrator2-params-G6QWKUF	4
glycosylph_2059-omicsintegrator2-params-RNOITRI	4
glycosylph_2059-omicsintegrator2-params-24QHVS5	4
glycosylph_2059-omicsintegrator2-params-H5EGTCE	4
glycosylph_2059-omicsintegrator2-params-SX6MWZF	6
glycosylph_2059-omicsintegrator2-params-YYQQGSW	6
glycosylph_2059-omicsintegrator2-params-VKYXWNI	2
glycosylph_2059-omicsintegrator2-params-JMDFQGQ	6
glycosylph_2059-omicsintegrator2-params-2WECIOD	6
glycosylph_2059-omicsintegrator2-params-XLW3AU2	4
glycosylph_2059-omicsintegrator2-params-TK757XH	4
glycosylph_2059-omicsintegrator2-params-G3MKBIH	4
glycosylph_2059-omicsintegrator2-params-62LFP5D	4
glycosylph_2059-omicsintegrator2-params-QGDDCNR	6
glycosylph_2059-omicsintegrator2-params-BERGTKM	6
glycosylph_2059-omicsintegrator2-params-QUD5DGU	7
glycosylph_2059-omicsintegrator2-params-VUTDEKI	6
glycosylph_2059-omicsintegrator2-params-G5PCTWW	6
glycosylph_2059-omicsintegrator2-params-BLZ4Z5H	9
glycosylph_2059-omicsintegrator2-params-QA7UVT2	6
glycosylph_2059-omicsintegrator2-params-EUXS342	6
glycosylph_2059-omicsintegrator2-params-2ETE5TC	4
glycosylph_2059-omicsintegrator2-params-XQYZBRY	6
glycosylph_2059-omicsintegrator2-params-K44Y7SY	6
glycosylph_2059-omicsintegrator2-params-RIX5P6Y	7
glycosylph_2059-omicsintegrator2-params-KSSGLIJ	6
glycosylph_2059-omicsintegrator2-params-VOU2GLP	6
glycosylph_2059-omicsintegrator2-params-3XS3BUE	8
glycosylph_2059-omicsintegrator2-params-GWFZFC3	6
glycosylph_2059-omicsintegrator2-params-BBDIWEE	6
glycosylph_2059-omicsintegrator2-params-WSTZQ5T	8
glycosylph_2059-omicsintegrator2-params-FCBNYQN	6
glycosylph_2059-omicsintegrator2-params-ZK2ZPTQ	6
glycosylph_2059-omicsintegrator2-params-E7S3CYK	7
glycosylph_2059-omicsintegrator2-params-JDGM2QR	6
glycosylph_2059-omicsintegrator2-params-2VM5MQL	6
glycosylph_2059-omicsintegrator2-params-O2NMIFG	8
glycosylph_2059-omicsintegrator2-params-GIILIYF	6
glycosylph_2059-omicsintegrator2-params-DGG4UVF	6
glycosylph_2059-omicsintegrator2-params-CIOIRMT	8
