NODEID	prize
UD14_HUMAN	1.0
ADHX_HUMAN	1.0
GSTK1_HUMAN	1.0
chebi:80604	1.0
chebi:17303	1.0
UDB17_HUMAN	1.0
chebi:1831	1.0
CP2CJ_HUMAN	1.0
chebi:39867	1.0
GSTO2_HUMAN	1.0
AOFB_HUMAN	1.0
AOC2_HUMAN	1.0
UD11_HUMAN	1.0
UDB28_HUMAN	1.0
UDB10_HUMAN	1.0
chebi:16134	1.0
AOFA_HUMAN	1.0
UDB15_HUMAN	1.0
chebi:80559	1.0
chebi:80637	1.0
chebi:3388	1.0
CP2C8_HUMAN	1.0
AOC3_HUMAN	1.0
chebi:17200	1.0
chebi:80603	1.0
chebi:2560	1.0
