NODEID	prize
chebi:16680	1.0
chebi:52603	1.0
PLPP3_HUMAN	1.0
ACES_HUMAN	1.0
JMJD7-PLA2G4B	1.0
CHPT1_HUMAN	1.0
chebi:16749	1.0
PLD1_HUMAN	1.0
PG12B_HUMAN	1.0
chebi:35366	1.0
GPAT3_HUMAN	1.0
chebi:16038	1.0
ADPRM_HUMAN	1.0
chebi:17984	1.0
chebi:16929	1.0
chebi:28914	1.0
chebi:15366	1.0
PA24E_HUMAN	1.0
PTSS1_HUMAN	1.0
chebi:17268	1.0
PG12A_HUMAN	1.0
chebi:16436	1.0
