NODEID	prize
IDH3B_HUMAN	1.0
chebi:16856	1.0
IDHC_HUMAN	1.0
chebi:80650	1.0
chebi:15729	1.0
chebi:17792	1.0
GSTA1_HUMAN	1.0
IDHP_HUMAN	1.0
chebi:17148	1.0
chebi:17999	1.0
chebi:16526	1.0
chebi:18127	1.0
chebi:15422	1.0
chebi:64860	1.0
GSTM4_HUMAN	1.0
chebi:30887	1.0
chebi:80649	1.0
RIR1_HUMAN	1.0
chebi:17690	1.0
