NODEID	prize
HPRT_HUMAN	1.0
chebi:2129	1.0
UDB17_HUMAN	1.0
TYPH_HUMAN	1.0
UD110_HUMAN	1.0
UD2B7_HUMAN	1.0
chebi:46345	1.0
CDD_HUMAN	1.0
chebi:17111	1.0
EST5A_HUMAN	1.0
UD11_HUMAN	1.0
UDB28_HUMAN	1.0
KITH_HUMAN	1.0
UD2A1_HUMAN	1.0
chebi:80763	1.0
chebi:31348	1.0
chebi:15346	1.0
UMPS_HUMAN	1.0
chebi:2422	1.0
chebi:8988	1.0
