NODEID	prize
AOFB_HUMAN	1.0
chebi:16240	1.0
chebi:80579	1.0
chebi:80567	1.0
GSTA2_HUMAN	1.0
MGST1_HUMAN	1.0
chebi:80586	1.0
GSTT1_HUMAN	1.0
chebi:80585	1.0
chebi:17659	1.0
chebi:5864	1.0
UD2A2_HUMAN	1.0
chebi:17200	1.0
AOFA_HUMAN	1.0
chebi:1864	1.0
ADHX_HUMAN	1.0
chebi:80605	1.0
chebi:2560	1.0
GSTM2_HUMAN	1.0
CP2J2_HUMAN	1.0
chebi:39867	1.0
CP2C9_HUMAN	1.0
UD14_HUMAN	1.0
UD2B4_HUMAN	1.0
chebi:80646	1.0
chebi:80607	1.0
UDB15_HUMAN	1.0
MGST2_HUMAN	1.0
CP343_HUMAN	1.0
chebi:16714	1.0
