NODEID	prize
chebi:33993	1.0
chebi:34228	1.0
UD16_HUMAN	1.0
chebi:34324	1.0
chebi:34479	1.0
ADHX_HUMAN	1.0
chebi:16602	1.0
GSTA5_HUMAN	1.0
chebi:34564	1.0
chebi:47266	1.0
ADH6_HUMAN	1.0
chebi:29865	1.0
UD2B7_HUMAN	1.0
GSTA1_HUMAN	1.0
GSTO2_HUMAN	1.0
chebi:34958	1.0
chebi:34032	1.0
GST2_HUMAN	1.0
CP343_HUMAN	1.0
chebi:33998	1.0
UD17_HUMAN	1.0
GSTM4_HUMAN	1.0
UDB11_HUMAN	1.0
UDB15_HUMAN	1.0
GSTM2_HUMAN	1.0
chebi:34563	1.0
chebi:34254	1.0
