NODEID	prize
chebi:28846	1.0
chebi:1670	1.0
NDK5_HUMAN	1.0
PRI2_HUMAN	1.0
DPOE3_HUMAN	1.0
DPOD2_HUMAN	1.0
chebi:27468	1.0
chebi:16497	1.0
chebi:17025	1.0
chebi:16284	1.0
TRXR3_HUMAN	1.0
ENTP5_HUMAN	1.0
chebi:16695	1.0
KTHY_HUMAN	1.0
chebi:16509	1.0
TRXR2_HUMAN	1.0
chebi:15842	1.0
PNPH_HUMAN	1.0
ENTP3_HUMAN	1.0
DPYD_HUMAN	1.0
RIR1_HUMAN	1.0
chebi:17821	1.0
UPP2_HUMAN	1.0
TUT4_HUMAN	1.0
chebi:28862	1.0
