NODEID	prize
GPAT3_HUMAN	1.0
EPT1_HUMAN	1.0
chebi:16436	1.0
PLB1_HUMAN	1.0
PGPS1_HUMAN	1.0
PA2G5_HUMAN	1.0
PHOP1_HUMAN	1.0
PLPP3_HUMAN	1.0
PISD_HUMAN	1.0
chebi:17115	1.0
chebi:17815	1.0
chebi:16728	1.0
GPDM_HUMAN	1.0
LCAT_HUMAN	1.0
chebi:16749	1.0
chebi:17984	1.0
chebi:15889	1.0
chebi:37393	1.0
chebi:16975	1.0
chebi:35915	1.0
chebi:17553	1.0
chebi:29017	1.0
