algorithm	labels
galactose_4880-omicsintegrator2-params-NIXQON6	2
galactose_4880-omicsintegrator2-params-I5EKII6	2
galactose_4880-omicsintegrator2-params-ON3OUHY	2
galactose_4880-omicsintegrator2-params-RCXKAY7	2
galactose_4880-omicsintegrator2-params-KMHTT5N	2
galactose_4880-omicsintegrator2-params-JHH34ZE	2
galactose_4880-omicsintegrator2-params-Z2C4Y5G	2
galactose_4880-omicsintegrator2-params-R2T74G3	2
galactose_4880-omicsintegrator2-params-O3SYN4K	2
galactose_4880-omicsintegrator2-params-K2CK6DC	0
galactose_4880-omicsintegrator2-params-ISZN2DE	0
galactose_4880-omicsintegrator2-params-J5QF4A3	2
galactose_4880-omicsintegrator2-params-ROZICUS	2
galactose_4880-omicsintegrator2-params-B6FPMEP	2
galactose_4880-omicsintegrator2-params-G6QWKUF	2
galactose_4880-omicsintegrator2-params-RNOITRI	2
galactose_4880-omicsintegrator2-params-24QHVS5	2
galactose_4880-omicsintegrator2-params-H5EGTCE	2
galactose_4880-omicsintegrator2-params-SX6MWZF	0
galactose_4880-omicsintegrator2-params-YYQQGSW	0
galactose_4880-omicsintegrator2-params-VKYXWNI	2
galactose_4880-omicsintegrator2-params-JMDFQGQ	0
galactose_4880-omicsintegrator2-params-2WECIOD	0
galactose_4880-omicsintegrator2-params-XLW3AU2	2
galactose_4880-omicsintegrator2-params-TK757XH	2
galactose_4880-omicsintegrator2-params-G3MKBIH	2
galactose_4880-omicsintegrator2-params-62LFP5D	2
galactose_4880-omicsintegrator2-params-QGDDCNR	0
galactose_4880-omicsintegrator2-params-BERGTKM	0
galactose_4880-omicsintegrator2-params-QUD5DGU	2
galactose_4880-omicsintegrator2-params-VUTDEKI	0
galactose_4880-omicsintegrator2-params-G5PCTWW	0
galactose_4880-omicsintegrator2-params-BLZ4Z5H	2
galactose_4880-omicsintegrator2-params-QA7UVT2	0
galactose_4880-omicsintegrator2-params-EUXS342	0
galactose_4880-omicsintegrator2-params-2ETE5TC	2
galactose_4880-omicsintegrator2-params-XQYZBRY	0
galactose_4880-omicsintegrator2-params-K44Y7SY	0
galactose_4880-omicsintegrator2-params-RIX5P6Y	2
galactose_4880-omicsintegrator2-params-KSSGLIJ	0
galactose_4880-omicsintegrator2-params-VOU2GLP	0
galactose_4880-omicsintegrator2-params-3XS3BUE	3
galactose_4880-omicsintegrator2-params-GWFZFC3	0
galactose_4880-omicsintegrator2-params-BBDIWEE	0
galactose_4880-omicsintegrator2-params-WSTZQ5T	2
galactose_4880-omicsintegrator2-params-FCBNYQN	0
galactose_4880-omicsintegrator2-params-ZK2ZPTQ	0
galactose_4880-omicsintegrator2-params-E7S3CYK	2
galactose_4880-omicsintegrator2-params-JDGM2QR	0
galactose_4880-omicsintegrator2-params-2VM5MQL	0
galactose_4880-omicsintegrator2-params-O2NMIFG	1
galactose_4880-omicsintegrator2-params-GIILIYF	0
galactose_4880-omicsintegrator2-params-DGG4UVF	0
galactose_4880-omicsintegrator2-params-CIOIRMT	1
