Node1	Node2	Directionality
THIK_HUMAN	ACOT2_HUMAN	U
THIK_HUMAN	ACOT4_HUMAN	U
THIK_HUMAN	ACSL4_HUMAN	U
THIK_HUMAN	BAAT_HUMAN	U
THIK_HUMAN	ELOV6_HUMAN	U
THIK_HUMAN	ECHA_HUMAN	U
THIK_HUMAN	PPT1_HUMAN	U
THIK_HUMAN	chebi:15346	U
THIK_HUMAN	chebi:15351	U
THIK_HUMAN	chebi:65131	U
THIK_HUMAN	chebi:65132	U
THIK_HUMAN	chebi:76450	U
THIK_HUMAN	chebi:80483	U
ACOT2_HUMAN	THIK_HUMAN	U
ACOT2_HUMAN	ELOV6_HUMAN	U
ACOT2_HUMAN	chebi:15346	U
ACOT2_HUMAN	chebi:15525	U
ACOT2_HUMAN	chebi:15756	U
ACOT4_HUMAN	THIK_HUMAN	U
ACOT4_HUMAN	ACOT2_HUMAN	U
ACOT4_HUMAN	ACSL4_HUMAN	U
ACOT4_HUMAN	BAAT_HUMAN	U
ACOT4_HUMAN	ELOV6_HUMAN	U
ACOT4_HUMAN	PPT1_HUMAN	U
ACOT4_HUMAN	chebi:15346	U
ACOT4_HUMAN	chebi:15843	U
ACOT4_HUMAN	chebi:16196	U
ACOT4_HUMAN	chebi:17351	U
ACOT4_HUMAN	chebi:27432	U
ACOT4_HUMAN	chebi:28125	U
ACOT4_HUMAN	chebi:28364	U
ACOT4_HUMAN	chebi:28661	U
ACOT4_HUMAN	chebi:53486	U
ACOX3_HUMAN	ECHA_HUMAN	U
ACOX3_HUMAN	chebi:16238	U
ACOX3_HUMAN	chebi:63540	U
ACOX3_HUMAN	chebi:63546	U
ACOX3_HUMAN	chebi:80480	U
ACOX3_HUMAN	chebi:80481	U
ACSL4_HUMAN	THIK_HUMAN	U
ACSL4_HUMAN	ELOV6_HUMAN	U
ACSL4_HUMAN	chebi:15346	U
ACSL4_HUMAN	chebi:15525	U
ACSL4_HUMAN	chebi:15756	U
BAAT_HUMAN	THIK_HUMAN	U
BAAT_HUMAN	ACOT2_HUMAN	U
BAAT_HUMAN	ACSL4_HUMAN	U
BAAT_HUMAN	ELOV6_HUMAN	U
BAAT_HUMAN	PPT1_HUMAN	U
BAAT_HUMAN	chebi:15346	U
BAAT_HUMAN	chebi:15525	U
BAAT_HUMAN	chebi:15756	U
BAAT_HUMAN	chebi:28822	U
BAAT_HUMAN	chebi:28842	U
CHEBI:51985	ACOT4_HUMAN	U
CHEBI:51985	FADS2_HUMAN	U
CHEBI:51985	chebi:15339	U
CHEBI:51985	chebi:15346	U
CHEBI:51985	chebi:17499	U
CHEBI:51985	chebi:27432	U
CHEBI:51985	chebi:63545	U
ELOV2_HUMAN	ELOV6_HUMAN	U
ELOV2_HUMAN	DHB12_HUMAN	U
ELOV2_HUMAN	chebi:15525	U
ELOV2_HUMAN	chebi:17330	U
ELOV2_HUMAN	chebi:18359	U
ELOV2_HUMAN	chebi:5697	U
