Node1	Node2	Frequency	Direction
LICH_HUMAN	chebi:16113	0.6481481481481481	U
chebi:16113	chebi:17984	0.6296296296296297	U
chebi:17813	chebi:30751	0.6666666666666666	U
ERG24_HUMAN	chebi:80094	0.6296296296296297	U
chebi:15346	chebi:30751	0.4444444444444444	U
chebi:15346	chebi:16113	0.4444444444444444	U
ERG24_HUMAN	chebi:17813	0.6296296296296297	U
EBP_HUMAN	chebi:29107	0.6296296296296297	U
chebi:29107	chebi:80094	0.6296296296296297	U
chebi:16113	chebi:17759	0.1111111111111111	U
EBP_HUMAN	chebi:17168	0.1111111111111111	U
chebi:17168	chebi:17759	0.1111111111111111	U
