node1,node2
ACSM3,AK8
ACSM3,AMPD1
ACSM3,AMPD2
ACSM3,AMPD3
ACSM3,ELOVL5
ACSM3,ELOVL7
ACSM3,FADS2
ACSM3,NT5C1A
ACSM3,NT5C1B
ACSM3,NT5C2
ACSM3,NT5C3A
ACSM3,NT5E
ACSM3,PPA2
ACSM3,SOAT1
ACSM4,AK1
ACSM4,AK2
ACSM4,AK3
ACSM4,AK4
ACSM4,AK5
ACSM4,AK7
ACSM4,AK8
ACSM4,AMPD1
ACSM4,AMPD2
ACSM4,AMPD3
ACSM4,ELOVL5
ACSM4,ELOVL7
ACSM4,FADS2
ACSM4,GLYATL1
ACSM4,GLYATL2
ACSM4,GLYATL3
ACSM4,GLYAT
ACSM4,NT5C1A
ACSM4,NT5C1B
ACSM4,NT5C2
ACSM4,NT5C3A
ACSM4,NT5E
ACSM4,PPA2
ACSM4,SOAT1
ACSM5,AACS
ACSM5,AANAT
ACSM5,AASDHPPT
ACSM5,ACAA1
ACSM5,ACAA2
ACSM5,ACACA
ACSM5,ACADM
ACSM5,ACADSB
ACSM5,ACADS
ACSM5,ACAT1
ACSM5,ACOT12
ACSM5,ACOT2
ACSM5,ACOX3
ACSM5,ACSL4
ACSM5,ACSS2
ACSM5,ACY1
ACSM5,ADK
ACSM5,ADPGK
ACSM5,AK1
ACSM5,AK2
ACSM5,AK3
ACSM5,AK4
ACSM5,AK5
ACSM5,AK7
ACSM5,AK8
ACSM5,AKR1B10
ACSM5,ALAS1
ACSM5,ALAS2
ACSM5,ALDH3A1
ACSM5,ALDH3A2
ACSM5,ALDH6A1
ACSM5,AMPD1
ACSM5,AMPD2
ACSM5,AMPD3
ACSM5,ASAH1
ACSM5,ASNS
ACSM5,ASS1
ACSM5,AWAT2
ACSM5,BAAT
ACSM5,CARNS1
ACSM5,CERS1
ACSM5,CES5A
ACSM5,CHAT
ACSM5,COASY
ACSM5,CPT1A
ACSM5,CPT1B
ACSM5,CPT1C
ACSM5,CPT2
ACSM5,DCK
ACSM5,DLAT
ACSM5,DLD
ACSM5,DLST
ACSM5,ELOVL5
ACSM5,ELOVL6
ACSM5,ELOVL7
ACSM5,FADS2
ACSM5,FBP1
ACSM5,GCAT
ACSM5,GLYATL1
ACSM5,GLYATL2
ACSM5,GLYATL3
ACSM5,GLYAT
ACSM5,GMPS
ACSM5,GNPNAT1
ACSM5,GPAT3
ACSM5,HGSNAT
ACSM5,HIBCH
ACSM5,HLCS
ACSM5,JMJD7-PLA2G4B
ACSM5,LIPT1
ACSM5,LPCAT2
ACSM5,LPCAT4
ACSM5,NADSYN1
ACSM5,NAGS
ACSM5,NAT1
ACSM5,NAT2
ACSM5,NME1-NME2
ACSM5,NME1
ACSM5,NME2
ACSM5,NME3
ACSM5,NME4
ACSM5,NME5
ACSM5,NME6
ACSM5,NME7
ACSM5,NT5C1A
ACSM5,NT5C1B
ACSM5,NT5C2
ACSM5,NT5C3A
ACSM5,NT5C
ACSM5,NT5E
ACSM5,OGDHL
ACSM5,OGDH
ACSM5,PAFAH2
ACSM5,PAPSS2
ACSM5,PDHB
ACSM5,PIGL
ACSM5,PIGW
ACSM5,PKLR
ACSM5,PKM
ACSM5,PLA2G10
ACSM5,PLA2G12A
ACSM5,PLA2G12B
ACSM5,PLA2G1B
ACSM5,PLA2G2A
ACSM5,PLA2G2C
ACSM5,PLA2G2D
ACSM5,PLA2G2E
ACSM5,PLA2G2F
ACSM5,PLA2G3
ACSM5,PLA2G4A
ACSM5,PLA2G4B
ACSM5,PLA2G4E
ACSM5,PLA2G5
ACSM5,PLA2G6
ACSM5,PLB1
ACSM5,PON1
ACSM5,PPA2
ACSM5,PPCS
ACSM5,PPT1
ACSM5,SAT2
ACSM5,SCP2
ACSM5,SEPHS1
ACSM5,SLC27A5
ACSM5,SOAT1
ACSM5,SPTLC1
ACSM5,SUCLA2
ACSM5,SUCLG1
ACSM5,SUCLG2
ACSM6,ACADS
ACSM6,AK1
ACSM6,AK2
ACSM6,AK3
ACSM6,AK4
ACSM6,AK5
ACSM6,AK7
ACSM6,AK8
ACSM6,AMPD1
ACSM6,AMPD2
ACSM6,AMPD3
ACSM6,ELOVL5
ACSM6,ELOVL7
ACSM6,FADS2
ACSM6,NT5C1A
ACSM6,NT5C1B
ACSM6,NT5C2
ACSM6,NT5C3A
ACSM6,NT5E
ACSM6,PPA2
ACSM6,SOAT1
ACSS1,AANAT
ACSS1,ABAT
ACSS1,ACAA1
ACSS1,ACAA2
ACSS1,ACACA
ACSS1,ACACB
ACSS1,ACAD10
ACSS1,ACAD11
ACSS1,ACAD8
ACSS1,ACAD9
ACSS1,ACADL
ACSS1,ACADM
ACSS1,ACADSB
ACSS1,ACADS
ACSS1,ACADVL
ACSS1,ACAT1
ACSS1,ACAT2
ACSS1,ACO1
ACSS1,ACO2
ACSS1,ACOT12
ACSS1,ACOX1
ACSS1,ACOX3
ACSS1,ACSL1
ACSS1,ACSL3
ACSS1,ACSL4
ACSS1,ACSL5
ACSS1,ACSS2
ACSS1,ACSS3
ACSS1,ADH1A
ACSS1,ADH1B
ACSS1,ADH1C
ACSS1,ADH4
ACSS1,ADH5
ACSS1,ADH6
ACSS1,ADH7
ACSS1,ADSL
ACSS1,AK1
ACSS1,AK2
ACSS1,AK3
ACSS1,AK4
ACSS1,AK5
ACSS1,AK7
ACSS1,AK8
ACSS1,ALDH18A1
ACSS1,ALDH1L1
ACSS1,ALDH4A1
ACSS1,ALDH5A1
ACSS1,AMPD1
ACSS1,AMPD2
ACSS1,AMPD3
ACSS1,AOX1
ACSS1,APRT
ACSS1,ASNS
ACSS1,BCAT2
ACSS1,CHAT
ACSS1,CLYBL
ACSS1,CMPK1
ACSS1,CPS1
ACSS1,CRAT
ACSS1,CS
ACSS1,DARS1
ACSS1,DLAT
ACSS1,ENPP1
ACSS1,EPRS1
ACSS1,ESD
ACSS1,FPGS
ACSS1,GCAT
ACSS1,GFPT1
ACSS1,GFPT2
ACSS1,GLUD2
ACSS1,GNPNAT1
ACSS1,GOT2
ACSS1,GPI
ACSS1,HADHA
ACSS1,HADHB
ACSS1,HADH
ACSS1,HGSNAT
ACSS1,HMGCS1
ACSS1,HMGCS2
ACSS1,HSD17B10
ACSS1,HSD17B4
ACSS1,KIAA0319
ACSS1,LPCAT1
ACSS1,LPCAT2
ACSS1,LRAT
ACSS1,MPI
ACSS1,MTHFD1
ACSS1,MYO5B
ACSS1,NAA20
ACSS1,NAA25
ACSS1,NAGS
ACSS1,NARS1
ACSS1,NAT1
ACSS1,NAT2
ACSS1,NAT8L
ACSS1,NAT8
ACSS1,NME1
ACSS1,NME2
ACSS1,NME3
ACSS1,NME6
ACSS1,NT5C1A
ACSS1,NT5C1B
ACSS1,NT5C2
ACSS1,NT5C3A
ACSS1,NT5E
ACSS1,OAT
ACSS1,PANK1
ACSS1,PANK2
ACSS1,PANK3
ACSS1,PANK4
ACSS1,PCCA
ACSS1,PCCB
ACSS1,PFKFB1
ACSS1,PFKFB2
ACSS1,PFKFB3
ACSS1,PFKFB4
ACSS1,PFKL
ACSS1,PFKM
ACSS1,PFKP
ACSS1,PPA2
ACSS1,PRPS1L1
ACSS1,SAT1
ACSS1,SAT2
ACSS1,SCP2
ACSS1,SEPHS2
ACSS1,SLC25A12
ACSS1,SLC25A13
ACSS1,SLC25A18
ACSS1,SLC25A19
ACSS1,SLC25A22
ACSS1,SLC26A4
ACSS1,SLC33A1
ACSS1,SLC7A9
ACSS1,TALDO1
ACSS1,TAT
ACSS1,TKTL2
ACSS1,TKT
ACSS1,TUBA8
ACSS2,AACS
ACSS2,AANAT
ACSS2,AASDHPPT
ACSS2,ABAT
ACSS2,ACAA1
ACSS2,ACAA2
ACSS2,ACACA
ACSS2,ACACB
ACSS2,ACAD8
ACSS2,ACAD9
ACSS2,ACADL
ACSS2,ACADM
ACSS2,ACADVL
ACSS2,ACAT1
ACSS2,ACAT2
ACSS2,ACO1
ACSS2,ACO2
ACSS2,ACOT12
ACSS2,ACOT2
ACSS2,ACOX1
ACSS2,ACOX3
ACSS2,ACSL1
ACSS2,ACSL3
ACSS2,ACSL4
ACSS2,ACSM5
ACSS2,ACSS1
ACSS2,ACY1
ACSS2,ADCY2
ACSS2,ADK
ACSS2,ADPGK
ACSS2,ADSL
ACSS2,AK1
ACSS2,AK2
ACSS2,AK3
ACSS2,AK4
ACSS2,AK5
ACSS2,AK7
ACSS2,AK8
ACSS2,AKR1B10
ACSS2,ALAS1
ACSS2,ALAS2
ACSS2,ALDH18A1
ACSS2,ALDH1A3
ACSS2,ALDH1L1
ACSS2,ALDH3A1
ACSS2,ALDH3A2
ACSS2,ALDH3B1
ACSS2,ALDH3B2
ACSS2,ALDH4A1
ACSS2,ALDH5A1
ACSS2,ALDH6A1
ACSS2,AMPD1
ACSS2,AMPD2
ACSS2,AMPD3
ACSS2,ANKH
ACSS2,AOX1
ACSS2,APRT
ACSS2,ASAH1
ACSS2,ASNS
ACSS2,ASPA
ACSS2,ASS1
ACSS2,AWAT2
ACSS2,BAAT
ACSS2,BCAT2
ACSS2,CARNS1
ACSS2,CERS1
ACSS2,CES5A
ACSS2,CHAT
ACSS2,CLYBL
ACSS2,CMPK1
ACSS2,COASY
ACSS2,CPT1A
ACSS2,CPT1B
ACSS2,CPT1C
ACSS2,CPT2
ACSS2,CRAT
ACSS2,CREBBP
ACSS2,CS
ACSS2,DARS1
ACSS2,DCK
ACSS2,DERA
ACSS2,DLAT
ACSS2,DLD
ACSS2,DLST
ACSS2,ELOVL6
ACSS2,ENPP1
ACSS2,EPRS1
ACSS2,ESD
ACSS2,FASN
ACSS2,FBP1
ACSS2,FPGS
ACSS2,GCAT
ACSS2,GCK
ACSS2,GCLC
ACSS2,GCLM
ACSS2,GFPT1
ACSS2,GFPT2
ACSS2,GLUD2
ACSS2,GMPS
ACSS2,GNAS
ACSS2,GNPNAT1
ACSS2,GOT2
ACSS2,GPAT3
ACSS2,GPD2
ACSS2,GPI
ACSS2,HADHA
ACSS2,HADHB
ACSS2,HADH
ACSS2,HGSNAT
ACSS2,HIBCH
ACSS2,HLCS
ACSS2,HMGCS1
ACSS2,HMGCS2
ACSS2,HSD17B10
ACSS2,HSD17B4
ACSS2,JMJD7-PLA2G4B
ACSS2,KIAA0319
ACSS2,LEFTY1
ACSS2,LHPP
ACSS2,LIPT1
ACSS2,LPCAT1
ACSS2,LPCAT2
ACSS2,LPCAT4
ACSS2,LRAT
ACSS2,MARS1
ACSS2,MAT2A
ACSS2,MAT2B
ACSS2,MID1IP1
ACSS2,MPI
ACSS2,MTHFD1
ACSS2,NAA20
ACSS2,NAA25
ACSS2,NAA30
ACSS2,NAA35
ACSS2,NAA38
ACSS2,NADK
ACSS2,NADSYN1
ACSS2,NAGS
ACSS2,NARS1
ACSS2,NAT1
ACSS2,NAT2
ACSS2,NAT8
ACSS2,NME1-NME2
ACSS2,NME1
ACSS2,NME2
ACSS2,NME3
ACSS2,NME4
ACSS2,NME5
ACSS2,NME6
ACSS2,NME7
ACSS2,NT5C1A
ACSS2,NT5C1B
ACSS2,NT5C2
ACSS2,NT5C3A
ACSS2,NT5C
ACSS2,NT5E
ACSS2,OAT
ACSS2,OGDHL
ACSS2,OGDH
ACSS2,OXSM
ACSS2,PAFAH2
ACSS2,PAPSS2
ACSS2,PDHB
ACSS2,PFKFB1
ACSS2,PFKFB2
ACSS2,PFKFB3
ACSS2,PFKFB4
ACSS2,PFKL
ACSS2,PFKM
ACSS2,PFKP
ACSS2,PIGL
ACSS2,PIGW
ACSS2,PKLR
ACSS2,PKM
ACSS2,PLA2G10
ACSS2,PLA2G12A
ACSS2,PLA2G12B
ACSS2,PLA2G1B
ACSS2,PLA2G2A
ACSS2,PLA2G2C
ACSS2,PLA2G2D
ACSS2,PLA2G2E
ACSS2,PLA2G2F
ACSS2,PLA2G3
ACSS2,PLA2G4A
ACSS2,PLA2G4B
ACSS2,PLA2G4E
ACSS2,PLA2G5
ACSS2,PLA2G6
ACSS2,PLB1
ACSS2,PON1
ACSS2,PPA1
ACSS2,PPCS
ACSS2,PPT1
ACSS2,PRPS1L1
ACSS2,PRPS1
ACSS2,PRPS2
ACSS2,PYCR1
ACSS2,PYCR2
ACSS2,PYCR3
ACSS2,SAT1
ACSS2,SAT2
ACSS2,SCP2
ACSS2,SEPHS1
ACSS2,SEPHS2
ACSS2,SLC25A12
ACSS2,SLC25A13
ACSS2,SLC25A18
ACSS2,SLC25A19
ACSS2,SLC25A22
ACSS2,SLC26A4
ACSS2,SLC27A2
ACSS2,SLC27A5
ACSS2,SLC33A1
ACSS2,SLC7A9
ACSS2,SOAT1
ACSS2,SPTLC1
ACSS2,SUCLA2
ACSS2,SUCLG1
ACSS2,SUCLG2
ACSS2,TALDO1
ACSS2,TAT
ACSS2,THRSP
ACSS2,TKTL2
ACSS2,TKT
ACSS2,TUBA8
ACSS3,AANAT
ACSS3,ACAA1
ACSS3,ACAA2
ACSS3,ACACA
ACSS3,ACACB
ACSS3,ACAD8
ACSS3,ACAD9
ACSS3,ACADL
ACSS3,ACADM
ACSS3,ACADSB
ACSS3,ACADS
ACSS3,ACADVL
ACSS3,ACAT1
ACSS3,ACAT2
ACSS3,ACOX1
ACSS3,ACOX3
ACSS3,ACSS1
ACSS3,ACSS2
ACSS3,AK1
ACSS3,AK2
ACSS3,AK3
ACSS3,AK4
ACSS3,AK5
ACSS3,AK7
ACSS3,AK8
ACSS3,ALDH1L1
ACSS3,ALDH5A1
ACSS3,AMPD1
ACSS3,AMPD2
ACSS3,AMPD3
ACSS3,AOX1
ACSS3,CHAT
ACSS3,CLYBL
ACSS3,CMPK1
ACSS3,CRAT
ACSS3,CS
ACSS3,DLAT
ACSS3,ENPP1
ACSS3,ESD
ACSS3,GCAT
ACSS3,GFPT1
ACSS3,GFPT2
ACSS3,GNPNAT1
ACSS3,GPI
ACSS3,HADHA
ACSS3,HADHB
ACSS3,HADH
ACSS3,HGSNAT
ACSS3,HMGCS1
ACSS3,HMGCS2
ACSS3,HSD17B10
ACSS3,HSD17B4
ACSS3,KIAA0319
ACSS3,LPCAT1
ACSS3,LPCAT2
ACSS3,LRAT
ACSS3,MPI
ACSS3,MTHFD1
ACSS3,NAA20
ACSS3,NAA25
ACSS3,NAGS
ACSS3,NAT1
ACSS3,NAT2
ACSS3,NAT8L
ACSS3,NAT8
ACSS3,NME1
ACSS3,NME2
ACSS3,NME3
ACSS3,NME6
ACSS3,NT5C1A
ACSS3,NT5C1B
ACSS3,NT5C2
ACSS3,NT5C3A
ACSS3,NT5E
ACSS3,PCCA
ACSS3,PCCB
ACSS3,PFKFB1
ACSS3,PFKFB2
ACSS3,PFKFB3
ACSS3,PFKFB4
ACSS3,PFKL
ACSS3,PFKM
ACSS3,PFKP
ACSS3,PPA2
ACSS3,PRPS1L1
ACSS3,SAT1
ACSS3,SAT2
ACSS3,SLC25A19
ACSS3,SLC26A4
ACSS3,SLC33A1
ACSS3,SLC7A9
ACSS3,TALDO1
ACSS3,TKTL2
ACSS3,TKT
ACSS3,TUBA8
ACTN2,AHCYL2
ACTN2,AKAP1
ACTN2,ATP1A1
ACTN2,ATP1A2
ACTN2,ATP1A3
ACTN2,ATP1A4
ACTN2,ATP1B1
ACTN2,ATP1B2
ACTN2,ATP1B3
ACTN2,ATP2A1
ACTN2,ATP2A2
ACTN2,ATP2A3
ACTN2,ATP2C1
ACTN2,ATP2C2
ACTN2,CACNA1C
ACTN2,CACNA1D
ACTN2,CACNA2D2
ACTN2,CACNB2
ACTN2,CACNB3
ACTN2,CALM1
ACTN2,CAMK2A
ACTN2,CAMK2B
ACTN2,CAMK2D
ACTN2,CAMK2G
ACTN2,FXYD1
ACTN2,FXYD2
ACTN2,FXYD3
ACTN2,FXYD4
ACTN2,FXYD6
ACTN2,FXYD7
ACTN2,GNAI1
ACTN2,GNAI2
ACTN2,PLN
ACTN2,SLC17A3
ACTN2,SLC24A1
ACTN2,SLC24A2
ACTN2,SLC24A3
ACTN2,SLC24A4
ACTN2,SLC24A5
ACTN2,SLC4A4
ACTN2,SLC4A5
ACTN2,SLC4A7
ACTN2,SLC4A9
ACTN2,SLC8A1
ACTN2,SLC8A2
ACTN2,SLC8A3
ACTN2,SLC8B1
ACTN2,SLC9A6
ACTN2,SLC9A7
ACTN2,SLC9A8
ACTN2,SLC9A9
ACTN2,SLN
ACTN2,SRI
ACTN2,STX1A
ACTN2,VAMP2
ACTN2,VDAC1
ACTN2,VDAC2
ACTN2,VDAC3
ACY1,AACS
ACY1,AASS
ACY1,ABAT
ACY1,ACSM5
ACY1,ACSS2
ACY1,ACY3
ACY1,AGXT
ACY1,ALDH18A1
ACY1,ALDH3A1
ACY1,ALDH3A2
ACY1,ALDH4A1
ACY1,ARG1
ACY1,BCAT2
ACY1,CARS1
ACY1,CDO1
ACY1,CTH
ACY1,EARS2
ACY1,FPGS
ACY1,FTCD
ACY1,GAD1
ACY1,GAD2
ACY1,GATM
ACY1,GCLC
ACY1,GCLM
ACY1,GFPT1
ACY1,GGT5
ACY1,GLS
ACY1,GLUD2
ACY1,GLUL
ACY1,GMPS
ACY1,GNPDA2
ACY1,GOT2
ACY1,IL4I1
ACY1,KYAT1
ACY1,MAT1A
ACY1,MAT2A
ACY1,MAT2B
ACY1,MOCOS
ACY1,NADSYN1
ACY1,NAGS
ACY1,NFS1
ACY1,OAT
ACY1,ODC1
ACY1,OTC
ACY1,PAFAH2
ACY1,PFAS
ACY1,PIGL
ACY1,PON1
ACY1,PPCS
ACY1,PSAT1
ACY1,SAT2
ACY1,SLC25A11
ACY1,SLC25A15
ACY1,SLC25A2
ACY1,SLC43A1
ACY1,SLC43A2
ACY1,SLC7A5
ACY1,SLC7A6
ACY1,SLC7A9
ACY1,TAT
ACY3,AACS
ACY3,ABCA1
ACY3,ACSS2
ACY3,ACY1
ACY3,ADSS1
ACY3,ADSS2
ACY3,ASNS
ACY3,ASPDH
ACY3,ASS1
ACY3,CAD
ACY3,DARS1
ACY3,DARS2
ACY3,GAD1
ACY3,GOT1L1
ACY3,GOT1
ACY3,PAICS
ACY3,SLC1A5
ACY3,SLC25A12
ACY3,SLC25A13
ACY3,SLC38A3
ACY3,SLC38A5
ACY3,SLC7A5
ACY3,SLC7A6
ACY3,SLC7A9
ACYP1,ACSS1
ACYP1,ACSS2
ACYP1,ASPA
ACYP1,BPGM
ACYP1,PGAM1
ACYP1,PHGDH
ACYP2,ACSM5
ACYP2,ACSS2
ACYP2,ACY1
ACYP2,ALDH3A1
ACYP2,ALDH3A2
ACYP2,BPGM
ACYP2,PAFAH2
ACYP2,PGAM1
ACYP2,PHGDH
ACYP2,PIGL
ACYP2,PON1
ACYP2,SAT2
ADA,ADK
ADA,AGXT
ADA,AKR1A1
ADA,AKR1B1
ADA,AMPD1
ADA,AMT
ADA,AOC2
ADA,AOC3
ADA,AQP8
ADA,ASNS
ADA,ASPG
ADA,ASRGL1
ADA,BCAT2
ADA,CPS1
ADA,CTPS1
ADA,DAO
ADA,DCK
ADA,DCTD
ADA,DLD
ADA,DPH6
ADA,FASN
ADA,FTCD
ADA,GLDC
ADA,GLS
ADA,GLUD2
ADA,GLUL
ADA,GMPR2
ADA,GMPR
ADA,GMPS
ADA,GNPDA1
ADA,GNPDA2
ADA,HAL
ADA,HIBCH
ADA,HMBS
ADA,IL4I1
ADAL,ADSS1
ADAL,ADSS2
ADAL,GMPR2
ADAL,GMPR
ADA,LGSN
ADAL,IMPDH1
ADAL,IMPDH2
ADAL,NT5C2
ADA,MAOA
ADA,MAOB
ADA,NADSYN1
ADA,NOS3
ADA,NT5C2
ADA,NT5C
ADA,PNPO
ADA,PNP
ADA,RHAG
ADA,RHBG
ADA,RPIA
ADA,SHMT1
ADA,SLC12A1
ADA,SLC12A4
ADA,SLC12A6
ADA,SLC12A7
ADA,SLC24A2
ADA,SLC28A2
ADA,SLC28A3
ADA,SLC29A1
ADA,SLC29A2
ADA,SLC29A3
ADA,SLC9A1
ADA,SLC9A2
ADA,SLC9A3
ADA,SOD2
ADAT1,CPS1
ADAT1,GLUL
ADAT1,GMPR2
ADAT1,GMPR
ADAT1,GNPDA1
ADAT1,GNPDA2
ADAT2,DUT
ADAT2,TK1
ADAT2,UPP1
ADAT2,UPP2
ADA,TAT
ADA,UPB1
ADCY10,ABCC4
ADCY10,ANKH
ADCY10,LHPP
ADCY10,PDE10A
ADCY10,PDE11A
ADCY10,PDE1A
ADCY10,PDE1B
ADCY10,PDE1C
ADCY10,PDE2A
ADCY10,PDE3A
ADCY10,PDE3B
ADCY10,PDE4A
ADCY10,PDE4B
ADCY10,PDE4C
ADCY10,PDE4D
ADCY10,PDE7A
ADCY10,PDE7B
ADCY10,PDE8A
ADCY10,PDE8B
ADCY10,PPA1
ADCY1,ABCC4
ADCY1,ANKH
ADCY1,LHPP
ADCY1,PDE10A
ADCY1,PDE11A
ADCY1,PDE1A
ADCY1,PDE1B
ADCY1,PDE1C
ADCY1,PDE2A
ADCY1,PDE3A
ADCY1,PDE3B
ADCY1,PDE4A
ADCY1,PDE4B
ADCY1,PDE4C
ADCY1,PDE4D
ADCY1,PDE7A
ADCY1,PDE7B
ADCY1,PDE8A
ADCY1,PDE8B
ADCY1,PPA1
ADCY2,ACSS2
ADCY2,ANKH
ADCY2,LHPP
ADCY2,NMNAT2
ADCY2,PDE10A
ADCY2,PDE11A
ADCY2,PDE1A
ADCY2,PDE1B
ADCY2,PDE1C
ADCY2,PDE2A
ADCY2,PDE3A
ADCY2,PDE3B
ADCY2,PDE4A
ADCY2,PDE4B
ADCY2,PDE4C
ADCY2,PDE4D
ADCY2,PDE7A
ADCY2,PDE7B
ADCY2,PDE8A
ADCY2,PDE8B
ADCY2,PPA1
ADCY2,QPRT
ADCY2,RAPGEF3
ADCY3,ABCC4
ADCY3,ANKH
ADCY3,LHPP
ADCY3,PDE10A
ADCY3,PDE11A
ADCY3,PDE1A
ADCY3,PDE1B
ADCY3,PDE1C
ADCY3,PDE2A
ADCY3,PDE3A
ADCY3,PDE3B
ADCY3,PDE4A
ADCY3,PDE4B
ADCY3,PDE4C
ADCY3,PDE4D
ADCY3,PDE5A
ADCY3,PDE6A
ADCY3,PDE6B
ADCY3,PDE6C
ADCY3,PDE6D
ADCY3,PDE6G
ADCY3,PDE6H
ADCY3,PDE7A
ADCY3,PDE7B
ADCY3,PDE8A
ADCY3,PDE8B
ADCY3,PDE9A
ADCY3,PPA1
ADCY4,ABCC4
ADCY4,ANKH
ADCY4,LHPP
ADCY4,PDE10A
ADCY4,PDE11A
ADCY4,PDE1A
ADCY4,PDE1B
ADCY4,PDE1C
ADCY4,PDE2A
ADCY4,PDE3A
ADCY4,PDE3B
ADCY4,PDE4A
ADCY4,PDE4B
ADCY4,PDE4C
ADCY4,PDE4D
ADCY4,PDE7A
ADCY4,PDE7B
ADCY4,PDE8A
ADCY4,PDE8B
ADCY4,PPA1
ADCY5,ABCC4
ADCY5,ANKH
ADCY5,LHPP
ADCY5,PDE10A
ADCY5,PDE11A
ADCY5,PDE1A
ADCY5,PDE1B
ADCY5,PDE1C
ADCY5,PDE2A
ADCY5,PDE3A
ADCY5,PDE3B
ADCY5,PDE4A
ADCY5,PDE4B
ADCY5,PDE4C
ADCY5,PDE4D
ADCY5,PDE7A
ADCY5,PDE7B
ADCY5,PDE8A
ADCY5,PDE8B
ADCY5,PPA1
ADCY6,ABCC4
ADCY6,ANKH
ADCY6,LHPP
ADCY6,PDE10A
ADCY6,PDE11A
ADCY6,PDE1A
ADCY6,PDE1B
ADCY6,PDE1C
ADCY6,PDE2A
ADCY6,PDE3A
ADCY6,PDE3B
ADCY6,PDE4A
ADCY6,PDE4B
ADCY6,PDE4C
ADCY6,PDE4D
ADCY6,PDE7A
ADCY6,PDE7B
ADCY6,PDE8A
ADCY6,PDE8B
ADCY6,PPA1
ADCY7,ABCC4
ADCY7,ANKH
ADCY7,LHPP
ADCY7,PDE10A
ADCY7,PDE11A
ADCY7,PDE1A
ADCY7,PDE1B
ADCY7,PDE1C
ADCY7,PDE2A
ADCY7,PDE3A
ADCY7,PDE3B
ADCY7,PDE4A
ADCY7,PDE4B
ADCY7,PDE4C
ADCY7,PDE4D
ADCY7,PDE7A
ADCY7,PDE7B
ADCY7,PDE8A
ADCY7,PDE8B
ADCY7,PPA1
ADCY8,ANKH
ADCY8,LHPP
ADCY8,PDE10A
ADCY8,PDE11A
ADCY8,PDE1A
ADCY8,PDE1B
ADCY8,PDE1C
ADCY8,PDE2A
ADCY8,PDE3A
ADCY8,PDE3B
ADCY8,PDE4A
ADCY8,PDE4B
ADCY8,PDE4C
ADCY8,PDE4D
ADCY8,PDE7A
ADCY8,PDE7B
ADCY8,PDE8A
ADCY8,PDE8B
ADCY8,PPA1
ADCY9,ABCC4
ADCY9,ANKH
ADCY9,LHPP
ADCY9,PDE10A
ADCY9,PDE11A
ADCY9,PDE1A
ADCY9,PDE1B
ADCY9,PDE1C
ADCY9,PDE2A
ADCY9,PDE3A
ADCY9,PDE3B
ADCY9,PDE4A
ADCY9,PDE4B
ADCY9,PDE4C
ADCY9,PDE4D
ADCY9,PDE7A
ADCY9,PDE7B
ADCY9,PDE8A
ADCY9,PDE8B
ADCY9,PPA1
ADCYAP1,AGT
ADCYAP1,AKR1C2
ADCYAP1,AKR1C3
ADCYAP1,AKR1C4
ADCYAP1,AKR1D1
ADCYAP1,CGA
ADCYAP1,CGB3
ADCYAP1,CGB5
ADCYAP1,CGB8
ADCYAP1,CXCL8
ADCYAP1,FSHB
ADCYAP1,INHBA
ADCYAP1,LHB
ADCYAP1R1,AGT
ADCYAP1R1,AKR1C2
ADCYAP1R1,AKR1C3
ADCYAP1R1,AKR1C4
ADCYAP1R1,AKR1D1
ADCYAP1R1,CGA
ADCYAP1R1,CXCL8
ADCYAP1R1,FSHB
ADCYAP1R1,INHBA
ADCYAP1R1,LHB
ADCYAP1R1,SRD5A1
ADCYAP1R1,TGFB1
ADCYAP1,SRD5A1
ADCYAP1,TGFB1
ADH1A,ACAA2
ADH1A,ACACB
ADH1A,ACADL
ADH1A,ACADM
ADH1A,ACADSB
ADH1A,ACADS
ADH1A,ACADVL
ADH1A,ACAT1
ADH1A,ACOT2
ADH1A,ACOT7
ADH1A,ACOX1
ADH1A,ACSL1
ADH1A,ACSL3
ADH1A,ACSL4
ADH1A,ACSL5
ADH1A,ACSM1
ADH1A,ACSS1
ADH1A,ADH1B
ADH1A,ADH1C
ADH1A,ADH4
ADH1A,ADH5
ADH1A,ADH6
ADH1A,ADH7
ADH1A,ADHFE1
ADH1A,AGXT
ADH1A,AKR1A1
ADH1A,AKR1B1
ADH1A,AKR7A2
ADH1A,ALDH1A1
ADH1A,ALDH1A2
ADH1A,ALDH1A3
ADH1A,ALDH3A1
ADH1A,ALDH3A2
ADH1A,ALDH3B1
ADH1A,ALDH3B2
ADH1A,ALDH6A1
ADH1A,ALDH7A1
ADH1A,ALDH9A1
ADH1A,AOX1
ADH1A,APRT
ADH1A,AWAT2
ADH1A,BCKDHA
ADH1A,BCKDHB
ADH1A,COMT
ADH1A,CPT2
ADH1A,CRAT
ADH1A,CS
ADH1A,CYP2E1
ADH1A,DBT
ADH1A,DERA
ADH1A,DHRS3
ADH1A,DLD
ADH1A,DLST
ADH1A,ECHS1
ADH1A,ENPP1
ADH1A,ENTPD1
ADH1A,ENTPD2
ADH1A,ENTPD3
ADH1A,ENTPD8
ADH1A,ESD
ADH1A,GCAT
ADH1A,GGT1
ADH1A,GLO1
ADH1A,GLYAT
ADH1A,GMPS
ADH1A,GPX2
ADH1A,GPX4
ADH1A,HADHB
ADH1A,HADH
ADH1A,HAGH
ADH1A,HMGCS2
ADH1A,HPRT1
ADH1A,HSD17B1
