node1,node2
SLC38A3,GALK1
SLC38A3,GFPT1
SLC38A3,GFPT2
SLC38A3,GGT1
SLC38A3,GMPS
SLC38A3,GPT2
SLC38A3,GPT
SLC38A3,HAL
SLC38A3,HDC
SLC38A3,NADSYN1
SLC38A3,NME1-NME2
SLC38A3,NME1
SLC38A3,NME2
SLC38A3,NME3
SLC38A3,NME4
SLC38A3,NME5
SLC38A3,NME6
SLC38A3,NME7
SLC38A3,PKLR
SLC38A3,PKM
SLC38A3,PLPBP
SLC38A3,PPAT
SLC38A3,RRM1
SLC38A3,RRM2B
SLC38A3,RRM2
SLC38A3,SLC10A2
SLC38A3,SLC12A1
SLC38A3,SLC12A3
SLC38A3,SLC13A1
SLC38A3,SLC13A2
SLC38A3,SLC13A3
SLC38A3,SLC13A4
SLC38A3,SLC13A5
SLC38A3,SLC17A1
SLC38A3,SLC17A2
SLC38A3,SLC17A3
SLC38A3,SLC17A4
SLC38A3,SLC1A1
SLC38A3,SLC1A2
SLC38A3,SLC1A4
SLC38A3,SLC1A5
SLC38A3,SLC1A6
SLC38A3,SLC1A7
SLC38A3,SLC20A1
SLC38A3,SLC22A5
SLC38A3,SLC23A1
SLC38A3,SLC24A2
SLC38A3,SLC24A3
SLC38A3,SLC24A5
SLC38A3,SLC25A20
SLC38A3,SLC27A2
SLC38A3,SLC27A3
SLC38A3,SLC27A4
SLC38A3,SLC27A5
SLC38A3,SLC28A2
SLC38A3,SLC28A3
SLC38A3,SLC34A2
SLC38A3,SLC34A3
SLC38A3,SLC36A1
SLC38A3,SLC38A1
SLC38A3,SLC38A2
SLC38A3,SLC38A4
SLC38A3,SLC38A5
SLC38A3,SLC3A1
SLC38A3,SLC3A2
SLC38A3,SLC4A10
SLC38A3,SLC4A4
SLC38A3,SLC4A5
SLC38A3,SLC4A7
SLC38A3,SLC4A8
SLC38A3,SLC4A9
SLC38A3,SLC5A10
SLC38A3,SLC5A11
SLC38A3,SLC5A12
SLC38A3,SLC5A1
SLC38A3,SLC5A2
SLC38A3,SLC5A3
SLC38A3,SLC5A5
SLC38A3,SLC5A7
SLC38A3,SLC5A9
SLC38A3,SLC6A11
SLC38A3,SLC6A12
SLC38A3,SLC6A13
SLC38A3,SLC6A14
SLC38A3,SLC6A1
SLC38A3,SLC6A20
SLC38A3,SLC6A2
SLC38A3,SLC6A3
SLC38A3,SLC6A4
SLC38A3,SLC6A5
SLC38A3,SLC6A6
SLC38A3,SLC6A7
SLC38A3,SLC6A8
SLC38A3,SLC7A10
SLC38A3,SLC7A1
SLC38A3,SLC7A2
SLC38A3,SLC7A3
SLC38A3,SLC7A5
SLC38A3,SLC7A6
SLC38A3,SLC7A7
SLC38A3,SLC7A8
SLC38A3,SLC7A9
SLC38A3,SLC8A2
SLC38A3,SLC8A3
SLC38A3,SLC9A1
SLC38A3,SLC9A2
SLC38A3,SLC9A3
SLC38A3,SLC9A4
SLC38A3,SLC9A6
SLC38A3,SLC9A7
SLC38A3,SLC9A8
SLC38A3,SLC9A9
SLC38A4,ABCA1
SLC38A4,ACE2
SLC38A4,ACY3
SLC38A4,ALDH1A3
SLC38A4,ALDH3A1
SLC38A4,ALDH3B1
SLC38A4,ALDH3B2
SLC38A4,ARG1
SLC38A4,ASL
SLC38A4,ASNS
SLC38A4,ATP1A1
SLC38A4,ATP1A2
SLC38A4,ATP1A3
SLC38A4,ATP1A4
SLC38A4,ATP1B1
SLC38A4,ATP1B2
SLC38A4,ATP1B3
SLC38A4,ATP1B4
SLC38A4,BAAT
SLC38A4,BCAT1
SLC38A4,CAD
SLC38A4,CNDP1
SLC38A4,CNDP2
SLC38A4,CTPS2
SLC38A4,DPEP1
SLC38A4,ENPP1
SLC38A4,FAM227B
SLC38A4,FXYD2
SLC38A4,GALK1
SLC38A4,GATM
SLC38A4,GFPT1
SLC38A4,GFPT2
SLC38A4,GGT1
SLC38A4,GMPS
SLC38A4,GNMT
SLC38A4,GOT1
SLC38A4,GPT2
SLC38A4,GPT
SLC38A4,GSS
SLC38A4,HAL
SLC38A4,HCN4
SLC38A4,HDC
SLC38A4,LAP3
SLC38A4,NADSYN1
SLC38A4,NME1-NME2
SLC38A4,NME1
SLC38A4,NME2
SLC38A4,NME3
SLC38A4,NME4
SLC38A4,NME5
SLC38A4,NME6
SLC38A4,NME7
SLC38A4,NOS3
SLC38A4,NUDT12
SLC38A4,OGDHL
SLC38A4,OGDH
SLC38A4,PAH
SLC38A4,PEPD
SLC38A4,PKLR
SLC38A4,PKM
SLC38A4,PLD2
SLC38A4,PLPBP
SLC38A4,PPAT
SLC38A4,PRODH2
SLC38A4,PTDSS1
SLC38A4,PTDSS2
SLC38A4,SDS
SLC38A4,SHMT1
SLC38A4,SLC12A1
SLC38A4,SLC13A1
SLC38A4,SLC13A2
SLC38A4,SLC13A3
SLC38A4,SLC13A4
SLC38A4,SLC13A5
SLC38A4,SLC16A10
SLC38A4,SLC17A1
SLC38A4,SLC17A2
SLC38A4,SLC17A3
SLC38A4,SLC17A4
SLC38A4,SLC1A4
SLC38A4,SLC1A5
SLC38A4,SLC20A1
SLC38A4,SLC23A1
SLC38A4,SLC24A2
SLC38A4,SLC24A3
SLC38A4,SLC25A15
SLC38A4,SLC25A2
SLC38A4,SLC27A2
SLC38A4,SLC27A3
SLC38A4,SLC27A4
SLC38A4,SLC27A5
SLC38A4,SLC28A2
SLC38A4,SLC28A3
SLC38A4,SLC29A1
SLC38A4,SLC32A1
SLC38A4,SLC34A2
SLC38A4,SLC34A3
SLC38A4,SLC36A1
SLC38A4,SLC38A3
SLC38A4,SLC38A5
SLC38A4,SLC3A1
SLC38A4,SLC3A2
SLC38A4,SLC43A1
SLC38A4,SLC43A2
SLC38A4,SLC4A10
SLC38A4,SLC4A4
SLC38A4,SLC4A7
SLC38A4,SLC4A8
SLC38A4,SLC5A10
SLC38A4,SLC5A11
SLC38A4,SLC5A12
SLC38A4,SLC5A1
SLC38A4,SLC5A2
SLC38A4,SLC5A3
SLC38A4,SLC5A5
SLC38A4,SLC5A7
SLC38A4,SLC5A9
SLC38A4,SLC6A11
SLC38A4,SLC6A12
SLC38A4,SLC6A13
SLC38A4,SLC6A1
SLC38A4,SLC6A2
SLC38A4,SLC6A3
SLC38A4,SLC6A4
SLC38A4,SLC6A5
SLC38A4,SLC6A6
SLC38A4,SLC6A7
SLC38A4,SLC6A8
SLC38A4,SLC7A10
SLC38A4,SLC7A5
SLC38A4,SLC7A6
SLC38A4,SLC7A7
SLC38A4,SLC7A8
SLC38A4,SLC7A9
SLC38A4,SLC8A2
SLC38A4,SLC9A1
SLC38A4,SLC9A2
SLC38A4,SLC9A3
SLC38A4,SLC9A4
SLC38A4,SLC9A7
SLC38A4,SLC9A8
SLC38A4,SPTLC1
SLC38A4,SPTLC2
SLC38A4,SUOX
SLC38A4,TPP1
SLC38A5,AARS1
SLC38A5,AARS2
SLC38A5,ABCA1
SLC38A5,ACY3
SLC38A5,AGXT2
SLC38A5,AGXT
SLC38A5,AHCYL2
SLC38A5,AKAP1
SLC38A5,ALAS1
SLC38A5,ALAS2
SLC38A5,ALDH1A3
SLC38A5,ALDH3A1
SLC38A5,ALDH3B1
SLC38A5,ALDH3B2
SLC38A5,ASNS
SLC38A5,ASPG
SLC38A5,ASRGL1
SLC38A5,ATG9B
SLC38A5,ATP1A1
SLC38A5,ATP1A2
SLC38A5,ATP1A3
SLC38A5,ATP1A4
SLC38A5,ATP1B1
SLC38A5,ATP1B2
SLC38A5,ATP1B3
SLC38A5,ATP1B4
SLC38A5,BAAT
SLC38A5,CAD
SLC38A5,CARNS1
SLC38A5,CBS
SLC38A5,CDO1
SLC38A5,CLTRN
SLC38A5,CNDP1
SLC38A5,CNDP2
SLC38A5,CTPS1
SLC38A5,CTPS2
SLC38A5,DPEP1
SLC38A5,ENPP1
SLC38A5,FAM227B
SLC38A5,FXYD1
SLC38A5,FXYD2
SLC38A5,FXYD3
SLC38A5,FXYD4
SLC38A5,FXYD6
SLC38A5,FXYD7
SLC38A5,GALK1
SLC38A5,GARS1
SLC38A5,GART
SLC38A5,GATM
SLC38A5,GCAT
SLC38A5,GCLC
SLC38A5,GCLM
SLC38A5,GFPT1
SLC38A5,GFPT2
SLC38A5,GGT1
SLC38A5,GLS2
SLC38A5,GLS
SLC38A5,GLYATL1
SLC38A5,GLYATL2
SLC38A5,GLYAT
SLC38A5,GMPS
SLC38A5,GNMT
SLC38A5,GOT1
SLC38A5,GPT2
SLC38A5,GPT
SLC38A5,GSS
SLC38A5,HAL
SLC38A5,HARS1
SLC38A5,HARS2
SLC38A5,HDC
SLC38A5,KYAT1
SLC38A5,NADSYN1
SLC38A5,NARS1
SLC38A5,NARS2
SLC38A5,NKAIN1
SLC38A5,NKAIN2
SLC38A5,NKAIN3
SLC38A5,NKAIN4
SLC38A5,NME1-NME2
SLC38A5,NME1
SLC38A5,NME2
SLC38A5,NME3
SLC38A5,NME4
SLC38A5,NME5
SLC38A5,NME6
SLC38A5,NME7
SLC38A5,NOS3
SLC38A5,NUDT12
SLC38A5,PEPD
SLC38A5,PFAS
SLC38A5,PKLR
SLC38A5,PKM
SLC38A5,PLD2
SLC38A5,PLPBP
SLC38A5,PPAT
SLC38A5,PPCS
SLC38A5,PTDSS1
SLC38A5,PTDSS2
SLC38A5,QARS1
SLC38A5,RPL36A
SLC38A5,RRM1
SLC38A5,RRM2B
SLC38A5,RRM2
SLC38A5,SARS1
SLC38A5,SARS2
SLC38A5,SDSL
SLC38A5,SDS
SLC38A5,SHMT1
SLC38A5,SHMT2
SLC38A5,SLC10A2
SLC38A5,SLC12A1
SLC38A5,SLC12A3
SLC38A5,SLC13A1
SLC38A5,SLC13A2
SLC38A5,SLC13A3
SLC38A5,SLC13A4
SLC38A5,SLC13A5
SLC38A5,SLC17A1
SLC38A5,SLC17A2
SLC38A5,SLC17A3
SLC38A5,SLC17A4
SLC38A5,SLC1A1
SLC38A5,SLC1A2
SLC38A5,SLC1A4
SLC38A5,SLC1A5
SLC38A5,SLC1A6
SLC38A5,SLC1A7
SLC38A5,SLC20A1
SLC38A5,SLC22A5
SLC38A5,SLC23A1
SLC38A5,SLC24A2
SLC38A5,SLC24A3
SLC38A5,SLC24A4
SLC38A5,SLC24A5
SLC38A5,SLC25A20
SLC38A5,SLC27A2
SLC38A5,SLC27A3
SLC38A5,SLC27A4
SLC38A5,SLC27A5
SLC38A5,SLC28A2
SLC38A5,SLC28A3
SLC38A5,SLC32A1
SLC38A5,SLC34A2
SLC38A5,SLC34A3
SLC38A5,SLC36A1
SLC38A5,SLC38A1
SLC38A5,SLC38A2
SLC38A5,SLC38A3
SLC38A5,SLC38A4
SLC38A5,SLC3A1
SLC38A5,SLC3A2
SLC38A5,SLC43A2
SLC38A5,SLC4A10
SLC38A5,SLC4A4
SLC38A5,SLC4A5
SLC38A5,SLC4A7
SLC38A5,SLC4A8
SLC38A5,SLC4A9
SLC38A5,SLC5A10
SLC38A5,SLC5A11
SLC38A5,SLC5A12
SLC38A5,SLC5A1
SLC38A5,SLC5A2
SLC38A5,SLC5A3
SLC38A5,SLC5A5
SLC38A5,SLC5A7
SLC38A5,SLC5A9
SLC38A5,SLC6A11
SLC38A5,SLC6A12
SLC38A5,SLC6A13
SLC38A5,SLC6A14
SLC38A5,SLC6A1
SLC38A5,SLC6A20
SLC38A5,SLC6A2
SLC38A5,SLC6A3
SLC38A5,SLC6A4
SLC38A5,SLC6A5
SLC38A5,SLC6A6
SLC38A5,SLC6A7
SLC38A5,SLC6A8
SLC38A5,SLC7A10
SLC38A5,SLC7A1
SLC38A5,SLC7A2
SLC38A5,SLC7A3
SLC38A5,SLC7A5
SLC38A5,SLC7A6
SLC38A5,SLC7A7
SLC38A5,SLC7A8
SLC38A5,SLC7A9
SLC38A5,SLC8A1
SLC38A5,SLC8A2
SLC38A5,SLC8A3
SLC38A5,SLC9A1
SLC38A5,SLC9A2
SLC38A5,SLC9A3
SLC38A5,SLC9A4
SLC38A5,SLC9A6
SLC38A5,SLC9A7
SLC38A5,SLC9A8
SLC38A5,SLC9A9
SLC38A5,SPTLC1
SLC38A5,SPTLC2
SLC38A5,SPTLC3
SLC38A5,SPTSSA
SLC38A5,SRR
SLC38A5,TPP1
SLC38A9,AIMP1
SLC38A9,AIMP2
SLC38A9,AKT1
SLC38A9,ARG1
SLC38A9,AZIN2
SLC38A9,CALM1
SLC38A9,DARS1
SLC38A9,EEF1E1
SLC38A9,EPRS1
SLC38A9,HSP90AA1
SLC38A9,IARS1
SLC38A9,KARS1
SLC38A9,LARS1
SLC38A9,MARS1
SLC38A9,NOS1
SLC38A9,NOS2
SLC38A9,NOS3
SLC38A9,QARS1
SLC38A9,RARS1
SLC38A9,SLC3A2
SLC38A9,SLC7A6
SLC38A9,SLC7A7
SLC39A10,SLC30A2
SLC39A10,SLC30A3
SLC39A10,SLC30A5
SLC39A10,SLC30A8
SLC39A14,MTF1
SLC39A14,SLC30A2
SLC39A14,SLC30A3
SLC39A14,SLC30A5
SLC39A14,SLC30A8
SLC39A1,IL1A
SLC39A1,SLC30A2
SLC39A1,SLC30A3
SLC39A1,SLC30A5
SLC39A1,SLC30A8
SLC39A2,GSTA1
SLC39A2,GSTA2
SLC39A2,GSTA4
SLC39A2,GSTM1
SLC39A2,GSTM2
SLC39A2,GSTM3
SLC39A2,GSTP1
SLC39A2,GSTT1
SLC39A2,GSTZ1
SLC39A2,MPO
SLC39A2,SLC30A2
SLC39A2,SLC30A3
SLC39A2,SLC30A5
SLC39A2,SLC30A8
SLC39A3,SLC30A2
SLC39A3,SLC30A3
SLC39A3,SLC30A5
SLC39A3,SLC30A8
SLC39A4,IL1A
SLC39A4,SLC30A2
SLC39A4,SLC30A3
SLC39A4,SLC30A5
SLC39A4,SLC30A8
SLC39A5,SLC30A2
SLC39A5,SLC30A3
SLC39A5,SLC30A5
SLC39A5,SLC30A8
SLC39A6,IL1A
SLC39A6,SLC30A2
SLC39A6,SLC30A3
SLC39A6,SLC30A5
SLC39A6,SLC30A8
SLC39A7,SLC30A2
SLC39A7,SLC30A3
SLC39A7,SLC30A5
SLC39A7,SLC30A8
SLC39A8,CP
SLC39A8,FXN
SLC39A8,IL1A
SLC39A8,MTF1
SLC39A8,NQO1
SLC39A8,SLC30A2
SLC39A8,SLC30A3
SLC39A8,SLC30A5
SLC39A8,SLC30A8
SLC3A1,ABCA1
SLC3A1,ALB
SLC3A1,AMY1A
SLC3A1,AMY1B
SLC3A1,AMY1C
SLC3A1,AMY2A
SLC3A1,AMY2B
SLC3A1,ATG9B
SLC3A1,ATP1A1
SLC3A1,ATP1A2
SLC3A1,ATP1A3
SLC3A1,ATP1A4
SLC3A1,ATP1B1
SLC3A1,ATP1B2
SLC3A1,ATP1B3
SLC3A1,ATP1B4
SLC3A1,CAD
SLC3A1,CPA1
SLC3A1,CPA2
SLC3A1,CPA6
SLC3A1,FASN
SLC3A1,GATM
SLC3A1,GCLC
SLC3A1,GCLM
SLC3A1,KYAT1
SLC3A1,LYZL1
SLC3A1,NOS3
SLC3A1,ODC1
SLC3A1,PLD2
SLC3A1,PTDSS1
SLC3A1,PTDSS2
SLC3A1,SDS
SLC3A1,SHMT1
SLC3A1,SI
SLC3A1,SLC12A1
SLC3A1,SLC13A1
SLC3A1,SLC13A2
SLC3A1,SLC13A3
SLC3A1,SLC13A4
SLC3A1,SLC13A5
SLC3A1,SLC17A1
SLC3A1,SLC17A2
SLC3A1,SLC17A3
SLC3A1,SLC17A4
SLC3A1,SLC1A4
SLC3A1,SLC1A5
SLC3A1,SLC20A1
SLC3A1,SLC22A5
SLC3A1,SLC23A1
SLC3A1,SLC24A2
SLC3A1,SLC24A3
SLC3A1,SLC25A11
SLC3A1,SLC25A15
SLC3A1,SLC25A2
SLC3A1,SLC27A2
SLC3A1,SLC27A3
SLC3A1,SLC27A4
SLC3A1,SLC27A5
SLC3A1,SLC2A10
SLC3A1,SLC2A11
SLC3A1,SLC2A12
SLC3A1,SLC2A14
SLC3A1,SLC2A1
SLC3A1,SLC2A2
SLC3A1,SLC2A3
SLC3A1,SLC2A4
SLC3A1,SLC2A6
SLC3A1,SLC2A7
SLC3A1,SLC2A8
SLC3A1,SLC2A9
SLC3A1,SLC34A2
SLC3A1,SLC34A3
SLC3A1,SLC36A1
SLC3A1,SLC38A1
SLC3A1,SLC38A2
SLC3A1,SLC38A3
SLC3A1,SLC38A4
SLC3A1,SLC38A5
SLC3A1,SLC3A2
SLC3A1,SLC43A1
SLC3A1,SLC43A2
SLC3A1,SLC4A10
SLC3A1,SLC4A7
SLC3A1,SLC4A8
SLC3A1,SLC5A10
SLC3A1,SLC5A11
SLC3A1,SLC5A12
SLC3A1,SLC5A1
SLC3A1,SLC5A2
SLC3A1,SLC5A3
SLC3A1,SLC5A5
SLC3A1,SLC5A7
SLC3A1,SLC5A9
SLC3A1,SLC6A11
SLC3A1,SLC6A12
SLC3A1,SLC6A13
SLC3A1,SLC6A14
SLC3A1,SLC6A1
SLC3A1,SLC6A2
SLC3A1,SLC6A3
SLC3A1,SLC6A4
SLC3A1,SLC6A5
SLC3A1,SLC6A6
SLC3A1,SLC6A7
SLC3A1,SLC6A8
SLC3A1,SLC7A10
SLC3A1,SLC7A1
SLC3A1,SLC7A2
SLC3A1,SLC7A3
SLC3A1,SLC7A5
SLC3A1,SLC7A6
SLC3A1,SLC7A7
SLC3A1,SLC7A8
SLC3A1,SLC8A2
SLC3A1,SLC9A1
SLC3A1,SLC9A2
SLC3A1,SLC9A3
SLC3A1,SLC9A4
SLC3A1,SLC9A7
SLC3A1,SLC9A8
SLC3A1,SPTLC1
SLC3A1,SPTLC2
SLC3A1,TPSAB1
SLC3A1,TPSB2
SLC3A1,TPSD1
SLC3A2,ABCA1
SLC3A2,ACE2
SLC3A2,ACY1
SLC3A2,ACY3
SLC3A2,AHCYL2
SLC3A2,AIMP1
SLC3A2,AIMP2
SLC3A2,AKAP1
SLC3A2,ALDH1A3
SLC3A2,ALDH3A1
SLC3A2,ALDH3B1
SLC3A2,ALDH3B2
SLC3A2,AMY1A
SLC3A2,AMY1B
SLC3A2,AMY1C
SLC3A2,AMY2A
SLC3A2,AMY2B
SLC3A2,ARG1
SLC3A2,ARG2
SLC3A2,ARL6IP5
SLC3A2,ASL
SLC3A2,ASNS
SLC3A2,ATG9B
SLC3A2,ATP1A1
SLC3A2,ATP1A2
SLC3A2,ATP1A3
SLC3A2,ATP1A4
SLC3A2,ATP1B1
SLC3A2,ATP1B2
SLC3A2,ATP1B3
SLC3A2,ATP1B4
SLC3A2,AZIN2
SLC3A2,BAAT
SLC3A2,BCAT1
SLC3A2,BCAT2
SLC3A2,CAD
SLC3A2,CARS1
SLC3A2,CDO1
SLC3A2,CFAP410
SLC3A2,CNDP1
SLC3A2,CNDP2
SLC3A2,CPA1
SLC3A2,CPA2
SLC3A2,CPA6
SLC3A2,CTH
SLC3A2,CTPS1
SLC3A2,CTPS2
SLC3A2,DARS1
SLC3A2,DDC
SLC3A2,DPEP1
SLC3A2,EEF1E1
SLC3A2,ENPP1
SLC3A2,EPRS1
SLC3A2,FAM227B
SLC3A2,FARS2
SLC3A2,FARSA
SLC3A2,FARSB
SLC3A2,FASN
SLC3A2,FXYD1
SLC3A2,FXYD2
SLC3A2,FXYD3
SLC3A2,FXYD4
SLC3A2,FXYD6
SLC3A2,FXYD7
SLC3A2,GALK1
SLC3A2,GATM
SLC3A2,GCLC
SLC3A2,GCLM
SLC3A2,GFPT1
SLC3A2,GFPT2
SLC3A2,GGT1
SLC3A2,GLS2
SLC3A2,GLS
SLC3A2,GMPS
SLC3A2,GNMT
SLC3A2,GOT1
SLC3A2,GPT2
SLC3A2,GPT
SLC3A2,GSS
SLC3A2,HAL
SLC3A2,HCN4
SLC3A2,HDC
SLC3A2,IARS1
SLC3A2,IDO1
SLC3A2,IDO2
SLC3A2,IL4I1
SLC3A2,KARS1
SLC3A2,KYAT1
SLC3A2,LAP3
SLC3A2,LARS1
SLC3A2,LARS2
SLC3A2,LYZL1
SLC3A2,MARK1
SLC3A2,MARS1
SLC3A2,MAT1A
SLC3A2,MAT2A
SLC3A2,MAT2B
SLC3A2,MOCOS
SLC3A2,NADSYN1
SLC3A2,NFS1
SLC3A2,NME1-NME2
SLC3A2,NME1
SLC3A2,NME2
SLC3A2,NME3
SLC3A2,NME4
SLC3A2,NME5
SLC3A2,NME6
SLC3A2,NME7
SLC3A2,NOS1
SLC3A2,NOS2
SLC3A2,NOS3
SLC3A2,NUDT12
SLC3A2,OGDHL
SLC3A2,OGDH
SLC3A2,PAH
SLC3A2,PEPD
SLC3A2,PFAS
SLC3A2,PFKL
SLC3A2,PFKM
SLC3A2,PFKP
SLC3A2,PKLR
SLC3A2,PKM
SLC3A2,PLD2
SLC3A2,PLPBP
SLC3A2,PPAT
SLC3A2,PPCS
SLC3A2,PTDSS1
SLC3A2,PTDSS2
SLC3A2,QARS1
SLC3A2,RARS1
SLC3A2,RARS2
SLC3A2,RPL36A
SLC3A2,SDS
SLC3A2,SHMT1
SLC3A2,SI
SLC3A2,SLC12A1
SLC3A2,SLC13A1
SLC3A2,SLC13A2
SLC3A2,SLC13A3
SLC3A2,SLC13A4
SLC3A2,SLC13A5
SLC3A2,SLC16A10
SLC3A2,SLC17A1
SLC3A2,SLC17A2
SLC3A2,SLC17A3
SLC3A2,SLC17A4
SLC3A2,SLC1A1
SLC3A2,SLC1A2
SLC3A2,SLC1A3
SLC3A2,SLC1A4
SLC3A2,SLC1A5
SLC3A2,SLC1A6
SLC3A2,SLC1A7
SLC3A2,SLC20A1
SLC3A2,SLC22A5
SLC3A2,SLC23A1
SLC3A2,SLC24A2
SLC3A2,SLC24A3
SLC3A2,SLC24A5
SLC3A2,SLC25A15
SLC3A2,SLC25A20
SLC3A2,SLC25A2
SLC3A2,SLC27A2
SLC3A2,SLC27A3
SLC3A2,SLC27A4
SLC3A2,SLC27A5
SLC3A2,SLC28A2
SLC3A2,SLC28A3
SLC3A2,SLC29A1
SLC3A2,SLC2A10
SLC3A2,SLC2A11
SLC3A2,SLC2A12
SLC3A2,SLC2A14
SLC3A2,SLC2A1
SLC3A2,SLC2A2
SLC3A2,SLC2A3
SLC3A2,SLC2A4
SLC3A2,SLC2A6
SLC3A2,SLC2A7
SLC3A2,SLC2A8
SLC3A2,SLC2A9
SLC3A2,SLC32A1
SLC3A2,SLC34A2
SLC3A2,SLC34A3
SLC3A2,SLC36A1
SLC3A2,SLC38A1
SLC3A2,SLC38A2
SLC3A2,SLC38A3
SLC3A2,SLC38A4
SLC3A2,SLC38A5
SLC3A2,SLC3A1
SLC3A2,SLC43A1
SLC3A2,SLC43A2
SLC3A2,SLC4A10
SLC3A2,SLC4A4
SLC3A2,SLC4A5
SLC3A2,SLC4A7
SLC3A2,SLC4A8
SLC3A2,SLC4A9
SLC3A2,SLC5A10
SLC3A2,SLC5A11
SLC3A2,SLC5A12
SLC3A2,SLC5A1
SLC3A2,SLC5A2
SLC3A2,SLC5A3
SLC3A2,SLC5A5
SLC3A2,SLC5A7
SLC3A2,SLC5A9
SLC3A2,SLC6A11
SLC3A2,SLC6A12
SLC3A2,SLC6A13
SLC3A2,SLC6A14
SLC3A2,SLC6A1
SLC3A2,SLC6A2
SLC3A2,SLC6A3
SLC3A2,SLC6A4
SLC3A2,SLC6A5
SLC3A2,SLC6A6
SLC3A2,SLC6A7
SLC3A2,SLC6A8
SLC3A2,SLC7A1
SLC3A2,SLC7A2
SLC3A2,SLC7A3
SLC3A2,SLC7A5
SLC3A2,SLC7A6
SLC3A2,SLC7A7
SLC3A2,SLC7A9
SLC3A2,SLC8A2
SLC3A2,SLC8A3
SLC3A2,SLC9A1
SLC3A2,SLC9A2
SLC3A2,SLC9A3
SLC3A2,SLC9A4
SLC3A2,SLC9A6
SLC3A2,SLC9A7
SLC3A2,SLC9A8
SLC3A2,SLC9A9
SLC3A2,SPTLC1
SLC3A2,SPTLC2
SLC3A2,SUOX
SLC3A2,TAT
SLC3A2,TDO2
SLC3A2,TH
SLC3A2,TPH1
SLC3A2,TPH2
SLC3A2,TPP1
SLC3A2,TPSAB1
SLC3A2,TPSB2
SLC3A2,TPSD1
SLC3A2,TYR
SLC3A2,WARS1
SLC3A2,WARS2
SLC3A2,YARS1
SLC3A2,YARS2
SLC40A1,CP
SLC40A1,CYBRD1
SLC40A1,FTH1
SLC40A1,FTMT
SLC40A1,HEPH
SLC40A1,HPS3
SLC40A1,SLC11A2
SLC41A1,MMGT1
SLC41A1,MRS2
SLC41A2,MMGT1
SLC41A2,MRS2
SLC43A1,ABCA1
SLC43A1,ACE2
SLC43A1,ACY1
SLC43A1,BCAT1
SLC43A1,CNDP2
SLC43A1,CPA1
SLC43A1,CPA2
SLC43A1,CPA6
SLC43A1,DPEP1
SLC43A1,LAP3
SLC43A1,MAT1A
SLC43A1,MAT2A
SLC43A1,MAT2B
SLC43A1,SLC22A5
SLC43A1,SLC38A1
SLC43A1,SLC38A2
SLC43A1,SLC38A4
SLC43A1,SLC3A1
SLC43A1,SLC3A2
SLC43A1,SLC6A14
SLC43A1,SLC7A1
SLC43A1,SLC7A2
SLC43A1,SLC7A3
SLC43A1,SLC7A5
SLC43A1,SLC7A6
SLC43A1,SLC7A7
SLC43A1,SLC7A8
SLC43A1,SLC7A9
SLC43A1,TPSAB1
SLC43A1,TPSB2
SLC43A1,TPSD1
SLC43A2,ABCA1
SLC43A2,ACE2
SLC43A2,ACY1
SLC43A2,ATG9B
SLC43A2,BCAT1
SLC43A2,CDO1
SLC43A2,CNDP2
SLC43A2,CPA1
SLC43A2,CPA2
SLC43A2,CPA6
SLC43A2,DPEP1
SLC43A2,GCLC
SLC43A2,GCLM
SLC43A2,GOT1
SLC43A2,LAP3
SLC43A2,MAT1A
SLC43A2,MAT2A
SLC43A2,MAT2B
SLC43A2,NOS3
SLC43A2,OGDHL
SLC43A2,OGDH
SLC43A2,PAH
SLC43A2,PPCS
SLC43A2,RPL36A
SLC43A2,SLC1A4
SLC43A2,SLC1A5
SLC43A2,SLC22A5
SLC43A2,SLC38A1
SLC43A2,SLC38A2
SLC43A2,SLC38A4
SLC43A2,SLC38A5
SLC43A2,SLC3A1
SLC43A2,SLC3A2
SLC43A2,SLC6A14
SLC43A2,SLC7A10
SLC43A2,SLC7A1
SLC43A2,SLC7A2
SLC43A2,SLC7A3
SLC43A2,SLC7A5
SLC43A2,SLC7A6
SLC43A2,SLC7A7
SLC43A2,SLC7A8
SLC43A2,SLC7A9
SLC43A2,TPSAB1
SLC43A2,TPSB2
SLC43A2,TPSD1
SLC44A1,ATP1A1
SLC44A1,ATP1A2
SLC44A1,ATP1A3
SLC44A1,ATP1A4
SLC44A1,ATP1B1
SLC44A1,ATP1B2
SLC44A1,ATP1B3
SLC44A1,CHAT
SLC44A1,CHDH
SLC44A1,CHKA
SLC44A1,CHKB
SLC44A1,CLCN6
SLC44A1,FXYD2
SLC44A1,NKAIN1
SLC44A1,NKAIN2
SLC44A1,NKAIN3
SLC44A1,NKAIN4
SLC44A1,SLC24A2
SLC44A1,SLC24A3
SLC44A1,SLC24A4
SLC44A1,SLC24A5
SLC44A1,SLC4A10
SLC44A1,SLC4A8
SLC44A1,SLC8A1
SLC44A1,SLC8A2
SLC44A2,CHAT
SLC44A2,CHDH
SLC44A2,CHKA
SLC44A2,CHKB
SLC44A2,SLC44A1
SLC44A3,CHAT
SLC44A3,CHKA
SLC44A3,CHKB
SLC44A3,SLC44A1
SLC44A4,CHAT
SLC44A4,CHKA
SLC44A4,CHKB
SLC44A4,SLC44A1
SLC44A5,CHAT
SLC44A5,CHKA
SLC44A5,CHKB
SLC44A5,SLC44A1
SLC45A2,TYR
SLC45A3,ADPGK
