Node1	Node2	Directionality
AOXA_HUMAN	NNMT_HUMAN	U
AOXA_HUMAN	chebi:16240	U
AOXA_HUMAN	chebi:16797	U
AOXA_HUMAN	chebi:27410	U
AOXA_HUMAN	chebi:27838	U
CD38_HUMAN	CHEBI:15377	U
CD38_HUMAN	CHEBI:15846	U
CD38_HUMAN	ENPP1_HUMAN	U
CD38_HUMAN	NADK_HUMAN	U
CD38_HUMAN	NAMPT_HUMAN	U
CD38_HUMAN	NMNA3_HUMAN	U
CD38_HUMAN	NNMT_HUMAN	U
CD38_HUMAN	NNTM_HUMAN	U
CD38_HUMAN	NUD12_HUMAN	U
CD38_HUMAN	PNPH_HUMAN	U
CD38_HUMAN	chebi:16960	U
CD38_HUMAN	chebi:17154	U
CD38_HUMAN	chebi:37463	U
CHEBI:15377	CD38_HUMAN	U
CHEBI:15377	CHEBI:15846	U
CHEBI:15377	CHEBI:18009	U
CHEBI:15377	ENPP1_HUMAN	U
CHEBI:15377	NUD12_HUMAN	U
CHEBI:15377	chebi:16027	U
CHEBI:15377	chebi:16171	U
CHEBI:15377	chebi:16960	U
CHEBI:15377	chebi:17154	U
CHEBI:15377	chebi:37463	U
CHEBI:15414	NNMT_HUMAN	U
CHEBI:15414	chebi:16680	U
CHEBI:15414	chebi:16797	U
CHEBI:15414	chebi:17154	U
CHEBI:15846	CD38_HUMAN	U
CHEBI:15846	CHEBI:18009	U
CHEBI:15846	ENPP1_HUMAN	U
CHEBI:15846	NADK_HUMAN	U
CHEBI:15846	NMNA3_HUMAN	U
CHEBI:15846	NNTM_HUMAN	U
CHEBI:15846	NUD12_HUMAN	U
CHEBI:15846	chebi:15422	U
CHEBI:15846	chebi:15422	U
CHEBI:15846	chebi:16027	U
CHEBI:15846	chebi:16171	U
CHEBI:15846	chebi:16474	U
CHEBI:15846	chebi:16761	U
CHEBI:15846	chebi:16908	U
CHEBI:15846	chebi:16960	U
CHEBI:15846	chebi:17154	U
CHEBI:15846	chebi:29888	U
CHEBI:18009	CD38_HUMAN	U
CHEBI:18009	CHEBI:15846	U
CHEBI:18009	NADK_HUMAN	U
CHEBI:18009	NNTM_HUMAN	U
CHEBI:18009	chebi:15422	U
CHEBI:18009	chebi:16474	U
CHEBI:18009	chebi:16761	U
CHEBI:18009	chebi:16908	U
CHEBI:18009	chebi:17154	U
CHEBI:18009	chebi:37463	U
ENPP1_HUMAN	NADE_HUMAN	U
ENPP1_HUMAN	NAMPT_HUMAN	U
ENPP1_HUMAN	PNCB_HUMAN	U
ENPP1_HUMAN	NMNA3_HUMAN	U
