algorithm	labels
biosynthes_4552-omicsintegrator2-params-NIXQON6	1
biosynthes_4552-omicsintegrator2-params-I5EKII6	1
biosynthes_4552-omicsintegrator2-params-ON3OUHY	1
biosynthes_4552-omicsintegrator2-params-RCXKAY7	1
biosynthes_4552-omicsintegrator2-params-KMHTT5N	1
biosynthes_4552-omicsintegrator2-params-JHH34ZE	1
biosynthes_4552-omicsintegrator2-params-Z2C4Y5G	1
biosynthes_4552-omicsintegrator2-params-R2T74G3	1
biosynthes_4552-omicsintegrator2-params-O3SYN4K	1
biosynthes_4552-omicsintegrator2-params-K2CK6DC	6
biosynthes_4552-omicsintegrator2-params-ISZN2DE	6
biosynthes_4552-omicsintegrator2-params-J5QF4A3	2
biosynthes_4552-omicsintegrator2-params-ROZICUS	1
biosynthes_4552-omicsintegrator2-params-B6FPMEP	1
biosynthes_4552-omicsintegrator2-params-G6QWKUF	1
biosynthes_4552-omicsintegrator2-params-RNOITRI	1
biosynthes_4552-omicsintegrator2-params-24QHVS5	1
biosynthes_4552-omicsintegrator2-params-H5EGTCE	1
biosynthes_4552-omicsintegrator2-params-SX6MWZF	7
biosynthes_4552-omicsintegrator2-params-YYQQGSW	7
biosynthes_4552-omicsintegrator2-params-VKYXWNI	3
biosynthes_4552-omicsintegrator2-params-JMDFQGQ	7
biosynthes_4552-omicsintegrator2-params-2WECIOD	7
biosynthes_4552-omicsintegrator2-params-XLW3AU2	3
biosynthes_4552-omicsintegrator2-params-TK757XH	7
biosynthes_4552-omicsintegrator2-params-G3MKBIH	7
biosynthes_4552-omicsintegrator2-params-62LFP5D	1
biosynthes_4552-omicsintegrator2-params-QGDDCNR	7
biosynthes_4552-omicsintegrator2-params-BERGTKM	7
biosynthes_4552-omicsintegrator2-params-QUD5DGU	3
biosynthes_4552-omicsintegrator2-params-VUTDEKI	7
biosynthes_4552-omicsintegrator2-params-G5PCTWW	7
biosynthes_4552-omicsintegrator2-params-BLZ4Z5H	3
biosynthes_4552-omicsintegrator2-params-QA7UVT2	7
biosynthes_4552-omicsintegrator2-params-EUXS342	7
biosynthes_4552-omicsintegrator2-params-2ETE5TC	4
biosynthes_4552-omicsintegrator2-params-XQYZBRY	7
biosynthes_4552-omicsintegrator2-params-K44Y7SY	7
biosynthes_4552-omicsintegrator2-params-RIX5P6Y	3
biosynthes_4552-omicsintegrator2-params-KSSGLIJ	7
biosynthes_4552-omicsintegrator2-params-VOU2GLP	7
biosynthes_4552-omicsintegrator2-params-3XS3BUE	4
biosynthes_4552-omicsintegrator2-params-GWFZFC3	7
biosynthes_4552-omicsintegrator2-params-BBDIWEE	7
biosynthes_4552-omicsintegrator2-params-WSTZQ5T	4
biosynthes_4552-omicsintegrator2-params-FCBNYQN	7
biosynthes_4552-omicsintegrator2-params-ZK2ZPTQ	7
biosynthes_4552-omicsintegrator2-params-E7S3CYK	3
biosynthes_4552-omicsintegrator2-params-JDGM2QR	7
biosynthes_4552-omicsintegrator2-params-2VM5MQL	7
biosynthes_4552-omicsintegrator2-params-O2NMIFG	5
biosynthes_4552-omicsintegrator2-params-GIILIYF	7
biosynthes_4552-omicsintegrator2-params-DGG4UVF	7
biosynthes_4552-omicsintegrator2-params-CIOIRMT	5
