Node1	Node2	Directionality
ACACA_HUMAN	ACO12_HUMAN	U
ACACA_HUMAN	ACSA_HUMAN	U
ACACA_HUMAN	ODP2_HUMAN	U
ACACA_HUMAN	PYC_HUMAN	U
ACACA_HUMAN	chebi:15351	U
ACACA_HUMAN	chebi:15531	U
ACACA_HUMAN	chebi:17544	U
ACO12_HUMAN	ACSA_HUMAN	U
ACO12_HUMAN	AL3A1_HUMAN	U
ACO12_HUMAN	AL3A2_HUMAN	U
ACO12_HUMAN	ODP2_HUMAN	U
ACO12_HUMAN	chebi:15346	U
ACO12_HUMAN	chebi:15366	U
ACSA_HUMAN	ACACA_HUMAN	U
ACSA_HUMAN	ACO12_HUMAN	U
ACSA_HUMAN	AL3A1_HUMAN	U
ACSA_HUMAN	AL3A2_HUMAN	U
ACSA_HUMAN	ODP2_HUMAN	U
ACSA_HUMAN	chebi:15346	U
ACSA_HUMAN	chebi:15351	U
ACSA_HUMAN	chebi:15366	U
ACSA_HUMAN	chebi:16027	U
ACSA_HUMAN	chebi:37666	U
ACYP2_HUMAN	ACSA_HUMAN	U
ACYP2_HUMAN	AL3A1_HUMAN	U
ACYP2_HUMAN	AL3A2_HUMAN	U
ACYP2_HUMAN	chebi:15366	U
ALDR_HUMAN	CHEBI:18419	U
ALDR_HUMAN	chebi:16997	U
AL3A1_HUMAN	ACSA_HUMAN	U
AL3A1_HUMAN	chebi:15343	U
AL3A1_HUMAN	chebi:15366	U
AL3A2_HUMAN	ACSA_HUMAN	U
AL3A2_HUMAN	chebi:15343	U
AL3A2_HUMAN	chebi:15366	U
CHEBI:18419	ALDR_HUMAN	U
CHEBI:18419	chebi:16997	U
ODP2_HUMAN	ACACA_HUMAN	U
ODP2_HUMAN	ACO12_HUMAN	U
ODP2_HUMAN	ACSA_HUMAN	U
ODP2_HUMAN	DLDH_HUMAN	U
ODP2_HUMAN	ODO2_HUMAN	U
ODP2_HUMAN	OGDHL_HUMAN	U
ODP2_HUMAN	ODO1_HUMAN	U
