algorithm	labels
butanoate_5284-omicsintegrator2-params-NIXQON6	8
butanoate_5284-omicsintegrator2-params-I5EKII6	8
butanoate_5284-omicsintegrator2-params-ON3OUHY	8
butanoate_5284-omicsintegrator2-params-RCXKAY7	8
butanoate_5284-omicsintegrator2-params-KMHTT5N	8
butanoate_5284-omicsintegrator2-params-JHH34ZE	8
butanoate_5284-omicsintegrator2-params-Z2C4Y5G	8
butanoate_5284-omicsintegrator2-params-R2T74G3	8
butanoate_5284-omicsintegrator2-params-O3SYN4K	8
butanoate_5284-omicsintegrator2-params-K2CK6DC	7
butanoate_5284-omicsintegrator2-params-ISZN2DE	7
butanoate_5284-omicsintegrator2-params-J5QF4A3	5
butanoate_5284-omicsintegrator2-params-ROZICUS	8
butanoate_5284-omicsintegrator2-params-B6FPMEP	8
butanoate_5284-omicsintegrator2-params-G6QWKUF	8
butanoate_5284-omicsintegrator2-params-RNOITRI	8
butanoate_5284-omicsintegrator2-params-24QHVS5	8
butanoate_5284-omicsintegrator2-params-H5EGTCE	8
butanoate_5284-omicsintegrator2-params-SX6MWZF	1
butanoate_5284-omicsintegrator2-params-YYQQGSW	1
butanoate_5284-omicsintegrator2-params-VKYXWNI	5
butanoate_5284-omicsintegrator2-params-JMDFQGQ	1
butanoate_5284-omicsintegrator2-params-2WECIOD	1
butanoate_5284-omicsintegrator2-params-XLW3AU2	8
butanoate_5284-omicsintegrator2-params-TK757XH	1
butanoate_5284-omicsintegrator2-params-G3MKBIH	1
butanoate_5284-omicsintegrator2-params-62LFP5D	8
butanoate_5284-omicsintegrator2-params-QGDDCNR	1
butanoate_5284-omicsintegrator2-params-BERGTKM	1
butanoate_5284-omicsintegrator2-params-QUD5DGU	4
butanoate_5284-omicsintegrator2-params-VUTDEKI	1
butanoate_5284-omicsintegrator2-params-G5PCTWW	1
butanoate_5284-omicsintegrator2-params-BLZ4Z5H	6
butanoate_5284-omicsintegrator2-params-QA7UVT2	1
butanoate_5284-omicsintegrator2-params-EUXS342	1
butanoate_5284-omicsintegrator2-params-2ETE5TC	8
butanoate_5284-omicsintegrator2-params-XQYZBRY	1
butanoate_5284-omicsintegrator2-params-K44Y7SY	1
butanoate_5284-omicsintegrator2-params-RIX5P6Y	4
butanoate_5284-omicsintegrator2-params-KSSGLIJ	1
butanoate_5284-omicsintegrator2-params-VOU2GLP	1
butanoate_5284-omicsintegrator2-params-3XS3BUE	3
butanoate_5284-omicsintegrator2-params-GWFZFC3	1
butanoate_5284-omicsintegrator2-params-BBDIWEE	1
butanoate_5284-omicsintegrator2-params-WSTZQ5T	2
butanoate_5284-omicsintegrator2-params-FCBNYQN	1
butanoate_5284-omicsintegrator2-params-ZK2ZPTQ	1
butanoate_5284-omicsintegrator2-params-E7S3CYK	4
butanoate_5284-omicsintegrator2-params-JDGM2QR	1
butanoate_5284-omicsintegrator2-params-2VM5MQL	1
butanoate_5284-omicsintegrator2-params-O2NMIFG	2
butanoate_5284-omicsintegrator2-params-GIILIYF	1
butanoate_5284-omicsintegrator2-params-DGG4UVF	1
butanoate_5284-omicsintegrator2-params-CIOIRMT	2
