Node1	Node2	Directionality
MMSA_HUMAN	CHEBI:17960	U
MMSA_HUMAN	chebi:15346	U
MMSA_HUMAN	chebi:15351	U
CDIPT_HUMAN	CHEBI:17361	U
CDIPT_HUMAN	IMPA2_HUMAN	U
CDIPT_HUMAN	MIOX_HUMAN	U
CDIPT_HUMAN	PI4KB_HUMAN	U
CDIPT_HUMAN	PK3C3_HUMAN	U
CDIPT_HUMAN	chebi:16749	U
CDIPT_HUMAN	chebi:17268	U
CDIPT_HUMAN	chebi:17962	U
CHEBI:16783	PI5PA_HUMAN	U
CHEBI:16783	IP3KB_HUMAN	U
CHEBI:16783	MINP1_HUMAN	U
CHEBI:16783	chebi:15422	U
CHEBI:16783	chebi:16595	U
CHEBI:16783	chebi:16761	U
CHEBI:16783	chebi:18228	U
CHEBI:17361	CDIPT_HUMAN	U
CHEBI:17361	chebi:16749	U
CHEBI:17361	chebi:17268	U
CHEBI:17361	chebi:17962	U
CHEBI:17960	MMSA_HUMAN	U
CHEBI:17960	chebi:15346	U
CHEBI:17960	chebi:15351	U
IMPA2_HUMAN	CDIPT_HUMAN	U
IMPA2_HUMAN	INPP_HUMAN	U
IMPA2_HUMAN	INP4B_HUMAN	U
IMPA2_HUMAN	INO1_HUMAN	U
IMPA2_HUMAN	MIOX_HUMAN	U
IMPA2_HUMAN	chebi:17268	U
IMPA2_HUMAN	chebi:18169	U
IMPA2_HUMAN	chebi:18384	U
INPP_HUMAN	IMPA2_HUMAN	U
INPP_HUMAN	INP4B_HUMAN	U
INPP_HUMAN	PI5PA_HUMAN	U
INPP_HUMAN	ITPK1_HUMAN	U
INPP_HUMAN	chebi:17816	U
INPP_HUMAN	chebi:18228	U
INPP_HUMAN	chebi:18384	U
INPP_HUMAN	chebi:28858	U
INP4B_HUMAN	IMPA2_HUMAN	U
INP4B_HUMAN	INPP_HUMAN	U
INP4B_HUMAN	INO1_HUMAN	U
INP4B_HUMAN	P3C2G_HUMAN	U
INP4B_HUMAN	PK3C3_HUMAN	U
INP4B_HUMAN	FYV1_HUMAN	U
INP4B_HUMAN	chebi:16152	U
INP4B_HUMAN	chebi:17283	U
INP4B_HUMAN	chebi:18169	U
INP4B_HUMAN	chebi:28858	U
I5P2_HUMAN	PI4KB_HUMAN	U
I5P2_HUMAN	P3C2G_HUMAN	U
I5P2_HUMAN	PK3CA_HUMAN	U
I5P2_HUMAN	PK3CB_HUMAN	U
I5P2_HUMAN	PK3CD_HUMAN	U
I5P2_HUMAN	PK3CG_HUMAN	U
I5P2_HUMAN	PI51B_HUMAN	U
I5P2_HUMAN	PLCE1_HUMAN	U
I5P2_HUMAN	SYNJ2_HUMAN	U
I5P2_HUMAN	chebi:17526	U
I5P2_HUMAN	chebi:18348	U
PI5PA_HUMAN	CHEBI:16783	U
PI5PA_HUMAN	INPP_HUMAN	U
PI5PA_HUMAN	IPMK_HUMAN	U
PI5PA_HUMAN	ITPK1_HUMAN	U
PI5PA_HUMAN	IP3KB_HUMAN	U
PI5PA_HUMAN	MINP1_HUMAN	U
PI5PA_HUMAN	PLCE1_HUMAN	U
PI5PA_HUMAN	chebi:16595	U
PI5PA_HUMAN	chebi:17816	U
PI5PA_HUMAN	chebi:18228	U
IPMK_HUMAN	IPPK_HUMAN	U
IPMK_HUMAN	ITPK1_HUMAN	U
IPMK_HUMAN	chebi:16067	U
IPMK_HUMAN	chebi:16322	U
IPPK_HUMAN	ITPK1_HUMAN	U
IPPK_HUMAN	chebi:16322	U
IPPK_HUMAN	chebi:17401	U
INO1_HUMAN	IMPA2_HUMAN	U
INO1_HUMAN	INP4B_HUMAN	U
INO1_HUMAN	chebi:18169	U
INO1_HUMAN	chebi:4170	U
ITPK1_HUMAN	CHEBI:16783	U
ITPK1_HUMAN	INPP_HUMAN	U
ITPK1_HUMAN	PI5PA_HUMAN	U
ITPK1_HUMAN	IPPK_HUMAN	U
ITPK1_HUMAN	IP3KB_HUMAN	U
ITPK1_HUMAN	MINP1_HUMAN	U
ITPK1_HUMAN	chebi:15844	U
ITPK1_HUMAN	chebi:16155	U
ITPK1_HUMAN	chebi:16322	U
ITPK1_HUMAN	chebi:18228	U
IP3KB_HUMAN	CHEBI:16783	U
IP3KB_HUMAN	PI5PA_HUMAN	U
IP3KB_HUMAN	IPMK_HUMAN	U
IP3KB_HUMAN	PLCE1_HUMAN	U
IP3KB_HUMAN	chebi:16595	U
MINP1_HUMAN	PI5PA_HUMAN	U
MINP1_HUMAN	IPMK_HUMAN	U
MINP1_HUMAN	PLCE1_HUMAN	U
MINP1_HUMAN	chebi:16595	U
MIOX_HUMAN	CHEBI:4178	U
MIOX_HUMAN	CHEBI:47952	U
PI4KB_HUMAN	CDIPT_HUMAN	U
PI4KB_HUMAN	I5P2_HUMAN	U
PI4KB_HUMAN	P3C2G_HUMAN	U
PI4KB_HUMAN	PK3C3_HUMAN	U
PI4KB_HUMAN	PI51B_HUMAN	U
PI4KB_HUMAN	SYNJ2_HUMAN	U
PI4KB_HUMAN	chebi:16749	U
PI4KB_HUMAN	chebi:17526	U
P3C2G_HUMAN	INP4B_HUMAN	U
P3C2G_HUMAN	I5P2_HUMAN	U
P3C2G_HUMAN	PI4KB_HUMAN	U
P3C2G_HUMAN	PI51B_HUMAN	U
P3C2G_HUMAN	SYNJ2_HUMAN	U
