Node1	Node2	Directionality
BGAT_HUMAN	B3GT1_HUMAN	U
BGAT_HUMAN	B3GT2_HUMAN	U
BGAT_HUMAN	B3GT5_HUMAN	U
BGAT_HUMAN	B3GN3_HUMAN	U
BGAT_HUMAN	B3GN5_HUMAN	U
BGAT_HUMAN	B4GT1_HUMAN	U
BGAT_HUMAN	B4GT2_HUMAN	U
BGAT_HUMAN	B4GT3_HUMAN	U
BGAT_HUMAN	B4GT4_HUMAN	U
BGAT_HUMAN	B4GA1_HUMAN	U
BGAT_HUMAN	FUT1_HUMAN	U
BGAT_HUMAN	FUT2_HUMAN	U
BGAT_HUMAN	FUT3_HUMAN	U
BGAT_HUMAN	FUT4_HUMAN	U
BGAT_HUMAN	FUT5_HUMAN	U
BGAT_HUMAN	FUT9_HUMAN	U
BGAT_HUMAN	SIAT6_HUMAN	U
BGAT_HUMAN	SIA4C_HUMAN	U
BGAT_HUMAN	SIA10_HUMAN	U
BGAT_HUMAN	chebi:15746	U
BGAT_HUMAN	chebi:17006	U
BGAT_HUMAN	chebi:17292	U
BGAT_HUMAN	chebi:17659	U
BGAT_HUMAN	chebi:28287	U
BGAT_HUMAN	chebi:28574	U
BGAT_HUMAN	chebi:3008	U
BGAT_HUMAN	chebi:61235	U
BGAT_HUMAN	chebi:62540	U
BGAT_HUMAN	chebi:62655	U
BGAT_HUMAN	chebi:67119	U
BGAT_HUMAN	chebi:90154	U
B3GT1_HUMAN	BGAT_HUMAN	U
B3GT1_HUMAN	B3GN5_HUMAN	U
B3GT1_HUMAN	FUT1_HUMAN	U
B3GT1_HUMAN	FUT2_HUMAN	U
B3GT1_HUMAN	SIAT6_HUMAN	U
B3GT1_HUMAN	SIA4C_HUMAN	U
B3GT1_HUMAN	chebi:17292	U
B3GT1_HUMAN	chebi:17659	U
B3GT2_HUMAN	BGAT_HUMAN	U
B3GT2_HUMAN	B3GN5_HUMAN	U
B3GT2_HUMAN	FUT1_HUMAN	U
B3GT2_HUMAN	FUT2_HUMAN	U
B3GT2_HUMAN	SIAT6_HUMAN	U
B3GT2_HUMAN	SIA4C_HUMAN	U
B3GT2_HUMAN	chebi:17292	U
B3GT2_HUMAN	chebi:17659	U
B3GT5_HUMAN	BGAT_HUMAN	U
B3GT5_HUMAN	B3GN5_HUMAN	U
B3GT5_HUMAN	FUT1_HUMAN	U
B3GT5_HUMAN	FUT2_HUMAN	U
B3GT5_HUMAN	SIAT6_HUMAN	U
B3GT5_HUMAN	SIA4C_HUMAN	U
B3GT5_HUMAN	chebi:17292	U
B3GT5_HUMAN	chebi:17659	U
B3GN3_HUMAN	BGAT_HUMAN	U
B3GN3_HUMAN	B3GN5_HUMAN	U
B3GN3_HUMAN	B4GT1_HUMAN	U
B3GN3_HUMAN	B4GT3_HUMAN	U
B3GN3_HUMAN	B4GT4_HUMAN	U
B3GN3_HUMAN	chebi:142448	U
B3GN3_HUMAN	chebi:17659	U
B3GN3_HUMAN	chebi:27887	U
B3GN5_HUMAN	BGAT_HUMAN	U
B3GN5_HUMAN	B3GN3_HUMAN	U
B3GN5_HUMAN	B4GA1_HUMAN	U
B3GN5_HUMAN	FUT1_HUMAN	U
B3GN5_HUMAN	FUT2_HUMAN	U
B3GN5_HUMAN	FUT4_HUMAN	U
B3GN5_HUMAN	FUT5_HUMAN	U
B3GN5_HUMAN	FUT9_HUMAN	U
B3GN5_HUMAN	GNT2A_HUMAN	U
B3GN5_HUMAN	SIA10_HUMAN	U
B3GN5_HUMAN	chebi:17006	U
B3GN5_HUMAN	chebi:17659	U
B4GT1_HUMAN	BGAT_HUMAN	U
B4GT1_HUMAN	B3GN3_HUMAN	U
B4GT1_HUMAN	B3GN5_HUMAN	U
B4GT1_HUMAN	B4GA1_HUMAN	U
B4GT1_HUMAN	FUT1_HUMAN	U
B4GT1_HUMAN	FUT2_HUMAN	U
B4GT1_HUMAN	FUT4_HUMAN	U
B4GT1_HUMAN	FUT5_HUMAN	U
B4GT1_HUMAN	FUT9_HUMAN	U
B4GT1_HUMAN	GNT2A_HUMAN	U
B4GT1_HUMAN	SIA10_HUMAN	U
B4GT1_HUMAN	chebi:17006	U
B4GT1_HUMAN	chebi:17659	U
B4GT1_HUMAN	chebi:61610	U
B4GT2_HUMAN	BGAT_HUMAN	U
B4GT2_HUMAN	B3GN3_HUMAN	U
B4GT2_HUMAN	B3GN5_HUMAN	U
B4GT2_HUMAN	B4GA1_HUMAN	U
B4GT2_HUMAN	FUT1_HUMAN	U
B4GT2_HUMAN	FUT2_HUMAN	U
B4GT2_HUMAN	FUT4_HUMAN	U
B4GT2_HUMAN	FUT5_HUMAN	U
B4GT2_HUMAN	FUT9_HUMAN	U
B4GT2_HUMAN	SIA10_HUMAN	U
B4GT2_HUMAN	chebi:17006	U
B4GT2_HUMAN	chebi:17659	U
B4GT3_HUMAN	BGAT_HUMAN	U
B4GT3_HUMAN	B3GN3_HUMAN	U
B4GT3_HUMAN	B3GN5_HUMAN	U
B4GT3_HUMAN	B4GA1_HUMAN	U
B4GT3_HUMAN	FUT1_HUMAN	U
B4GT3_HUMAN	FUT2_HUMAN	U
B4GT3_HUMAN	FUT4_HUMAN	U
B4GT3_HUMAN	FUT5_HUMAN	U
B4GT3_HUMAN	FUT9_HUMAN	U
B4GT3_HUMAN	GNT2A_HUMAN	U
B4GT3_HUMAN	SIA10_HUMAN	U
B4GT3_HUMAN	chebi:17006	U
