algorithm	labels
valine__le_4369-omicsintegrator2-params-NIXQON6	1
valine__le_4369-omicsintegrator2-params-I5EKII6	1
valine__le_4369-omicsintegrator2-params-ON3OUHY	1
valine__le_4369-omicsintegrator2-params-RCXKAY7	1
valine__le_4369-omicsintegrator2-params-KMHTT5N	1
valine__le_4369-omicsintegrator2-params-JHH34ZE	1
valine__le_4369-omicsintegrator2-params-Z2C4Y5G	1
valine__le_4369-omicsintegrator2-params-R2T74G3	1
valine__le_4369-omicsintegrator2-params-O3SYN4K	1
valine__le_4369-omicsintegrator2-params-K2CK6DC	4
valine__le_4369-omicsintegrator2-params-ISZN2DE	4
valine__le_4369-omicsintegrator2-params-J5QF4A3	3
valine__le_4369-omicsintegrator2-params-ROZICUS	1
valine__le_4369-omicsintegrator2-params-B6FPMEP	1
valine__le_4369-omicsintegrator2-params-G6QWKUF	1
valine__le_4369-omicsintegrator2-params-RNOITRI	1
valine__le_4369-omicsintegrator2-params-24QHVS5	1
valine__le_4369-omicsintegrator2-params-H5EGTCE	1
valine__le_4369-omicsintegrator2-params-SX6MWZF	4
valine__le_4369-omicsintegrator2-params-YYQQGSW	4
valine__le_4369-omicsintegrator2-params-VKYXWNI	3
valine__le_4369-omicsintegrator2-params-JMDFQGQ	4
valine__le_4369-omicsintegrator2-params-2WECIOD	4
valine__le_4369-omicsintegrator2-params-XLW3AU2	1
valine__le_4369-omicsintegrator2-params-TK757XH	1
valine__le_4369-omicsintegrator2-params-G3MKBIH	1
valine__le_4369-omicsintegrator2-params-62LFP5D	1
valine__le_4369-omicsintegrator2-params-QGDDCNR	4
valine__le_4369-omicsintegrator2-params-BERGTKM	4
valine__le_4369-omicsintegrator2-params-QUD5DGU	3
valine__le_4369-omicsintegrator2-params-VUTDEKI	4
valine__le_4369-omicsintegrator2-params-G5PCTWW	4
valine__le_4369-omicsintegrator2-params-BLZ4Z5H	2
valine__le_4369-omicsintegrator2-params-QA7UVT2	4
valine__le_4369-omicsintegrator2-params-EUXS342	4
valine__le_4369-omicsintegrator2-params-2ETE5TC	1
valine__le_4369-omicsintegrator2-params-XQYZBRY	4
valine__le_4369-omicsintegrator2-params-K44Y7SY	4
valine__le_4369-omicsintegrator2-params-RIX5P6Y	3
valine__le_4369-omicsintegrator2-params-KSSGLIJ	4
valine__le_4369-omicsintegrator2-params-VOU2GLP	4
valine__le_4369-omicsintegrator2-params-3XS3BUE	2
valine__le_4369-omicsintegrator2-params-GWFZFC3	4
valine__le_4369-omicsintegrator2-params-BBDIWEE	4
valine__le_4369-omicsintegrator2-params-WSTZQ5T	2
valine__le_4369-omicsintegrator2-params-FCBNYQN	4
valine__le_4369-omicsintegrator2-params-ZK2ZPTQ	4
valine__le_4369-omicsintegrator2-params-E7S3CYK	3
valine__le_4369-omicsintegrator2-params-JDGM2QR	4
valine__le_4369-omicsintegrator2-params-2VM5MQL	4
valine__le_4369-omicsintegrator2-params-O2NMIFG	2
valine__le_4369-omicsintegrator2-params-GIILIYF	4
valine__le_4369-omicsintegrator2-params-DGG4UVF	4
valine__le_4369-omicsintegrator2-params-CIOIRMT	2
