algorithm	labels
drug_metab_8702-omicsintegrator2-params-NIXQON6	3
drug_metab_8702-omicsintegrator2-params-I5EKII6	3
drug_metab_8702-omicsintegrator2-params-ON3OUHY	3
drug_metab_8702-omicsintegrator2-params-RCXKAY7	3
drug_metab_8702-omicsintegrator2-params-KMHTT5N	3
drug_metab_8702-omicsintegrator2-params-JHH34ZE	3
drug_metab_8702-omicsintegrator2-params-Z2C4Y5G	3
drug_metab_8702-omicsintegrator2-params-R2T74G3	3
drug_metab_8702-omicsintegrator2-params-O3SYN4K	3
drug_metab_8702-omicsintegrator2-params-K2CK6DC	9
drug_metab_8702-omicsintegrator2-params-ISZN2DE	8
drug_metab_8702-omicsintegrator2-params-J5QF4A3	7
drug_metab_8702-omicsintegrator2-params-ROZICUS	9
drug_metab_8702-omicsintegrator2-params-B6FPMEP	8
drug_metab_8702-omicsintegrator2-params-G6QWKUF	3
drug_metab_8702-omicsintegrator2-params-RNOITRI	3
drug_metab_8702-omicsintegrator2-params-24QHVS5	3
drug_metab_8702-omicsintegrator2-params-H5EGTCE	3
drug_metab_8702-omicsintegrator2-params-SX6MWZF	5
drug_metab_8702-omicsintegrator2-params-YYQQGSW	4
drug_metab_8702-omicsintegrator2-params-VKYXWNI	10
drug_metab_8702-omicsintegrator2-params-JMDFQGQ	5
drug_metab_8702-omicsintegrator2-params-2WECIOD	4
drug_metab_8702-omicsintegrator2-params-XLW3AU2	11
drug_metab_8702-omicsintegrator2-params-TK757XH	5
drug_metab_8702-omicsintegrator2-params-G3MKBIH	4
drug_metab_8702-omicsintegrator2-params-62LFP5D	6
drug_metab_8702-omicsintegrator2-params-QGDDCNR	5
drug_metab_8702-omicsintegrator2-params-BERGTKM	4
drug_metab_8702-omicsintegrator2-params-QUD5DGU	2
drug_metab_8702-omicsintegrator2-params-VUTDEKI	5
drug_metab_8702-omicsintegrator2-params-G5PCTWW	4
drug_metab_8702-omicsintegrator2-params-BLZ4Z5H	1
drug_metab_8702-omicsintegrator2-params-QA7UVT2	5
drug_metab_8702-omicsintegrator2-params-EUXS342	4
drug_metab_8702-omicsintegrator2-params-2ETE5TC	1
drug_metab_8702-omicsintegrator2-params-XQYZBRY	5
drug_metab_8702-omicsintegrator2-params-K44Y7SY	4
drug_metab_8702-omicsintegrator2-params-RIX5P6Y	2
drug_metab_8702-omicsintegrator2-params-KSSGLIJ	5
drug_metab_8702-omicsintegrator2-params-VOU2GLP	4
drug_metab_8702-omicsintegrator2-params-3XS3BUE	0
drug_metab_8702-omicsintegrator2-params-GWFZFC3	5
drug_metab_8702-omicsintegrator2-params-BBDIWEE	4
drug_metab_8702-omicsintegrator2-params-WSTZQ5T	0
drug_metab_8702-omicsintegrator2-params-FCBNYQN	5
drug_metab_8702-omicsintegrator2-params-ZK2ZPTQ	4
drug_metab_8702-omicsintegrator2-params-E7S3CYK	2
drug_metab_8702-omicsintegrator2-params-JDGM2QR	5
drug_metab_8702-omicsintegrator2-params-2VM5MQL	4
drug_metab_8702-omicsintegrator2-params-O2NMIFG	0
drug_metab_8702-omicsintegrator2-params-GIILIYF	5
drug_metab_8702-omicsintegrator2-params-DGG4UVF	4
drug_metab_8702-omicsintegrator2-params-CIOIRMT	0
