algorithm	labels
metabolism_4073-omicsintegrator2-params-NIXQON6	3
metabolism_4073-omicsintegrator2-params-I5EKII6	3
metabolism_4073-omicsintegrator2-params-ON3OUHY	3
metabolism_4073-omicsintegrator2-params-RCXKAY7	3
metabolism_4073-omicsintegrator2-params-KMHTT5N	3
metabolism_4073-omicsintegrator2-params-JHH34ZE	3
metabolism_4073-omicsintegrator2-params-Z2C4Y5G	3
metabolism_4073-omicsintegrator2-params-R2T74G3	3
metabolism_4073-omicsintegrator2-params-O3SYN4K	3
metabolism_4073-omicsintegrator2-params-K2CK6DC	4
metabolism_4073-omicsintegrator2-params-ISZN2DE	4
metabolism_4073-omicsintegrator2-params-J5QF4A3	7
metabolism_4073-omicsintegrator2-params-ROZICUS	4
metabolism_4073-omicsintegrator2-params-B6FPMEP	4
metabolism_4073-omicsintegrator2-params-G6QWKUF	3
metabolism_4073-omicsintegrator2-params-RNOITRI	5
metabolism_4073-omicsintegrator2-params-24QHVS5	4
metabolism_4073-omicsintegrator2-params-H5EGTCE	3
metabolism_4073-omicsintegrator2-params-SX6MWZF	5
metabolism_4073-omicsintegrator2-params-YYQQGSW	5
metabolism_4073-omicsintegrator2-params-VKYXWNI	2
metabolism_4073-omicsintegrator2-params-JMDFQGQ	5
metabolism_4073-omicsintegrator2-params-2WECIOD	5
metabolism_4073-omicsintegrator2-params-XLW3AU2	1
metabolism_4073-omicsintegrator2-params-TK757XH	5
metabolism_4073-omicsintegrator2-params-G3MKBIH	5
metabolism_4073-omicsintegrator2-params-62LFP5D	1
metabolism_4073-omicsintegrator2-params-QGDDCNR	5
metabolism_4073-omicsintegrator2-params-BERGTKM	5
metabolism_4073-omicsintegrator2-params-QUD5DGU	2
metabolism_4073-omicsintegrator2-params-VUTDEKI	5
metabolism_4073-omicsintegrator2-params-G5PCTWW	5
metabolism_4073-omicsintegrator2-params-BLZ4Z5H	1
metabolism_4073-omicsintegrator2-params-QA7UVT2	5
metabolism_4073-omicsintegrator2-params-EUXS342	5
metabolism_4073-omicsintegrator2-params-2ETE5TC	1
metabolism_4073-omicsintegrator2-params-XQYZBRY	5
metabolism_4073-omicsintegrator2-params-K44Y7SY	5
metabolism_4073-omicsintegrator2-params-RIX5P6Y	2
metabolism_4073-omicsintegrator2-params-KSSGLIJ	5
metabolism_4073-omicsintegrator2-params-VOU2GLP	5
metabolism_4073-omicsintegrator2-params-3XS3BUE	1
metabolism_4073-omicsintegrator2-params-GWFZFC3	5
metabolism_4073-omicsintegrator2-params-BBDIWEE	5
metabolism_4073-omicsintegrator2-params-WSTZQ5T	6
metabolism_4073-omicsintegrator2-params-FCBNYQN	5
metabolism_4073-omicsintegrator2-params-ZK2ZPTQ	5
metabolism_4073-omicsintegrator2-params-E7S3CYK	2
metabolism_4073-omicsintegrator2-params-JDGM2QR	5
metabolism_4073-omicsintegrator2-params-2VM5MQL	5
metabolism_4073-omicsintegrator2-params-O2NMIFG	0
metabolism_4073-omicsintegrator2-params-GIILIYF	5
metabolism_4073-omicsintegrator2-params-DGG4UVF	5
metabolism_4073-omicsintegrator2-params-CIOIRMT	0
