algorithm	labels
sphingolip_7670-omicsintegrator2-params-NIXQON6	8
sphingolip_7670-omicsintegrator2-params-I5EKII6	8
sphingolip_7670-omicsintegrator2-params-ON3OUHY	8
sphingolip_7670-omicsintegrator2-params-RCXKAY7	8
sphingolip_7670-omicsintegrator2-params-KMHTT5N	8
sphingolip_7670-omicsintegrator2-params-JHH34ZE	8
sphingolip_7670-omicsintegrator2-params-Z2C4Y5G	8
sphingolip_7670-omicsintegrator2-params-R2T74G3	8
sphingolip_7670-omicsintegrator2-params-O3SYN4K	8
sphingolip_7670-omicsintegrator2-params-K2CK6DC	4
sphingolip_7670-omicsintegrator2-params-ISZN2DE	4
sphingolip_7670-omicsintegrator2-params-J5QF4A3	2
sphingolip_7670-omicsintegrator2-params-ROZICUS	8
sphingolip_7670-omicsintegrator2-params-B6FPMEP	8
sphingolip_7670-omicsintegrator2-params-G6QWKUF	8
sphingolip_7670-omicsintegrator2-params-RNOITRI	8
sphingolip_7670-omicsintegrator2-params-24QHVS5	8
sphingolip_7670-omicsintegrator2-params-H5EGTCE	8
sphingolip_7670-omicsintegrator2-params-SX6MWZF	5
sphingolip_7670-omicsintegrator2-params-YYQQGSW	5
sphingolip_7670-omicsintegrator2-params-VKYXWNI	2
sphingolip_7670-omicsintegrator2-params-JMDFQGQ	5
sphingolip_7670-omicsintegrator2-params-2WECIOD	5
sphingolip_7670-omicsintegrator2-params-XLW3AU2	8
sphingolip_7670-omicsintegrator2-params-TK757XH	5
sphingolip_7670-omicsintegrator2-params-G3MKBIH	5
sphingolip_7670-omicsintegrator2-params-62LFP5D	8
sphingolip_7670-omicsintegrator2-params-QGDDCNR	5
sphingolip_7670-omicsintegrator2-params-BERGTKM	5
sphingolip_7670-omicsintegrator2-params-QUD5DGU	3
sphingolip_7670-omicsintegrator2-params-VUTDEKI	5
sphingolip_7670-omicsintegrator2-params-G5PCTWW	5
sphingolip_7670-omicsintegrator2-params-BLZ4Z5H	7
sphingolip_7670-omicsintegrator2-params-QA7UVT2	5
sphingolip_7670-omicsintegrator2-params-EUXS342	5
sphingolip_7670-omicsintegrator2-params-2ETE5TC	6
sphingolip_7670-omicsintegrator2-params-XQYZBRY	5
sphingolip_7670-omicsintegrator2-params-K44Y7SY	5
sphingolip_7670-omicsintegrator2-params-RIX5P6Y	3
sphingolip_7670-omicsintegrator2-params-KSSGLIJ	5
sphingolip_7670-omicsintegrator2-params-VOU2GLP	5
sphingolip_7670-omicsintegrator2-params-3XS3BUE	1
sphingolip_7670-omicsintegrator2-params-GWFZFC3	5
sphingolip_7670-omicsintegrator2-params-BBDIWEE	5
sphingolip_7670-omicsintegrator2-params-WSTZQ5T	1
sphingolip_7670-omicsintegrator2-params-FCBNYQN	5
sphingolip_7670-omicsintegrator2-params-ZK2ZPTQ	5
sphingolip_7670-omicsintegrator2-params-E7S3CYK	3
sphingolip_7670-omicsintegrator2-params-JDGM2QR	5
sphingolip_7670-omicsintegrator2-params-2VM5MQL	5
sphingolip_7670-omicsintegrator2-params-O2NMIFG	0
sphingolip_7670-omicsintegrator2-params-GIILIYF	5
sphingolip_7670-omicsintegrator2-params-DGG4UVF	5
sphingolip_7670-omicsintegrator2-params-CIOIRMT	0
