Node1	Node2	Frequency	Direction
GLNA_HUMAN	chebi:18050	0.6111111111111112	U
GLNA_HUMAN	HUTH_HUMAN	0.5555555555555556	U
chebi:16134	chebi:18050	0.48148148148148145	U
ASNS_HUMAN	chebi:18050	0.48148148148148145	U
chebi:18050	chebi:30915	0.48148148148148145	U
chebi:16134	chebi:30882	0.12962962962962962	U
chebi:30882	chebi:30915	0.12962962962962962	U
chebi:16134	chebi:17672	0.07407407407407407	U
chebi:17672	chebi:18050	0.07407407407407407	U
ASNS_HUMAN	chebi:17196	0.037037037037037035	U
chebi:17196	chebi:18050	0.037037037037037035	U
