algorithm	labels
sphingolip_2299-omicsintegrator2-params-NIXQON6	1
sphingolip_2299-omicsintegrator2-params-I5EKII6	1
sphingolip_2299-omicsintegrator2-params-ON3OUHY	1
sphingolip_2299-omicsintegrator2-params-RCXKAY7	1
sphingolip_2299-omicsintegrator2-params-KMHTT5N	1
sphingolip_2299-omicsintegrator2-params-JHH34ZE	1
sphingolip_2299-omicsintegrator2-params-Z2C4Y5G	1
sphingolip_2299-omicsintegrator2-params-R2T74G3	1
sphingolip_2299-omicsintegrator2-params-O3SYN4K	1
sphingolip_2299-omicsintegrator2-params-K2CK6DC	7
sphingolip_2299-omicsintegrator2-params-ISZN2DE	3
sphingolip_2299-omicsintegrator2-params-J5QF4A3	1
sphingolip_2299-omicsintegrator2-params-ROZICUS	1
sphingolip_2299-omicsintegrator2-params-B6FPMEP	1
sphingolip_2299-omicsintegrator2-params-G6QWKUF	1
sphingolip_2299-omicsintegrator2-params-RNOITRI	1
sphingolip_2299-omicsintegrator2-params-24QHVS5	1
sphingolip_2299-omicsintegrator2-params-H5EGTCE	1
sphingolip_2299-omicsintegrator2-params-SX6MWZF	4
sphingolip_2299-omicsintegrator2-params-YYQQGSW	4
sphingolip_2299-omicsintegrator2-params-VKYXWNI	5
sphingolip_2299-omicsintegrator2-params-JMDFQGQ	4
sphingolip_2299-omicsintegrator2-params-2WECIOD	4
sphingolip_2299-omicsintegrator2-params-XLW3AU2	6
sphingolip_2299-omicsintegrator2-params-TK757XH	4
sphingolip_2299-omicsintegrator2-params-G3MKBIH	4
sphingolip_2299-omicsintegrator2-params-62LFP5D	1
sphingolip_2299-omicsintegrator2-params-QGDDCNR	4
sphingolip_2299-omicsintegrator2-params-BERGTKM	4
sphingolip_2299-omicsintegrator2-params-QUD5DGU	5
sphingolip_2299-omicsintegrator2-params-VUTDEKI	4
sphingolip_2299-omicsintegrator2-params-G5PCTWW	4
sphingolip_2299-omicsintegrator2-params-BLZ4Z5H	2
sphingolip_2299-omicsintegrator2-params-QA7UVT2	4
sphingolip_2299-omicsintegrator2-params-EUXS342	4
sphingolip_2299-omicsintegrator2-params-2ETE5TC	2
sphingolip_2299-omicsintegrator2-params-XQYZBRY	4
sphingolip_2299-omicsintegrator2-params-K44Y7SY	4
sphingolip_2299-omicsintegrator2-params-RIX5P6Y	5
sphingolip_2299-omicsintegrator2-params-KSSGLIJ	4
sphingolip_2299-omicsintegrator2-params-VOU2GLP	4
sphingolip_2299-omicsintegrator2-params-3XS3BUE	0
sphingolip_2299-omicsintegrator2-params-GWFZFC3	4
sphingolip_2299-omicsintegrator2-params-BBDIWEE	4
sphingolip_2299-omicsintegrator2-params-WSTZQ5T	0
sphingolip_2299-omicsintegrator2-params-FCBNYQN	4
sphingolip_2299-omicsintegrator2-params-ZK2ZPTQ	4
sphingolip_2299-omicsintegrator2-params-E7S3CYK	5
sphingolip_2299-omicsintegrator2-params-JDGM2QR	4
sphingolip_2299-omicsintegrator2-params-2VM5MQL	4
sphingolip_2299-omicsintegrator2-params-O2NMIFG	0
sphingolip_2299-omicsintegrator2-params-GIILIYF	4
sphingolip_2299-omicsintegrator2-params-DGG4UVF	4
sphingolip_2299-omicsintegrator2-params-CIOIRMT	0
