algorithm	PC1	PC2
galactose_7283-omicsintegrator2-params-NIXQON6	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-I5EKII6	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-ON3OUHY	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-RCXKAY7	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-KMHTT5N	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-JHH34ZE	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-Z2C4Y5G	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-R2T74G3	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-O3SYN4K	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-K2CK6DC	-0.2482037523230769	-0.06393803043670605
galactose_7283-omicsintegrator2-params-ISZN2DE	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-J5QF4A3	-0.24820375232307756	-0.06393803043670598
galactose_7283-omicsintegrator2-params-ROZICUS	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-B6FPMEP	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-G6QWKUF	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-RNOITRI	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-24QHVS5	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-H5EGTCE	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-SX6MWZF	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-YYQQGSW	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-VKYXWNI	-0.24820375232307756	-0.06393803043670598
galactose_7283-omicsintegrator2-params-JMDFQGQ	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-2WECIOD	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-XLW3AU2	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-TK757XH	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-G3MKBIH	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-62LFP5D	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-QGDDCNR	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-BERGTKM	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-QUD5DGU	0.5857010825560051	-0.24663958501717181
galactose_7283-omicsintegrator2-params-VUTDEKI	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-G5PCTWW	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-BLZ4Z5H	-0.2482037523230769	-0.06393803043670605
galactose_7283-omicsintegrator2-params-QA7UVT2	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-EUXS342	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-2ETE5TC	-2.7935760748767913	0.5019441979455134
galactose_7283-omicsintegrator2-params-XQYZBRY	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-K44Y7SY	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-RIX5P6Y	0.5857010825560051	-0.24663958501717181
galactose_7283-omicsintegrator2-params-KSSGLIJ	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-VOU2GLP	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-3XS3BUE	3.511308440753619	6.454093254814679
galactose_7283-omicsintegrator2-params-GWFZFC3	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-BBDIWEE	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-WSTZQ5T	3.511308440753619	6.454093254814679
galactose_7283-omicsintegrator2-params-FCBNYQN	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-ZK2ZPTQ	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-E7S3CYK	0.5857010825560051	-0.24663958501717181
galactose_7283-omicsintegrator2-params-JDGM2QR	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-2VM5MQL	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-O2NMIFG	3.511308440753619	6.454093254814679
galactose_7283-omicsintegrator2-params-GIILIYF	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-DGG4UVF	1.7853043259193755	-1.5156341783204623
galactose_7283-omicsintegrator2-params-CIOIRMT	3.511308440753619	6.454093254814679
