algorithm	labels
amino_suga_5376-omicsintegrator2-params-NIXQON6	1
amino_suga_5376-omicsintegrator2-params-I5EKII6	1
amino_suga_5376-omicsintegrator2-params-ON3OUHY	1
amino_suga_5376-omicsintegrator2-params-RCXKAY7	1
amino_suga_5376-omicsintegrator2-params-KMHTT5N	1
amino_suga_5376-omicsintegrator2-params-JHH34ZE	1
amino_suga_5376-omicsintegrator2-params-Z2C4Y5G	1
amino_suga_5376-omicsintegrator2-params-R2T74G3	1
amino_suga_5376-omicsintegrator2-params-O3SYN4K	1
amino_suga_5376-omicsintegrator2-params-K2CK6DC	2
amino_suga_5376-omicsintegrator2-params-ISZN2DE	2
amino_suga_5376-omicsintegrator2-params-J5QF4A3	3
amino_suga_5376-omicsintegrator2-params-ROZICUS	1
amino_suga_5376-omicsintegrator2-params-B6FPMEP	1
amino_suga_5376-omicsintegrator2-params-G6QWKUF	1
amino_suga_5376-omicsintegrator2-params-RNOITRI	1
amino_suga_5376-omicsintegrator2-params-24QHVS5	1
amino_suga_5376-omicsintegrator2-params-H5EGTCE	1
amino_suga_5376-omicsintegrator2-params-SX6MWZF	6
amino_suga_5376-omicsintegrator2-params-YYQQGSW	6
amino_suga_5376-omicsintegrator2-params-VKYXWNI	4
amino_suga_5376-omicsintegrator2-params-JMDFQGQ	7
amino_suga_5376-omicsintegrator2-params-2WECIOD	7
amino_suga_5376-omicsintegrator2-params-XLW3AU2	5
amino_suga_5376-omicsintegrator2-params-TK757XH	7
amino_suga_5376-omicsintegrator2-params-G3MKBIH	7
amino_suga_5376-omicsintegrator2-params-62LFP5D	1
amino_suga_5376-omicsintegrator2-params-QGDDCNR	6
amino_suga_5376-omicsintegrator2-params-BERGTKM	6
amino_suga_5376-omicsintegrator2-params-QUD5DGU	4
amino_suga_5376-omicsintegrator2-params-VUTDEKI	8
amino_suga_5376-omicsintegrator2-params-G5PCTWW	8
amino_suga_5376-omicsintegrator2-params-BLZ4Z5H	9
amino_suga_5376-omicsintegrator2-params-QA7UVT2	8
amino_suga_5376-omicsintegrator2-params-EUXS342	8
amino_suga_5376-omicsintegrator2-params-2ETE5TC	9
amino_suga_5376-omicsintegrator2-params-XQYZBRY	6
amino_suga_5376-omicsintegrator2-params-K44Y7SY	6
amino_suga_5376-omicsintegrator2-params-RIX5P6Y	4
amino_suga_5376-omicsintegrator2-params-KSSGLIJ	8
amino_suga_5376-omicsintegrator2-params-VOU2GLP	8
amino_suga_5376-omicsintegrator2-params-3XS3BUE	9
amino_suga_5376-omicsintegrator2-params-GWFZFC3	8
amino_suga_5376-omicsintegrator2-params-BBDIWEE	8
amino_suga_5376-omicsintegrator2-params-WSTZQ5T	9
amino_suga_5376-omicsintegrator2-params-FCBNYQN	6
amino_suga_5376-omicsintegrator2-params-ZK2ZPTQ	6
amino_suga_5376-omicsintegrator2-params-E7S3CYK	4
amino_suga_5376-omicsintegrator2-params-JDGM2QR	8
amino_suga_5376-omicsintegrator2-params-2VM5MQL	8
amino_suga_5376-omicsintegrator2-params-O2NMIFG	10
amino_suga_5376-omicsintegrator2-params-GIILIYF	8
amino_suga_5376-omicsintegrator2-params-DGG4UVF	8
amino_suga_5376-omicsintegrator2-params-CIOIRMT	10
