Node1	Node2	Frequency	Direction
G6PI_HUMAN	HKDC1_HUMAN	0.48148148148148145	U
ENOB_HUMAN	PCKGM_HUMAN	0.6296296296296297	U
ENOG_HUMAN	PCKGM_HUMAN	0.48148148148148145	U
ENOB_HUMAN	PGM1_HUMAN	0.24074074074074073	U
G6PI_HUMAN	PGM2_HUMAN	0.6296296296296297	U
PGM2_HUMAN	chebi:29042	0.6481481481481481	U
HKDC1_HUMAN	chebi:16027	0.48148148148148145	U
PCKGM_HUMAN	chebi:17808	0.6481481481481481	U
PGM1_HUMAN	chebi:29042	0.5555555555555556	U
ENOB_HUMAN	G6PI_HUMAN	0.3333333333333333	U
ADH6_HUMAN	LDH6A_HUMAN	0.46296296296296297	U
LDH6A_HUMAN	PCKGM_HUMAN	0.46296296296296297	U
ADH6_HUMAN	chebi:16236	0.6111111111111112	U
ADHX_HUMAN	chebi:16236	0.6111111111111112	U
chebi:80404	chebi:978	0.6296296296296297	U
chebi:15346	chebi:17808	0.4444444444444444	U
chebi:15346	chebi:80404	0.4444444444444444	U
ENOB_HUMAN	chebi:17835	0.14814814814814814	U
ENOG_HUMAN	chebi:17835	0.14814814814814814	U
chebi:15380	chebi:17808	0.09259259259259259	U
chebi:16236	chebi:16928	0.09259259259259259	U
chebi:16928	chebi:42111	0.09259259259259259	U
chebi:32816	chebi:42111	0.09259259259259259	U
chebi:15380	chebi:80219	0.09259259259259259	U
chebi:80219	chebi:80404	0.09259259259259259	U
chebi:32816	chebi:978	0.09259259259259259	U
G6PI_HUMAN	chebi:17719	0.07407407407407407	U
HKDC1_HUMAN	chebi:17719	0.07407407407407407	U
chebi:16027	chebi:17719	0.07407407407407407	U
