algorithm	labels
glycine__s_1578-omicsintegrator2-params-NIXQON6	5
glycine__s_1578-omicsintegrator2-params-I5EKII6	5
glycine__s_1578-omicsintegrator2-params-ON3OUHY	5
glycine__s_1578-omicsintegrator2-params-RCXKAY7	5
glycine__s_1578-omicsintegrator2-params-KMHTT5N	5
glycine__s_1578-omicsintegrator2-params-JHH34ZE	5
glycine__s_1578-omicsintegrator2-params-Z2C4Y5G	5
glycine__s_1578-omicsintegrator2-params-R2T74G3	5
glycine__s_1578-omicsintegrator2-params-O3SYN4K	5
glycine__s_1578-omicsintegrator2-params-K2CK6DC	4
glycine__s_1578-omicsintegrator2-params-ISZN2DE	4
glycine__s_1578-omicsintegrator2-params-J5QF4A3	1
glycine__s_1578-omicsintegrator2-params-ROZICUS	5
glycine__s_1578-omicsintegrator2-params-B6FPMEP	5
glycine__s_1578-omicsintegrator2-params-G6QWKUF	5
glycine__s_1578-omicsintegrator2-params-RNOITRI	5
glycine__s_1578-omicsintegrator2-params-24QHVS5	5
glycine__s_1578-omicsintegrator2-params-H5EGTCE	5
glycine__s_1578-omicsintegrator2-params-SX6MWZF	6
glycine__s_1578-omicsintegrator2-params-YYQQGSW	6
glycine__s_1578-omicsintegrator2-params-VKYXWNI	1
glycine__s_1578-omicsintegrator2-params-JMDFQGQ	6
glycine__s_1578-omicsintegrator2-params-2WECIOD	6
glycine__s_1578-omicsintegrator2-params-XLW3AU2	5
glycine__s_1578-omicsintegrator2-params-TK757XH	6
glycine__s_1578-omicsintegrator2-params-G3MKBIH	6
glycine__s_1578-omicsintegrator2-params-62LFP5D	5
glycine__s_1578-omicsintegrator2-params-QGDDCNR	6
glycine__s_1578-omicsintegrator2-params-BERGTKM	6
glycine__s_1578-omicsintegrator2-params-QUD5DGU	2
glycine__s_1578-omicsintegrator2-params-VUTDEKI	6
glycine__s_1578-omicsintegrator2-params-G5PCTWW	6
glycine__s_1578-omicsintegrator2-params-BLZ4Z5H	3
glycine__s_1578-omicsintegrator2-params-QA7UVT2	6
glycine__s_1578-omicsintegrator2-params-EUXS342	6
glycine__s_1578-omicsintegrator2-params-2ETE5TC	5
glycine__s_1578-omicsintegrator2-params-XQYZBRY	6
glycine__s_1578-omicsintegrator2-params-K44Y7SY	6
glycine__s_1578-omicsintegrator2-params-RIX5P6Y	2
glycine__s_1578-omicsintegrator2-params-KSSGLIJ	6
glycine__s_1578-omicsintegrator2-params-VOU2GLP	6
glycine__s_1578-omicsintegrator2-params-3XS3BUE	7
glycine__s_1578-omicsintegrator2-params-GWFZFC3	6
glycine__s_1578-omicsintegrator2-params-BBDIWEE	6
glycine__s_1578-omicsintegrator2-params-WSTZQ5T	8
glycine__s_1578-omicsintegrator2-params-FCBNYQN	6
glycine__s_1578-omicsintegrator2-params-ZK2ZPTQ	6
glycine__s_1578-omicsintegrator2-params-E7S3CYK	2
glycine__s_1578-omicsintegrator2-params-JDGM2QR	6
glycine__s_1578-omicsintegrator2-params-2VM5MQL	6
glycine__s_1578-omicsintegrator2-params-O2NMIFG	7
glycine__s_1578-omicsintegrator2-params-GIILIYF	6
glycine__s_1578-omicsintegrator2-params-DGG4UVF	6
glycine__s_1578-omicsintegrator2-params-CIOIRMT	7
