algorithm	labels
glycine__s_1578-omicsintegrator2-params-NIXQON6	7
glycine__s_1578-omicsintegrator2-params-I5EKII6	7
glycine__s_1578-omicsintegrator2-params-ON3OUHY	7
glycine__s_1578-omicsintegrator2-params-RCXKAY7	7
glycine__s_1578-omicsintegrator2-params-KMHTT5N	7
glycine__s_1578-omicsintegrator2-params-JHH34ZE	7
glycine__s_1578-omicsintegrator2-params-Z2C4Y5G	7
glycine__s_1578-omicsintegrator2-params-R2T74G3	7
glycine__s_1578-omicsintegrator2-params-O3SYN4K	7
glycine__s_1578-omicsintegrator2-params-K2CK6DC	4
glycine__s_1578-omicsintegrator2-params-ISZN2DE	4
glycine__s_1578-omicsintegrator2-params-J5QF4A3	3
glycine__s_1578-omicsintegrator2-params-ROZICUS	7
glycine__s_1578-omicsintegrator2-params-B6FPMEP	7
glycine__s_1578-omicsintegrator2-params-G6QWKUF	7
glycine__s_1578-omicsintegrator2-params-RNOITRI	7
glycine__s_1578-omicsintegrator2-params-24QHVS5	7
glycine__s_1578-omicsintegrator2-params-H5EGTCE	7
glycine__s_1578-omicsintegrator2-params-SX6MWZF	2
glycine__s_1578-omicsintegrator2-params-YYQQGSW	2
glycine__s_1578-omicsintegrator2-params-VKYXWNI	3
glycine__s_1578-omicsintegrator2-params-JMDFQGQ	2
glycine__s_1578-omicsintegrator2-params-2WECIOD	2
glycine__s_1578-omicsintegrator2-params-XLW3AU2	7
glycine__s_1578-omicsintegrator2-params-TK757XH	2
glycine__s_1578-omicsintegrator2-params-G3MKBIH	2
glycine__s_1578-omicsintegrator2-params-62LFP5D	7
glycine__s_1578-omicsintegrator2-params-QGDDCNR	2
glycine__s_1578-omicsintegrator2-params-BERGTKM	2
glycine__s_1578-omicsintegrator2-params-QUD5DGU	1
glycine__s_1578-omicsintegrator2-params-VUTDEKI	2
glycine__s_1578-omicsintegrator2-params-G5PCTWW	2
glycine__s_1578-omicsintegrator2-params-BLZ4Z5H	5
glycine__s_1578-omicsintegrator2-params-QA7UVT2	2
glycine__s_1578-omicsintegrator2-params-EUXS342	2
glycine__s_1578-omicsintegrator2-params-2ETE5TC	7
glycine__s_1578-omicsintegrator2-params-XQYZBRY	2
glycine__s_1578-omicsintegrator2-params-K44Y7SY	2
glycine__s_1578-omicsintegrator2-params-RIX5P6Y	1
glycine__s_1578-omicsintegrator2-params-KSSGLIJ	2
glycine__s_1578-omicsintegrator2-params-VOU2GLP	2
glycine__s_1578-omicsintegrator2-params-3XS3BUE	0
glycine__s_1578-omicsintegrator2-params-GWFZFC3	2
glycine__s_1578-omicsintegrator2-params-BBDIWEE	2
glycine__s_1578-omicsintegrator2-params-WSTZQ5T	6
glycine__s_1578-omicsintegrator2-params-FCBNYQN	2
glycine__s_1578-omicsintegrator2-params-ZK2ZPTQ	2
glycine__s_1578-omicsintegrator2-params-E7S3CYK	1
glycine__s_1578-omicsintegrator2-params-JDGM2QR	2
glycine__s_1578-omicsintegrator2-params-2VM5MQL	2
glycine__s_1578-omicsintegrator2-params-O2NMIFG	0
glycine__s_1578-omicsintegrator2-params-GIILIYF	2
glycine__s_1578-omicsintegrator2-params-DGG4UVF	2
glycine__s_1578-omicsintegrator2-params-CIOIRMT	0
