Node1	Node2	Frequency	Direction
HIBCH_HUMAN	SUCB2_HUMAN	0.37037037037037035	U
BODG_HUMAN	SUCB2_HUMAN	0.3333333333333333	U
BODG_HUMAN	chebi:30915	0.3333333333333333	U
chebi:16015	chebi:30915	0.3333333333333333	U
chebi:16015	chebi:21260	0.05555555555555555	U
chebi:21260	chebi:30915	0.05555555555555555	U
3HIDH_HUMAN	HIBCH_HUMAN	0.037037037037037035	U
3HIDH_HUMAN	chebi:27821	0.037037037037037035	U
NIT2_HUMAN	RNT2_HUMAN	0.037037037037037035	U
RNT2_HUMAN	SUCB2_HUMAN	0.037037037037037035	U
chebi:27821	chebi:33094	0.037037037037037035	U
NIT2_HUMAN	chebi:30882	0.037037037037037035	U
chebi:30882	chebi:30915	0.037037037037037035	U
chebi:30915	chebi:33094	0.037037037037037035	U
