algorithm	labels
primary_bi_3795-omicsintegrator2-params-NIXQON6	3
primary_bi_3795-omicsintegrator2-params-I5EKII6	3
primary_bi_3795-omicsintegrator2-params-ON3OUHY	3
primary_bi_3795-omicsintegrator2-params-RCXKAY7	3
primary_bi_3795-omicsintegrator2-params-KMHTT5N	3
primary_bi_3795-omicsintegrator2-params-JHH34ZE	3
primary_bi_3795-omicsintegrator2-params-Z2C4Y5G	3
primary_bi_3795-omicsintegrator2-params-R2T74G3	3
primary_bi_3795-omicsintegrator2-params-O3SYN4K	3
primary_bi_3795-omicsintegrator2-params-K2CK6DC	1
primary_bi_3795-omicsintegrator2-params-ISZN2DE	2
primary_bi_3795-omicsintegrator2-params-J5QF4A3	4
primary_bi_3795-omicsintegrator2-params-ROZICUS	3
primary_bi_3795-omicsintegrator2-params-B6FPMEP	3
primary_bi_3795-omicsintegrator2-params-G6QWKUF	3
primary_bi_3795-omicsintegrator2-params-RNOITRI	3
primary_bi_3795-omicsintegrator2-params-24QHVS5	3
primary_bi_3795-omicsintegrator2-params-H5EGTCE	3
primary_bi_3795-omicsintegrator2-params-SX6MWZF	5
primary_bi_3795-omicsintegrator2-params-YYQQGSW	7
primary_bi_3795-omicsintegrator2-params-VKYXWNI	6
primary_bi_3795-omicsintegrator2-params-JMDFQGQ	5
primary_bi_3795-omicsintegrator2-params-2WECIOD	7
primary_bi_3795-omicsintegrator2-params-XLW3AU2	7
primary_bi_3795-omicsintegrator2-params-TK757XH	5
primary_bi_3795-omicsintegrator2-params-G3MKBIH	7
primary_bi_3795-omicsintegrator2-params-62LFP5D	3
primary_bi_3795-omicsintegrator2-params-QGDDCNR	5
primary_bi_3795-omicsintegrator2-params-BERGTKM	7
primary_bi_3795-omicsintegrator2-params-QUD5DGU	6
primary_bi_3795-omicsintegrator2-params-VUTDEKI	5
primary_bi_3795-omicsintegrator2-params-G5PCTWW	7
primary_bi_3795-omicsintegrator2-params-BLZ4Z5H	7
primary_bi_3795-omicsintegrator2-params-QA7UVT2	5
primary_bi_3795-omicsintegrator2-params-EUXS342	7
primary_bi_3795-omicsintegrator2-params-2ETE5TC	7
primary_bi_3795-omicsintegrator2-params-XQYZBRY	5
primary_bi_3795-omicsintegrator2-params-K44Y7SY	7
primary_bi_3795-omicsintegrator2-params-RIX5P6Y	6
primary_bi_3795-omicsintegrator2-params-KSSGLIJ	5
primary_bi_3795-omicsintegrator2-params-VOU2GLP	7
primary_bi_3795-omicsintegrator2-params-3XS3BUE	7
primary_bi_3795-omicsintegrator2-params-GWFZFC3	5
primary_bi_3795-omicsintegrator2-params-BBDIWEE	7
primary_bi_3795-omicsintegrator2-params-WSTZQ5T	7
primary_bi_3795-omicsintegrator2-params-FCBNYQN	5
primary_bi_3795-omicsintegrator2-params-ZK2ZPTQ	7
primary_bi_3795-omicsintegrator2-params-E7S3CYK	6
primary_bi_3795-omicsintegrator2-params-JDGM2QR	5
primary_bi_3795-omicsintegrator2-params-2VM5MQL	7
primary_bi_3795-omicsintegrator2-params-O2NMIFG	7
primary_bi_3795-omicsintegrator2-params-GIILIYF	5
primary_bi_3795-omicsintegrator2-params-DGG4UVF	7
primary_bi_3795-omicsintegrator2-params-CIOIRMT	7
