algorithm	labels
metabolism_6798-omicsintegrator2-params-NIXQON6	4
metabolism_6798-omicsintegrator2-params-I5EKII6	4
metabolism_6798-omicsintegrator2-params-ON3OUHY	4
metabolism_6798-omicsintegrator2-params-RCXKAY7	4
metabolism_6798-omicsintegrator2-params-KMHTT5N	4
metabolism_6798-omicsintegrator2-params-JHH34ZE	4
metabolism_6798-omicsintegrator2-params-Z2C4Y5G	4
metabolism_6798-omicsintegrator2-params-R2T74G3	4
metabolism_6798-omicsintegrator2-params-O3SYN4K	4
metabolism_6798-omicsintegrator2-params-K2CK6DC	2
metabolism_6798-omicsintegrator2-params-ISZN2DE	2
metabolism_6798-omicsintegrator2-params-J5QF4A3	4
metabolism_6798-omicsintegrator2-params-ROZICUS	2
metabolism_6798-omicsintegrator2-params-B6FPMEP	2
metabolism_6798-omicsintegrator2-params-G6QWKUF	4
metabolism_6798-omicsintegrator2-params-RNOITRI	3
metabolism_6798-omicsintegrator2-params-24QHVS5	2
metabolism_6798-omicsintegrator2-params-H5EGTCE	4
metabolism_6798-omicsintegrator2-params-SX6MWZF	3
metabolism_6798-omicsintegrator2-params-YYQQGSW	3
metabolism_6798-omicsintegrator2-params-VKYXWNI	8
metabolism_6798-omicsintegrator2-params-JMDFQGQ	3
metabolism_6798-omicsintegrator2-params-2WECIOD	3
metabolism_6798-omicsintegrator2-params-XLW3AU2	4
metabolism_6798-omicsintegrator2-params-TK757XH	3
metabolism_6798-omicsintegrator2-params-G3MKBIH	3
metabolism_6798-omicsintegrator2-params-62LFP5D	4
metabolism_6798-omicsintegrator2-params-QGDDCNR	3
metabolism_6798-omicsintegrator2-params-BERGTKM	3
metabolism_6798-omicsintegrator2-params-QUD5DGU	6
metabolism_6798-omicsintegrator2-params-VUTDEKI	3
metabolism_6798-omicsintegrator2-params-G5PCTWW	3
metabolism_6798-omicsintegrator2-params-BLZ4Z5H	7
metabolism_6798-omicsintegrator2-params-QA7UVT2	3
metabolism_6798-omicsintegrator2-params-EUXS342	3
metabolism_6798-omicsintegrator2-params-2ETE5TC	7
metabolism_6798-omicsintegrator2-params-XQYZBRY	3
metabolism_6798-omicsintegrator2-params-K44Y7SY	3
metabolism_6798-omicsintegrator2-params-RIX5P6Y	6
metabolism_6798-omicsintegrator2-params-KSSGLIJ	3
metabolism_6798-omicsintegrator2-params-VOU2GLP	3
metabolism_6798-omicsintegrator2-params-3XS3BUE	5
metabolism_6798-omicsintegrator2-params-GWFZFC3	3
metabolism_6798-omicsintegrator2-params-BBDIWEE	3
metabolism_6798-omicsintegrator2-params-WSTZQ5T	5
metabolism_6798-omicsintegrator2-params-FCBNYQN	3
metabolism_6798-omicsintegrator2-params-ZK2ZPTQ	3
metabolism_6798-omicsintegrator2-params-E7S3CYK	6
metabolism_6798-omicsintegrator2-params-JDGM2QR	3
metabolism_6798-omicsintegrator2-params-2VM5MQL	3
metabolism_6798-omicsintegrator2-params-O2NMIFG	1
metabolism_6798-omicsintegrator2-params-GIILIYF	3
metabolism_6798-omicsintegrator2-params-DGG4UVF	3
metabolism_6798-omicsintegrator2-params-CIOIRMT	1
