Node1	Node2	Frequency	Direction
KPCD1_HUMAN	PI42A_HUMAN	0.48148148148148145	U
PI42A_HUMAN	PK3CB_HUMAN	0.6851851851851852	U
PI42A_HUMAN	PK3CD_HUMAN	0.6851851851851852	U
CDIPT_HUMAN	PI4KB_HUMAN	0.6666666666666666	U
KPCD1_HUMAN	PI4KB_HUMAN	0.48148148148148145	U
PI42A_HUMAN	PK3CA_HUMAN	0.6851851851851852	U
CDIPT_HUMAN	chebi:17268	0.6851851851851852	U
chebi:17268	chebi:18384	0.7037037037037037	U
chebi:17816	chebi:18384	0.7037037037037037	U
FYV1_HUMAN	chebi:16851	0.6481481481481481	U
FYV1_HUMAN	MTM1_HUMAN	0.5555555555555556	U
MTM1_HUMAN	PI4KB_HUMAN	0.5555555555555556	U
chebi:15346	chebi:15351	0.4444444444444444	U
chebi:17816	chebi:26078	0.4444444444444444	U
chebi:15351	chebi:26078	0.4444444444444444	U
I5P2_HUMAN	PI42A_HUMAN	0.12962962962962962	U
I5P2_HUMAN	PI4KB_HUMAN	0.12962962962962962	U
chebi:15346	chebi:28914	0.07407407407407407	U
chebi:16749	chebi:17268	0.07407407407407407	U
chebi:16749	chebi:28914	0.07407407407407407	U
chebi:15346	chebi:6030	0.07407407407407407	U
chebi:15351	chebi:6030	0.07407407407407407	U
