Node1	Node2	Frequency	Direction
CDIPT_HUMAN	chebi:17962	0.6481481481481481	U
INP4B_HUMAN	chebi:28858	0.7037037037037037	U
INPP_HUMAN	chebi:28858	0.7222222222222222	U
CDIPT_HUMAN	PK3C3_HUMAN	0.48148148148148145	U
FYV1_HUMAN	chebi:17283	0.7037037037037037	U
INP4B_HUMAN	chebi:17283	0.24074074074074073	U
PK3C3_HUMAN	chebi:17283	0.7037037037037037	U
INPP_HUMAN	chebi:17816	0.7222222222222222	U
chebi:17816	chebi:18384	0.7222222222222222	U
INP4B_HUMAN	P3C2G_HUMAN	0.46296296296296297	U
I5P2_HUMAN	P3C2G_HUMAN	0.6851851851851852	U
P3C2G_HUMAN	chebi:16152	0.6851851851851852	U
P3C2G_HUMAN	chebi:17526	0.6851851851851852	U
chebi:16152	chebi:17283	0.6851851851851852	U
chebi:17268	chebi:17962	0.16666666666666666	U
chebi:17268	chebi:18384	0.16666666666666666	U
