NODEID	prize
chebi:17561	1.0
chebi:80649	1.0
GSTM5_HUMAN	1.0
chebi:15428	1.0
GSTA5_HUMAN	1.0
TXD12_HUMAN	1.0
OPLA_HUMAN	1.0
RIR1_HUMAN	1.0
chebi:17792	1.0
AMPL_HUMAN	1.0
chebi:61051	1.0
GGT5_HUMAN	1.0
chebi:18059	1.0
chebi:17858	1.0
MGST2_HUMAN	1.0
GSTM4_HUMAN	1.0
GSTO2_HUMAN	1.0
chebi:47910	1.0
chebi:17690	1.0
