NODEID	prize
ADH1G_HUMAN	1.0
chebi:80554	1.0
CP2B6_HUMAN	1.0
UDB17_HUMAN	1.0
chebi:16830	1.0
chebi:80553	1.0
CP2AD_HUMAN	1.0
chebi:80647	1.0
chebi:44616	1.0
AOC2_HUMAN	1.0
chebi:17659	1.0
UD17_HUMAN	1.0
UD2A2_HUMAN	1.0
UD110_HUMAN	1.0
chebi:1864	1.0
ADH6_HUMAN	1.0
chebi:41774	1.0
chebi:80605	1.0
CP2CI_HUMAN	1.0
chebi:80557	1.0
AOXA_HUMAN	1.0
chebi:6441	1.0
UD16_HUMAN	1.0
chebi:63825	1.0
UD18_HUMAN	1.0
AL3A1_HUMAN	1.0
