NODEID	prize
PA21B_HUMAN	1.0
chebi:16728	1.0
chebi:52603	1.0
MBOA1_HUMAN	1.0
chebi:16337	1.0
chebi:16761	1.0
PA2G3_HUMAN	1.0
JMJD7-PLA2G4B	1.0
PLD1_HUMAN	1.0
chebi:15346	1.0
chebi:35366	1.0
LGAT1_HUMAN	1.0
CHLE_HUMAN	1.0
chebi:17517	1.0
chebi:17815	1.0
chebi:62747	1.0
chebi:15366	1.0
PTSS1_HUMAN	1.0
MBOA7_HUMAN	1.0
