NODEID	prize
chebi:80580	1.0
chebi:17170	1.0
chebi:80599	1.0
chebi:80635	1.0
FMO2	1.0
chebi:1831	1.0
chebi:6456	1.0
CP2CJ_HUMAN	1.0
UD15_HUMAN	1.0
chebi:39867	1.0
GSTA3_HUMAN	1.0
AOFB_HUMAN	1.0
AOC2_HUMAN	1.0
chebi:80560	1.0
GSTM1_HUMAN	1.0
chebi:1864	1.0
AOXA_HUMAN	1.0
UD2A2_HUMAN	1.0
chebi:63825	1.0
CP2CI_HUMAN	1.0
UDB11_HUMAN	1.0
chebi:80596	1.0
UD13_HUMAN	1.0
MGST3_HUMAN	1.0
UDB28_HUMAN	1.0
chebi:222828	1.0
