NODEID	prize
chebi:17013	1.0
chebi:15698	1.0
TUT4_HUMAN	1.0
chebi:16742	1.0
DPOG2_HUMAN	1.0
chebi:15713	1.0
chebi:17594	1.0
CDD_HUMAN	1.0
chebi:16311	1.0
KITM_HUMAN	1.0
chebi:27791	1.0
DPOLA_HUMAN	1.0
chebi:16450	1.0
DPOE1_HUMAN	1.0
chebi:17025	1.0
TYPH_HUMAN	1.0
DPOG1_HUMAN	1.0
chebi:16284	1.0
chebi:16695	1.0
