NODEID	prize
BUP1_HUMAN	1.0
chebi:44884	1.0
CP2AD_HUMAN	1.0
DPYD_HUMAN	1.0
chebi:80626	1.0
ARY2_HUMAN	1.0
chebi:26078	1.0
chebi:31348	1.0
UD15_HUMAN	1.0
chebi:80762	1.0
UD17_HUMAN	1.0
chebi:7207	1.0
EST5A_HUMAN	1.0
XDH_HUMAN	1.0
EST2_HUMAN	1.0
TYPH_HUMAN	1.0
UD2B4_HUMAN	1.0
chebi:28279	1.0
chebi:80624	1.0
chebi:80609	1.0
chebi:80608	1.0
