gene_name,entry_name
UGT1A7,Q9H3G2_HUMAN
UGT1A7,Q9H3G0_HUMAN
UGT1A7,Q96PP1_HUMAN
UGT1A7,Q5K632_HUMAN
UGT1A7,Q5K674_HUMAN
UGT1A7,Q5K672_HUMAN
UGT1A7,H0Y8D7_HUMAN
UGT1A7,Q96DH9_HUMAN
CYP39A1,CP39A_HUMAN
CYP39A1,A0A087WTD2_HUMAN
ALG9,ALG9_HUMAN
ALG9,A0A0S2Z5N6_HUMAN
ALG9,A0A087WTZ3_HUMAN
ALG9,A0A087WX16_HUMAN
ALG9,A0A087WZY8_HUMAN
ALG9,A0A087WVC0_HUMAN
ALG9,H0YCW6_HUMAN
ALG9,H0YEX8_HUMAN
ALG9,H0YF48_HUMAN
FAXDC2,FXDC2_HUMAN
FAXDC2,E5RH66_HUMAN
FAXDC2,E5RFJ7_HUMAN
FAXDC2,E5RJQ9_HUMAN
FAXDC2,E5RK16_HUMAN
FAXDC2,E5RJN8_HUMAN
FAXDC2,E5RK01_HUMAN
FAXDC2,E5RIK6_HUMAN
FAXDC2,E5RH84_HUMAN
NT5C2,5NTC_HUMAN
NT5C2,S4R3A6_HUMAN
NT5C2,A0A6Q8PEZ2_HUMAN
NT5C2,A0A6Q8PHB5_HUMAN
NT5C2,A0A6Q8PFH2_HUMAN
NT5C2,H0YHR8_HUMAN
NT5C2,S4R3E7_HUMAN
NT5C2,Q5JUV6_HUMAN
NT5C2,A0A6Q8PF50_HUMAN
NT5C2,A0A6Q8PG36_HUMAN
NT5C2,A0A6Q8PHP0_HUMAN
HAGH,GLO2_HUMAN
HAGH,H3BPK3_HUMAN
HAGH,H3BV79_HUMAN
HAGH,H3BQW8_HUMAN
HAGH,H3BPQ4_HUMAN
SHMT1,GLYC_HUMAN
SHMT1,J3KRK5_HUMAN
SHMT1,J3KRZ5_HUMAN
DHRS3,DHRS3_HUMAN
DHRS3,A0AAQ5BI35_HUMAN
DHRS3,A0AAQ5BI81_HUMAN
DHRS3,Q5SUY4_HUMAN
DHRS3,Q0QD44_HUMAN
DHRS3,A0A087WTY3_HUMAN
GLA,AGAL_HUMAN
GLA,A0A3B3IRU3_HUMAN
GLA,Q53Y83_HUMAN
GLA,A0A669KB83_HUMAN
GLA,A0A6Q8PGG0_HUMAN
GLA,A0A6Q8PHM8_HUMAN
GLA,A0A6Q8PHD1_HUMAN
GLA,V9GYN5_HUMAN
GLA,A0A6Q8PFA9_HUMAN
GLA,A0A0S3Q2A7_HUMAN
GLA,A0AA34QW02_HUMAN
GLA,A0A3B3IUC4_HUMAN
HSD3B7,3BHS7_HUMAN
HSD3B7,I3L2H6_HUMAN
HSD3B7,I3L2Q9_HUMAN
PEMT,PEMT_HUMAN
PEMT,J3KTR2_HUMAN
PEMT,Q71UY0_HUMAN
PEMT,D3YTC7_HUMAN
PEMT,J3QLU8_HUMAN
PLA2G3,PA2G3_HUMAN
SCD5,SCD5_HUMAN
SCD5,Q9BSN4_HUMAN
SCD5,Q86UC8_HUMAN
UGT1A8,UD18_HUMAN
UGT1A8,A9JQZ1_HUMAN
UGT1A8,Q5DSZ6_HUMAN
UGT1A8,A9JQZ2_HUMAN
UGT1A8,A9JQZ4_HUMAN
AACS,AACS_HUMAN
AACS,L8ECK1_HUMAN
AACS,A0A5A4UB59_HUMAN
AACS,E7EW25_HUMAN
AACS,Q49AJ4_HUMAN
GYS2,GYS2_HUMAN
MAOB,AOFB_HUMAN
MAOB,Q8TBI1_HUMAN
POFUT1,OFUT1_HUMAN
POFUT1,A0A9L9PX68_HUMAN
POFUT1,A0A9L9PY15_HUMAN
ALDH1L2,AL1L2_HUMAN
ALDH1L2,A0A494C1M4_HUMAN
ALDH1L2,H0YHN9_HUMAN
YARS2,SYYM_HUMAN
YARS2,H0YHS6_HUMAN
POLD1,DPOD1_HUMAN
POLD1,A0A2R8Y7K6_HUMAN
POLD1,M0QXQ2_HUMAN
POLD1,M0QZR8_HUMAN
POLD1,A0A087WYJ2_HUMAN
POLD1,A0A2R8Y705_HUMAN
POLD1,M0QXE6_HUMAN
POLD1,M0R2B7_HUMAN
POLD1,M0R2J2_HUMAN
HIBADH,3HIDH_HUMAN
HIBADH,F8WET2_HUMAN
HIBADH,H7BZL2_HUMAN
NT5E,5NTD_HUMAN
NT5E,Q53Z63_HUMAN
NT5E,Q96B60_HUMAN
NT5E,H0Y3X5_HUMAN
NT5E,H0Y7R7_HUMAN
NT5E,Q6NZX3_HUMAN
NME5,NDK5_HUMAN
NME5,A0A0S2Z4M0_HUMAN
NME5,A0A0S2Z4L9_HUMAN
FADS2,FADS2_HUMAN
FADS2,E5RGD8_HUMAN
FADS2,E5RHL3_HUMAN
FADS2,E5RGZ5_HUMAN
FADS2,L8E950_HUMAN
ACACA,ACACA_HUMAN
ACACA,A0A087X0W4_HUMAN
ACACA,A0A087WYS8_HUMAN
ACACA,A0A087WYK6_HUMAN
ACACA,A0A087WVR6_HUMAN
ACACA,A0A087WWN5_HUMAN
ACACA,A0A0C4DGT1_HUMAN
ACACA,Q59FY4_HUMAN
ACACA,A0A087X126_HUMAN
ACACA,A0A087X2F8_HUMAN
ACACA,L8EAV0_HUMAN
ACACA,Q7Z5W8_HUMAN
AZIN2,AZIN2_HUMAN
AZIN2,A0A494BZU1_HUMAN
FASN,FAS_HUMAN
FASN,Q6PJJ3_HUMAN
FASN,A0A0U1RRG3_HUMAN
FASN,A0A1B0GVK4_HUMAN
FASN,A0A1B0GWG8_HUMAN
FASN,J3KTF0_HUMAN
FASN,A0A0U1RQF0_HUMAN
FASN,A0A1B0GTR5_HUMAN
ACSS2,ACSA_HUMAN
ACSS2,B4DEH9_HUMAN
ACSS2,F8WBQ7_HUMAN
ACSS2,C9JY31_HUMAN
ACSS2,C9J7L5_HUMAN
ACSS2,C9JXD9_HUMAN
ACSS2,Q96FY7_HUMAN
ACSS2,F8WDJ9_HUMAN
ACSS2,F8WC73_HUMAN
ACSS2,Q4G0E8_HUMAN
ACSS2,F8WCJ4_HUMAN
ACSS2,C9IYL0_HUMAN
ACSS2,Q6DKJ3_HUMAN
BCHE,CHLE_HUMAN
BCHE,Q96HL2_HUMAN
BCHE,F8WEX7_HUMAN
BCHE,F8WF14_HUMAN
BCHE,H7C4Y0_HUMAN
BCHE,H0Y885_HUMAN
INPP5J,PI5PA_HUMAN
INPP5J,B5MBZ3_HUMAN
INPP5J,C9K0M5_HUMAN
INPP5J,B5MCL8_HUMAN
INPP5J,A0AAQ5BIH3_HUMAN
INPP5J,C9J0H5_HUMAN
INPP5J,A0AAQ5BIH4_HUMAN
INPP5J,A0AAZ3TA57_HUMAN
MGST1,MGST1_HUMAN
MGST1,F5H760_HUMAN
MGST1,F5H7F6_HUMAN
MGST1,F5H613_HUMAN
MGST1,Q6LET6_HUMAN
MGST1,F5GX73_HUMAN
MGST1,F5H6X2_HUMAN
LPCAT2,PCAT2_HUMAN
LPCAT2,H3BU68_HUMAN
GNE,GLCNE_HUMAN
GNE,Q6QNY5_HUMAN
GNE,Q6QNY6_HUMAN
GNE,Q6QNY7_HUMAN
GNE,A0A7I2SU25_HUMAN
HSD17B10,HCD2_HUMAN
HSD17B10,A0A0S2Z410_HUMAN
HSD17B10,Q5H928_HUMAN
HSD17B10,A0A0S2Z434_HUMAN
HSD17B10,A0A804HHW5_HUMAN
ACHE,ACES_HUMAN
ACHE,A0A6M6AM29_HUMAN
ACHE,A0A411EXG3_HUMAN
ACHE,F8WD68_HUMAN
ACHE,C9JZL6_HUMAN
ACHE,A0A166IZM7_HUMAN
ACHE,A0A2S1KLT7_HUMAN
ACHE,Q6TQD3_HUMAN
ACHE,A0A411EXG9_HUMAN
ACHE,C9J2S3_HUMAN
ACHE,A0A498U6H7_HUMAN
ACHE,F8WD34_HUMAN
ACHE,C9JD78_HUMAN
ACHE,Q13697_HUMAN
ACHE,F8WAR7_HUMAN
AKR1C4,AK1C4_HUMAN
NAPRT,PNCB_HUMAN
NAPRT,A0A087WUT5_HUMAN
NAPRT,G5E977_HUMAN
NAPRT,H0YDA6_HUMAN
NAPRT,C9J8U2_HUMAN
NAPRT,H0YF31_HUMAN
TREH,TREA_HUMAN
TREH,L0R6S2_HUMAN
TREH,A0A087WTJ4_HUMAN
AKR1B1,ALDR_HUMAN
AKR1B1,E9PCX2_HUMAN
AKR1B1,E9PEF9_HUMAN
SUCLG1,SUCA_HUMAN
SUCLG1,Q6IAL5_HUMAN
SUCLG1,H7C233_HUMAN
SUCLG1,B2R8A1_HUMAN
SUCLG1,A8K4W7_HUMAN
SUCLG1,A0A494C0D1_HUMAN
PFKP,PFKAP_HUMAN
PFKP,A0A7I2V3Z0_HUMAN
PFKP,A0A7I2V5S1_HUMAN
PFKP,V9GY25_HUMAN
PFKP,Q5VSR5_HUMAN
PFKP,A0A8V8TMY4_HUMAN
PFKP,A0A7I2YQB6_HUMAN
PFKP,B1APP6_HUMAN
PFKP,Q49A78_HUMAN
PFKP,V9GYV7_HUMAN
PFKP,H0Y757_HUMAN
PFKP,H0Y3Y3_HUMAN
CTPS1,PYRG1_HUMAN
CTPS1,A0A8Q3WL12_HUMAN
CTPS1,B4E1E0_HUMAN
CTPS1,A0A3B3IRI2_HUMAN
CTPS1,A0A3B3IRQ8_HUMAN
CTPS1,A0A8Q3WKZ7_HUMAN
CTPS1,A0A3B3ITB8_HUMAN
CTPS1,A0A3B3ITH9_HUMAN
CTPS1,A0A3B3ISY3_HUMAN
CTPS1,A0A3B3ITF6_HUMAN
CTPS1,A0A8Q3WL00_HUMAN
CTPS1,A0A8Q3WL40_HUMAN
ALDH6A1,MMSA_HUMAN
ALDH6A1,G3V4Z4_HUMAN
NME2,NDKB_HUMAN
NME2,Q6FHN3_HUMAN
NME2,F6XY72_HUMAN
PYGM,PYGM_HUMAN
PYGM,A0A0M4FEM1_HUMAN
PGS1,PGPS1_HUMAN
PGS1,K7EL44_HUMAN
PGS1,K7EPX0_HUMAN
PGS1,K7ELT9_HUMAN
PGS1,K7EJP6_HUMAN
PGS1,K7EQF5_HUMAN
PGS1,U3KQD9_HUMAN
PGS1,K7EQ89_HUMAN
DHRS4,DHRS4_HUMAN
DHRS4,F5GWZ1_HUMAN
DHRS4,H0YNP7_HUMAN
HPRT1,HPRT_HUMAN
HPRT1,A0A140VJL3_HUMAN
HPRT1,A0A0H3YEQ7_HUMAN
HPRT1,Q6LET3_HUMAN
COMT,COMT_HUMAN
COMT,A0A4D6GI32_HUMAN
COMT,F2WW53_HUMAN
COMT,A0A4D6GI63_HUMAN
COMT,A0A4D6GL01_HUMAN
COMT,A0A4D6GI65_HUMAN
COMT,A0A286SD53_HUMAN
COMT,A0A4D6GI75_HUMAN
COMT,A0A4D6GIA3_HUMAN
COMT,A0A4D6GI41_HUMAN
COMT,A0A4D6GKQ6_HUMAN
COMT,A0A4D6GIK3_HUMAN
COMT,A0A4D6GI82_HUMAN
COMT,E7EMS6_HUMAN
COMT,F8WBW9_HUMAN
COMT,A3F7Q5_HUMAN
COMT,A3F7Q6_HUMAN
COMT,A0A4D6GI07_HUMAN
COMT,A3F6Y9_HUMAN
COMT,A0A7I2V3G7_HUMAN
COMT,A0A1S6YJG6_HUMAN
COMT,A0A7I2V370_HUMAN
COMT,B8XPJ7_HUMAN
COMT,A0A4D6GL81_HUMAN
COMT,B8XPJ8_HUMAN
COMT,A0A4D6GKX6_HUMAN
COMT,A0A4D6GI39_HUMAN
COMT,E7EUU8_HUMAN
COMT,H7BZ45_HUMAN
COMT,A0A4D6GI48_HUMAN
COMT,F2WW55_HUMAN
COMT,A0A4D6GIW7_HUMAN
COMT,A0A4D6GIL3_HUMAN
COMT,A0A4D6GL07_HUMAN
ENO1,ENOA_HUMAN
ENO1,K7ERS8_HUMAN
ENO1,A4QMW8_HUMAN
ENO1,A0A2R8Y6G6_HUMAN
ENO1,A0A2R8YEG5_HUMAN
ENO1,A0A2R8Y798_HUMAN
ENO1,A0A2R8YEM5_HUMAN
ENO1,A0A2R8Y6I8_HUMAN
ENO1,A0A2R8Y879_HUMAN
ENO1,K7EM90_HUMAN
NMRK1,NRK1_HUMAN
NMRK1,B3KN26_HUMAN
NMRK1,Q5W125_HUMAN
FUT4,FUT4_HUMAN
EPHX2,HYES_HUMAN
EPHX2,H0YAW7_HUMAN
EPHX2,E5RI53_HUMAN
EPHX2,E5RFU2_HUMAN
EPHX2,E5RFH6_HUMAN
PLA2G2E,PA2GE_HUMAN
GBA,A0A068F658_HUMAN
MGAT3,MGAT3_HUMAN
MGAT3,B0QY92_HUMAN
MGAT3,B0QY93_HUMAN
PARS2,SYPM_HUMAN
CSAD,CSAD_HUMAN
CSAD,F6XLJ2_HUMAN
CSAD,H3BTP4_HUMAN
CSAD,E9PFW9_HUMAN
CSAD,F8VV11_HUMAN
CSAD,F8WCW3_HUMAN
CSAD,J3KPG9_HUMAN
CSAD,C9JTU8_HUMAN
CSAD,Q86V02_HUMAN
CSAD,H3BQ59_HUMAN
HADHA,ECHA_HUMAN
HADHA,A0A2R8YDM1_HUMAN
HADHA,A0A2R8Y4E0_HUMAN
HADHA,A0A2R8Y688_HUMAN
HADHA,H0YFD6_HUMAN
HADHA,A0A2R8Y4F5_HUMAN
HADHA,A0A2R8YG21_HUMAN
PRDX4,PRDX4_HUMAN
PRDX4,H7C3T4_HUMAN
PRDX4,A6NG45_HUMAN
PRDX4,A6NJJ0_HUMAN
GSTO1,GSTO1_HUMAN
GSTO1,Q5TA01_HUMAN
GSTO1,Q5TA02_HUMAN
LSS,LSS_HUMAN
LSS,H7C3A5_HUMAN
LSS,A0A0G2JQD0_HUMAN
LSS,A0A0G2JS81_HUMAN
LSS,C9J315_HUMAN
MDH1,MDHC_HUMAN
MDH1,F8WFC2_HUMAN
MDH1,B8ZZ51_HUMAN
MDH1,C9JF79_HUMAN
MDH1,C9IZI0_HUMAN
MDH1,C9JRL4_HUMAN
MDH1,A0A5K1VW95_HUMAN
MDH1,B9A041_HUMAN
MDH1,C9JLV6_HUMAN
PDXP,PLPP_HUMAN
PDXP,A0A024R1I3_HUMAN
PDXP,B1AHD3_HUMAN
PIK3C2B,P3C2B_HUMAN
PIK3C2B,A2RUF7_HUMAN
PIK3C2B,F5GWN5_HUMAN
PIK3C2B,Q5SW97_HUMAN
PIK3C2B,Q5SW98_HUMAN
PIK3C2B,Q5SWA0_HUMAN
PIK3C2B,B7ZM86_HUMAN
ST6GALNAC6,SIA7F_HUMAN
ST6GALNAC6,A0A0S2Z653_HUMAN
ST6GALNAC6,A0A0S2Z5G9_HUMAN
ST6GALNAC6,B4DU80_HUMAN
ST6GALNAC6,F6SGE3_HUMAN
SULT2B1,ST2B1_HUMAN
PDE11A,PDE11_HUMAN
PDE11A,H0Y6P9_HUMAN
PDE11A,H7C4D0_HUMAN
PDE11A,Q53S13_HUMAN
PDE11A,Q53S07_HUMAN
PDE11A,F8WDQ4_HUMAN
PDE11A,E9LCZ3_HUMAN
PDE11A,E9LCZ2_HUMAN
REV3L,REV3L_HUMAN
REV3L,F2Z3A1_HUMAN
REV3L,C4B7Q4_HUMAN
REV3L,H0Y5T4_HUMAN
REV3L,C4TNX2_HUMAN
REV3L,C4TNX1_HUMAN
REV3L,C4TNX0_HUMAN
ALG12,ALG12_HUMAN
ALG12,H7C5R7_HUMAN
ALG12,H7C4I6_HUMAN
ST6GALNAC5,SIA7E_HUMAN
ST6GALNAC5,F2Z2C8_HUMAN
ST6GALNAC5,V5N4G2_HUMAN
PIGG,PIGG_HUMAN
PIGG,D6R9J9_HUMAN
PIGG,E7EWV1_HUMAN
PIGG,D6RC16_HUMAN
PIGG,D6RD39_HUMAN
PIGG,E7EM50_HUMAN
PIGG,D6RFE8_HUMAN
FPGS,FOLC_HUMAN
FPGS,Q5JU23_HUMAN
FPGS,Q96DJ7_HUMAN
FPGS,Q96DJ6_HUMAN
FPGS,Q96LE3_HUMAN
FPGS,Q5JU21_HUMAN
FPGS,L8E999_HUMAN
FPGS,Q5JU20_HUMAN
FPGS,Q96LE4_HUMAN
SGMS1,SMS1_HUMAN
SGMS1,E6ZCI6_HUMAN
SGMS1,C0MHM2_HUMAN
SGMS1,E6ZCI7_HUMAN
SGMS1,U3KQ11_HUMAN
SGMS1,R4GNI5_HUMAN
GSTM3,GSTM3_HUMAN
GSTM3,Q6FGJ9_HUMAN
GSTM3,A4UJ43_HUMAN
CHST11,CHSTB_HUMAN
CHST11,F8VXK3_HUMAN
CHST11,F8VRG6_HUMAN
CHST11,F8VXK7_HUMAN
PFKFB4,F264_HUMAN
PFKFB4,Q66S35_HUMAN
PFKFB4,C9K0D8_HUMAN
PFKFB4,C9JJ23_HUMAN
PFKFB4,F8WC12_HUMAN
PFKFB4,C9JX77_HUMAN
PFKFB4,F8WDY1_HUMAN
OGDHL,OGDHL_HUMAN
TYMP,TYPH_HUMAN
TYMP,E5KRG5_HUMAN
TYMP,C9JGI3_HUMAN
TYMP,A0A494BZZ4_HUMAN
TYMP,A0A494C0L6_HUMAN
TYMP,A0A494C0L3_HUMAN
TYMP,A0A0S2Z488_HUMAN
TYMP,A0A0S2Z3P7_HUMAN
TYMP,A0A494C0A4_HUMAN
TYMP,A0A494C1L9_HUMAN
TYMP,A0A494C1N7_HUMAN
PPOX,PPOX_HUMAN
PPOX,D3DVG2_HUMAN
PPOX,H0YFP3_HUMAN
PPOX,A0A494C146_HUMAN
PPOX,Q96RP0_HUMAN
PPOX,Q96TC9_HUMAN
PPOX,A0A494C1M8_HUMAN
PPOX,F5H1I5_HUMAN
PPOX,A0A494C0C8_HUMAN
PPOX,A0A494C0D4_HUMAN
PPOX,A0A494C0L4_HUMAN
PPOX,Q96SE3_HUMAN
PPOX,F5GZT7_HUMAN
PPOX,A0A494C134_HUMAN
PPOX,A0A1W2PQM0_HUMAN
PPOX,A0A1W2PPA5_HUMAN
PPOX,H0YFE1_HUMAN
PPOX,A0A1W2PRF9_HUMAN
PPOX,A0A494C0M9_HUMAN
PPOX,F5H825_HUMAN
PPOX,A0A1W2PNH4_HUMAN
ALG8,ALG8_HUMAN
ALG8,A0A7P0TAA1_HUMAN
ALG8,A0A024R5K5_HUMAN
ALG8,A0A7P0T9F4_HUMAN
ALG8,A0A7P0TAA8_HUMAN
ALG8,A0A7P0T9A3_HUMAN
ALG8,E9PR58_HUMAN
ALG8,A0A7P0T9H4_HUMAN
ALG8,A0A804G6E3_HUMAN
ALG8,H0YD42_HUMAN
ALG8,A0A7P0Z4J4_HUMAN
ALG8,H0YCV0_HUMAN
ALG8,H0YEE0_HUMAN
ALG8,E9PP96_HUMAN
ALG8,L8E8S9_HUMAN
ALG8,E9PNE2_HUMAN
ALG8,A0A7P0T8Q8_HUMAN
ALG8,A0A7P0TA89_HUMAN
ALG8,A0A7P0T837_HUMAN
ALG8,H0YDV4_HUMAN
ALG8,A0A7P0T845_HUMAN
ALG8,A0A7P0T810_HUMAN
ALG8,A0A7P0TAL7_HUMAN
ALG8,A0A7P0Z449_HUMAN
ALG8,A0A7P0T9Q0_HUMAN
ALG8,H0YDD3_HUMAN
ALG8,A0A7P0T9Y0_HUMAN
ALG8,A0A7P0TB84_HUMAN
ALG8,E9PK79_HUMAN
ALG8,E9PKA5_HUMAN
ALG8,A0A0S2Z5N3_HUMAN
ALG8,E9PP80_HUMAN
ALG8,A0A7P0T9J9_HUMAN
ALG8,A0A7P0T919_HUMAN
CYP3A43,CP343_HUMAN
CYP3A43,Q7Z2G5_HUMAN
CYP3A43,Q9HB50_HUMAN
CYP3A43,Q9HB51_HUMAN
CYP3A43,E9PG90_HUMAN
CYP3A43,C9JA26_HUMAN
CYP3A43,Q495Y0_HUMAN
CYP3A43,E7EMH4_HUMAN
CYP3A43,E9PDL8_HUMAN
ENTPD5,ENTP5_HUMAN
ENTPD5,G3V4I0_HUMAN
ENTPD5,H0YJH1_HUMAN
ENTPD5,G3V450_HUMAN
ENTPD5,G3V3Y0_HUMAN
HMOX2,HMOX2_HUMAN
HMOX2,I3L1Y2_HUMAN
HMOX2,I3L1F5_HUMAN
HMOX2,I3L4P8_HUMAN
HMOX2,I3L276_HUMAN
HMOX2,A0A1B0GXH0_HUMAN
HMOX2,I3L159_HUMAN
HMOX2,A0A087WT44_HUMAN
HMOX2,I3L463_HUMAN
HMOX2,Q6FHB5_HUMAN
HMOX2,Q6IBP2_HUMAN
PDE6A,PDE6A_HUMAN
PDE6A,F1T0K3_HUMAN
PDE6A,O75316_HUMAN
POLD2,DPOD2_HUMAN
POLD2,A0A8V8TMK0_HUMAN
POLD2,A0A8V8TNY7_HUMAN
POLD2,A0A8V8TN07_HUMAN
POLD2,C9JLE1_HUMAN
POLD2,A0A8V8TPB6_HUMAN
POLD2,A0A8V8TN02_HUMAN
POLD2,A0A8V8TPA1_HUMAN
POLD2,A0A8V8TPA6_HUMAN
POLD2,A0A8V8TMJ0_HUMAN
POLD2,H7C1B3_HUMAN
POLD2,C9IZD2_HUMAN
POLD2,C9JHC7_HUMAN
POLD2,A0A087WWF6_HUMAN
POLD2,A0A8V8TMJ5_HUMAN
POLD2,A0A8V8TMZ6_HUMAN
ACOT12,ACO12_HUMAN
ALLC,ALLC_HUMAN
PLCE1,PLCE1_HUMAN
PLCE1,B7ZM61_HUMAN
PLCE1,A0A6Q8PGT4_HUMAN
PLCE1,A0A6Q8PHP9_HUMAN
PLCE1,A0A8I5KQ92_HUMAN
PLCE1,A0A8I5KV08_HUMAN
PLCE1,A0A8I5KXT2_HUMAN
PLCE1,A0A7I2PPM5_HUMAN
PLCE1,A0A6Q8PH04_HUMAN
PLCE1,A0A8I5KVG7_HUMAN
PLCE1,L8EAV1_HUMAN
PLCE1,A0A6Q8PFG0_HUMAN
PLCE1,A0A6Q8PHN3_HUMAN
NADSYN1,NADE_HUMAN
NADSYN1,A0A0B4J216_HUMAN
NADSYN1,H0YED2_HUMAN
NADSYN1,E9PNF5_HUMAN
NADSYN1,H0YDH3_HUMAN
NADSYN1,E9PKY6_HUMAN
NADSYN1,E9PND0_HUMAN
NADSYN1,H0YCQ6_HUMAN
NADSYN1,H0YCF9_HUMAN
EXTL1,EXTL1_HUMAN
GCH1,GCH1_HUMAN
GSTM4,GSTM4_HUMAN
GSTM4,A6NNT0_HUMAN
EPHX1,HYEP_HUMAN
EPHX1,R4SBI6_HUMAN
EPHX1,Q6FGZ3_HUMAN
EPHX1,A0A0S2Z3T1_HUMAN
EPHX1,B1AQP8_HUMAN
XYLT2,XYLT2_HUMAN
XYLT2,A0A0C4DFW8_HUMAN
XYLT2,B4DT06_HUMAN
XYLT2,D6RCT0_HUMAN
XYLT2,I3L3K2_HUMAN
XYLT2,H0YB00_HUMAN
CYP2D6,CP2D6_HUMAN
CYP2D6,Q6ICD8_HUMAN
CYP2D6,A0A2L1K0H9_HUMAN
CYP2D6,A0A2L1K0F5_HUMAN
CYP2D6,A0A2L1K0M4_HUMAN
CYP2D6,Q2XND0_HUMAN
CYP2D6,A0A2L1K0H8_HUMAN
CYP2D6,C1ID52_HUMAN
CYP2D6,Q2XND8_HUMAN
CYP2D6,W5QSH4_HUMAN
CYP2D6,A0A0G2JLK7_HUMAN
CYP2D6,Q6NWU0_HUMAN
CYP2D6,A0A2L1K0H3_HUMAN
CYP2D6,D5KMR1_HUMAN
CYP2D6,Q38LG0_HUMAN
CYP2D6,Q2XND2_HUMAN
CYP2D6,D0U5L8_HUMAN
CYP2D6,D5KMS0_HUMAN
CYP2D6,A0A2L1K0I9_HUMAN
CYP2D6,Q007T9_HUMAN
CYP2D6,C1ID54_HUMAN
CYP2D6,A0A2L1K0F9_HUMAN
CYP2D6,Q2XND3_HUMAN
CYP2D6,A0A2L1K0G7_HUMAN
CYP2D6,D5KN50_HUMAN
CYP2D6,A0A0G2JS23_HUMAN
CYP2D6,Q007T8_HUMAN
CYP2D6,D5KN64_HUMAN
CYP2D6,A0A2L1K0F2_HUMAN
CYP2D6,D5KN01_HUMAN
CYP2D6,G9CGD2_HUMAN
CYP2D6,A0A0U1RQH0_HUMAN
CYP2D6,A0A1B0GV74_HUMAN
CYP2D6,C4MDQ5_HUMAN
CYP2D6,A0A0F7KYR9_HUMAN
CYP2D6,I1VC93_HUMAN
CYP2D6,D3IP03_HUMAN
CYP2D6,Q3KPF3_HUMAN
CYP2D6,D5KMU5_HUMAN
CYP2D6,D5KMZ1_HUMAN
CYP2D6,D5KMU6_HUMAN
CYP2D6,A0A2L1K0H6_HUMAN
CYP2D6,D5KN10_HUMAN
CYP2D6,A0A2L1K0G2_HUMAN
CYP2D6,A0A0F7L0X4_HUMAN
CYP2D6,H7BY38_HUMAN
CYP2D6,I1VC92_HUMAN
CYP2D6,D5KNB5_HUMAN
CYP2D6,D3IP04_HUMAN
CYP2D6,A0A0F7KZW3_HUMAN
CYP2D6,Q38LF9_HUMAN
CYP2D6,D3IP05_HUMAN
CYP2D6,A0A2L1K0E8_HUMAN
CYP2D6,D5KND2_HUMAN
CYP2D6,Q38LG2_HUMAN
CYP2D6,D5KMQ2_HUMAN
CYP2D6,D5KN61_HUMAN
CYP2D6,A9QKR9_HUMAN
PAH,PH4H_HUMAN
PAH,Q16268_HUMAN
PAH,Q16267_HUMAN
PAH,S6C6B5_HUMAN
PAH,Q16021_HUMAN
PAH,J3KND8_HUMAN
PAH,F8W0A0_HUMAN
PAH,Q66RJ9_HUMAN
PAH,Q6Q2K7_HUMAN
PAH,F8W1D4_HUMAN
PAH,A0A0U1RQY4_HUMAN
PAH,Q8TEY0_HUMAN
PAH,Q16266_HUMAN
PAH,V9GZP8_HUMAN
PAH,Q16265_HUMAN
PAH,A0A0U1RQI3_HUMAN
PAH,Q66RJ5_HUMAN
PAH,Q66RJ7_HUMAN
HSD17B4,DHB4_HUMAN
HSD17B4,A0A0S2Z4J1_HUMAN
HSD17B4,A0A2R8YEG2_HUMAN
HSD17B4,A0A2R8YCN2_HUMAN
HSD17B4,A0A2R8Y674_HUMAN
HSD17B4,A0A804HK88_HUMAN
HSD17B4,E7ER27_HUMAN
HSD17B4,A0A804HIG8_HUMAN
HSD17B4,A0A2R8Y7L2_HUMAN
HSD17B4,E7ET17_HUMAN
HSD17B4,A0A2R8YDT8_HUMAN
HSD17B4,A0A804HKB5_HUMAN
HSD17B4,E7EPL9_HUMAN
HSD17B4,A0A804HKT2_HUMAN
HSD17B4,A0A0S2Z3Y5_HUMAN
HSD17B4,A0A0S2Z4Q6_HUMAN
HSD17B4,A0A804HKU2_HUMAN
HSD17B4,A0A804HIR1_HUMAN
HSD17B4,A0A0S2Z460_HUMAN
HSD17B4,A0A804HLJ0_HUMAN
HSD17B4,A0A2R8YF39_HUMAN
HSD17B4,A0A2R8YD50_HUMAN
HSD17B4,A0A2R8Y7W2_HUMAN
HSD17B4,A0A2R8YF45_HUMAN
HSD17B4,A0A804HK65_HUMAN
ALDH3A2,AL3A2_HUMAN
ALDH3A2,I3L0X1_HUMAN
ALDH3A2,A0A5F9ZHN9_HUMAN
ALDH3A2,J3QRD1_HUMAN
ALDH3A2,I3L1M4_HUMAN
ALDH3A2,A0A5K1VW72_HUMAN
ALDH3A2,J3QKK9_HUMAN
ALDH3A2,A0A0D9SGC3_HUMAN
ALDH3A2,J3QQV9_HUMAN
ALDH3A2,A0A5F9ZHP6_HUMAN
ALDH3A2,A0A5F9ZHZ9_HUMAN
ALDH3A2,I3L4G6_HUMAN
ALDH3A2,I3L2W1_HUMAN
ALDH3A2,J3QS00_HUMAN
ALDH3A2,A0A5F9ZHI5_HUMAN
ALDH3A2,A0A5F9ZI12_HUMAN
ALDH3A2,J3KTG1_HUMAN
ALDH3A2,K7EN73_HUMAN
ALDH3A2,A0A5F9ZGX4_HUMAN
ALDH3A2,J3KTD9_HUMAN
AGK,AGK_HUMAN
