Node1	Node2	Frequency	Direction
ATTY_HUMAN	BHMT1_HUMAN	0.4444444444444444	U
ATTY_HUMAN	chebi:16015	0.4444444444444444	U
BHMT1_HUMAN	CBS_HUMAN	0.4444444444444444	U
MRI1	chebi:28096	0.5555555555555556	U
CBS_HUMAN	chebi:17115	0.4444444444444444	U
CBS_HUMAN	chebi:16136	0.12962962962962962	U
chebi:16136	chebi:17115	0.12962962962962962	U
ATTY_HUMAN	chebi:33574	0.07407407407407407	U
BHMT1_HUMAN	chebi:17588	0.07407407407407407	U
chebi:15811	chebi:16015	0.07407407407407407	U
chebi:15811	chebi:17115	0.07407407407407407	U
chebi:17115	chebi:17588	0.07407407407407407	U
chebi:16015	chebi:33574	0.07407407407407407	U
